gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	mechanism_class	manuscript_use	mechanism_priority_score
SND1	SND1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	1.0	0.5	0.5	0.0017167440604175	0.648936170212766	0.3045068409693471	7	3	1.6275986099151576e-19	0.0131911584054142	True	True	True	1.0	0.3045068409693471	unclassified_shared_neuronal_or_context	exploratory_context	2.076126710242337
GSE1	GSE1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	1.0	0.5	0.5	0.0017167440604175	0.3032873806998939	0.4833350925196691	7	3	1.3342153707569805e-13	0.0131911584054142	True	True	True	1.0	0.3032873806998939	unclassified_shared_neuronal_or_context	exploratory_context	2.0758218451749735
TNRC6C	TNRC6C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.237730704135895e-14	6	12	1.0	0.5	0.5	0.0098797678675406	0.8061002178649237	0.3032372428303182	7	3	9.10307523819772e-14	0.0341866139787414	True	True	True	1.0	0.3032372428303182	unclassified_shared_neuronal_or_context	exploratory_context	2.0758093107075792
MICU1	MICU1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	8.767318479710431e-10	6	12	1.0	0.5	0.5	0.0002148632704391	0.6790352309634218	0.3031607859731006	6	3	1.1153263215537784e-09	0.003140309337187	True	True	True	1.0	0.3031607859731006	unclassified_shared_neuronal_or_context	exploratory_context	2.0757901964932755
CHGB	CHGB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.759715825533523e-23	6	12	1.0	0.5	0.5	0.0098797678675406	0.5156375300721732	0.3020402763378659	7	3	4.356043723874351e-22	0.0341866139787414	True	True	True	1.0	0.3020402763378659	unclassified_shared_neuronal_or_context	exploratory_context	2.0755100690844666
CLVS1	CLVS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	1.0	0.5	0.5	0.0002148632704391	0.6067415730337079	0.3001985341808969	7	3	5.778661226545355e-14	0.003140309337187	True	True	True	1.0	0.3001985341808969	unclassified_shared_neuronal_or_context	exploratory_context	2.075049633545224
UBAC2	UBAC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	1.0	0.5	0.5	0.0098797678675406	0.5592028135990621	0.2995536806189877	7	3	1.6370580032515778e-11	0.0341866139787414	True	True	True	1.0	0.2995536806189877	unclassified_shared_neuronal_or_context	exploratory_context	2.074888420154747
LARS	LARS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.849350372972128e-17	6	12	1.0	0.5	0.5	0.0098797678675406	0.5	0.2986904747547437	7	3	1.0095817362728592e-16	0.0341866139787414	True	True	True	1.0	0.2986904747547437	unclassified_shared_neuronal_or_context	exploratory_context	2.0746726186886857
PIAS1	PIAS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.6111808887886604e-21	6	12	1.0	0.5	0.5	0.0098797678675406	0.743421052631579	0.2986737318335347	7	3	2.918621426326764e-20	0.0341866139787414	True	True	True	1.0	0.2986737318335347	unclassified_shared_neuronal_or_context	exploratory_context	2.0746684329583838
ERC1	ERC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	1.0	0.5	0.5	0.0002148632704391	0.8571941155364191	0.2952597354614645	7	3	1.0380442664574929e-12	0.003140309337187	True	True	True	1.0	0.2952597354614645	unclassified_shared_neuronal_or_context	exploratory_context	2.073814933865366
TERF2IP	TERF2IP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.5493133583021224	0.2947118794068479	7	2	2.3936688498484225e-17	0.0341866139787414	True	True	True	1.0	0.2947118794068479	unclassified_shared_neuronal_or_context	exploratory_context	2.073677969851712
NRCAM	NRCAM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	1.0	0.5	0.5	0.0098797678675406	0.9260089686098656	0.2945484213705584	7	3	4.365475355328137e-19	0.0341866139787414	True	True	True	1.0	0.2945484213705584	unclassified_shared_neuronal_or_context	exploratory_context	2.0736371053426397
GSG1L	GSG1L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.090801304924341e-26	6	12	1.0	0.5	0.5	0.0098797678675406	0.4478764478764478	0.2935408160849531	7	2	2.463473632244415e-25	0.0341866139787414	True	True	True	1.0	0.2935408160849531	unclassified_shared_neuronal_or_context	exploratory_context	2.073385204021238
FBXO11	FBXO11	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.7606461086637298	0.2933733003610735	7	3	2.3936688498484225e-17	0.0341866139787414	True	True	True	1.0	0.2933733003610735	unclassified_shared_neuronal_or_context	exploratory_context	2.0733433250902684
OSBP2	OSBP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.384278532331745e-12	6	12	1.0	0.5	0.5	0.0002148632704391	0.7136682874122097	0.292017280380912	7	2	9.158399561261612e-12	0.003140309337187	True	True	True	1.0	0.292017280380912	unclassified_shared_neuronal_or_context	exploratory_context	2.0730043200952277
PHC2	PHC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.945677012963552e-13	6	12	1.0	0.5	0.5	0.0017167440604175	0.5771195097037793	0.2909488123749925	7	3	9.365412811269386e-13	0.0131911584054142	True	True	True	1.0	0.2909488123749925	unclassified_shared_neuronal_or_context	exploratory_context	2.072737203093748
PDE3B	PDE3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.0002148632704391	0.4942689404528935	0.2909300439489282	6	2	2.3936688498484225e-17	0.003140309337187	True	True	True	1.0	0.2909300439489282	unclassified_shared_neuronal_or_context	exploratory_context	2.0727325109872323
RHOT1	RHOT1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3797433769793204e-19	6	12	1.0	0.5	0.5	0.0098797678675406	0.6377491207502931	0.2907458092608873	7	3	8.93021346828399e-19	0.0341866139787414	True	True	True	1.0	0.2907458092608873	unclassified_shared_neuronal_or_context	exploratory_context	2.0726864523152218
SCLT1	SCLT1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	1.0	0.5	0.5	0.0098797678675406	0.5795654726952437	0.2905074375520244	6	3	4.2189899403924324e-12	0.0341866139787414	True	True	True	1.0	0.2905074375520244	unclassified_shared_neuronal_or_context	exploratory_context	2.072626859388006
USP47	USP47	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.49494609800643e-13	6	12	1.0	0.5	0.5	0.0017167440604175	0.7953592395862454	0.2902058338722035	7	3	8.661728260592985e-13	0.0131911584054142	True	True	True	1.0	0.2902058338722035	unclassified_shared_neuronal_or_context	exploratory_context	2.072551458468051
KAT6B	KAT6B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	5.929385057217771e-22	6	12	1.0	0.5	0.5	0.0017167440604175	0.7494860943168078	0.2880255671694055	6	3	4.1486568351952724e-21	0.0131911584054142	True	True	True	1.0	0.2880255671694055	unclassified_shared_neuronal_or_context	exploratory_context	2.0720063917923515
LINGO1	LINGO1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.769045570690573e-06	6	12	1.0	0.5	0.5	0.0002148632704391	0.2878120411160059	0.4563699814682599	7	3	4.0470593281326e-06	0.003140309337187	True	True	True	1.0	0.2878120411160059	unclassified_shared_neuronal_or_context	exploratory_context	2.0719530102790014
NCOR2	NCOR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3639523973529882e-14	6	12	1.0	0.5	0.5	0.0017167440604175	0.6399006622516556	0.2874885532970244	7	3	2.5177980849860692e-14	0.0131911584054142	True	True	True	1.0	0.2874885532970244	unclassified_shared_neuronal_or_context	exploratory_context	2.071872138324256
SPHKAP	SPHKAP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.384278532331745e-12	6	12	1.0	0.5	0.5	0.0002148632704391	0.7174887892376681	0.2869484078263926	7	2	9.158399561261612e-12	0.003140309337187	True	True	True	1.0	0.2869484078263926	unclassified_shared_neuronal_or_context	exploratory_context	2.0717371019565984
GPHN	GPHN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	1.0	0.5	0.5	0.0002148632704391	0.9365079365079364	0.2865634673599335	7	3	1.6275986099151576e-19	0.003140309337187	True	True	True	1.0	0.2865634673599335	unclassified_shared_neuronal_or_context	exploratory_context	2.0716408668399833
TBL1XR1	TBL1XR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	1.0	0.5	0.5	0.0017167440604175	0.7928436911487758	0.2831201308128616	7	3	4.2189899403924324e-12	0.0131911584054142	True	True	True	1.0	0.2831201308128616	unclassified_shared_neuronal_or_context	exploratory_context	2.0707800327032153
USP48	USP48	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7266706999312932e-14	6	12	1.0	0.5	0.5	0.0098797678675406	0.6139978791092259	0.2816684992076798	7	3	3.141903312207193e-14	0.0341866139787414	True	True	True	1.0	0.2816684992076798	unclassified_shared_neuronal_or_context	exploratory_context	2.07041712480192
CDK5RAP2	CDK5RAP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.22107375729867e-14	6	12	1.0	0.5	0.5	0.0017167440604175	0.4267515923566879	0.2810319182697394	5	3	1.3865870124090841e-13	0.0131911584054142	True	True	True	1.0	0.2810319182697394	unclassified_shared_neuronal_or_context	exploratory_context	2.070257979567435
PDXDC1	PDXDC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	1.0	0.5	0.5	0.0098797678675406	0.5540540540540541	0.2804004128827099	7	3	1.2887000364288546e-14	0.0341866139787414	True	True	True	1.0	0.2804004128827099	unclassified_shared_neuronal_or_context	exploratory_context	2.0701001032206774
POGZ	POGZ	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	1.0	0.5	0.5	0.0098797678675406	0.7231869254341164	0.278660826171648	7	3	1.6275986099151576e-19	0.0341866139787414	True	True	True	1.0	0.278660826171648	unclassified_shared_neuronal_or_context	exploratory_context	2.069665206542912
PPFIA2	PPFIA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.759715825533523e-23	6	12	1.0	0.5	0.5	0.0017167440604175	0.9504504504504504	0.2784952496558215	7	3	4.356043723874351e-22	0.0131911584054142	True	True	True	1.0	0.2784952496558215	unclassified_shared_neuronal_or_context	exploratory_context	2.0696238124139557
KDM5A	KDM5A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	1.0	0.5	0.5	0.0098797678675406	0.5842696629213483	0.2784681673492842	7	3	1.2142201003709152e-16	0.0341866139787414	True	True	True	1.0	0.2784681673492842	unclassified_shared_neuronal_or_context	exploratory_context	2.069617041837321
FAM172A	FAM172A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883848e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.838655462184874	0.277973231010227	7	3	4.6570471277792435e-18	0.0341866139787414	True	True	True	1.0	0.277973231010227	unclassified_shared_neuronal_or_context	exploratory_context	2.069493307752557
RIF1	RIF1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	1.0	0.5	0.5	0.0098797678675406	0.6134453781512605	0.2771544739133362	7	3	5.1857576304712154e-21	0.0341866139787414	True	True	True	1.0	0.2771544739133362	unclassified_shared_neuronal_or_context	exploratory_context	2.069288618478334
SMC5	SMC5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3797433769793204e-19	6	12	1.0	0.5	0.5	0.0098797678675406	0.5690093141405589	0.276822683758985	7	3	8.93021346828399e-19	0.0341866139787414	True	True	True	1.0	0.276822683758985	unclassified_shared_neuronal_or_context	exploratory_context	2.069205670939746
FARS2	FARS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.634217917936744e-20	6	12	1.0	0.5	0.5	0.0098797678675406	0.7400204708290685	0.2760736392982276	7	3	1.9825677838273765e-19	0.0341866139787414	True	True	True	1.0	0.2760736392982276	unclassified_shared_neuronal_or_context	exploratory_context	2.069018409824557
KLHL24	KLHL24	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	1.0	0.5	0.5	0.0017167440604175	0.636986301369863	0.2714915291847347	7	3	1.2142201003709152e-16	0.0131911584054142	True	True	True	1.0	0.2714915291847347	unclassified_shared_neuronal_or_context	exploratory_context	2.0678728822961836
UNC13A	UNC13A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5465110373514467e-11	6	12	1.0	0.5	0.5	0.0017167440604175	0.5093632958801498	0.271118833072076	7	2	3.5203202294552494e-11	0.0131911584054142	True	True	True	1.0	0.271118833072076	unclassified_shared_neuronal_or_context	exploratory_context	2.067779708268019
R3HDM2	R3HDM2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.130423775950194e-13	6	12	1.0	0.5	0.5	0.0098797678675406	0.7313922493336067	0.2710520495074578	7	3	6.563288769257123e-13	0.0341866139787414	True	True	True	1.0	0.2710520495074578	unclassified_shared_neuronal_or_context	exploratory_context	2.067763012376864
PDE4D	PDE4D	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.55082141912947e-08	6	12	1.0	0.5	0.5	0.0017167440604175	0.8897258840761666	0.2697898401361743	6	2	1.0650761777939237e-07	0.0131911584054142	True	True	True	1.0	0.2697898401361743	unclassified_shared_neuronal_or_context	exploratory_context	2.0674474600340433
MED13L	MED13L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.6111808887886604e-21	6	12	1.0	0.5	0.5	0.0098797678675406	0.8692543411644535	0.2692905662070889	7	3	2.918621426326764e-20	0.0341866139787414	True	True	True	1.0	0.2692905662070889	unclassified_shared_neuronal_or_context	exploratory_context	2.0673226415517725
RALGPS1	RALGPS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2347777313720562e-13	6	12	1.0	0.5	0.5	0.0098797678675406	0.6013071895424836	0.2692865591932118	6	3	2.0617651265173132e-13	0.0341866139787414	True	True	True	1.0	0.2692865591932118	unclassified_shared_neuronal_or_context	exploratory_context	2.067321639798303
DYRK1A	DYRK1A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.338330627850446e-22	6	12	1.0	0.5	0.5	0.0098797678675406	0.7669683257918553	0.2662404272438476	7	3	1.7985245148253957e-21	0.0341866139787414	True	True	True	1.0	0.2662404272438476	unclassified_shared_neuronal_or_context	exploratory_context	2.066560106810962
PGM2L1	PGM2L1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.5542895809219124e-13	6	12	1.0	0.5	0.5	0.0002148632704391	0.5496796501576324	0.2658041558669771	7	3	5.660245301776526e-13	0.003140309337187	True	True	True	1.0	0.2658041558669771	unclassified_shared_neuronal_or_context	exploratory_context	2.0664510389667443
NCL	NCL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	1.0	0.5	0.5	0.0098797678675406	0.2655172413793103	0.7512343158795038	7	3	9.048148209095598e-22	0.0341866139787414	True	True	True	1.0	0.2655172413793103	unclassified_shared_neuronal_or_context	exploratory_context	2.0663793103448276
TEAD1	TEAD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.843796805446003e-09	6	12	1.0	0.5	0.5	0.0002148632704391	0.5785733807051107	0.2654224621444042	7	3	2.310338111503397e-09	0.003140309337187	True	True	True	1.0	0.2654224621444042	unclassified_shared_neuronal_or_context	exploratory_context	2.066355615536101
PPP2R5C	PPP2R5C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	1.0	0.5	0.5	0.0098797678675406	0.6702014846235419	0.2638674736258347	7	3	6.184467005262652e-11	0.0341866139787414	True	True	True	1.0	0.2638674736258347	unclassified_shared_neuronal_or_context	exploratory_context	2.0659668684064587
EFR3B	EFR3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0984676436977746e-15	6	12	1.0	0.5	0.5	0.0098797678675406	0.5829662261380323	0.2618372532614421	7	2	2.3131808924082264e-15	0.0341866139787414	True	True	True	1.0	0.2618372532614421	unclassified_shared_neuronal_or_context	exploratory_context	2.0654593133153605
COPG2	COPG2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3114351914081646e-09	6	12	1.0	0.5	0.5	0.0002148632704391	0.2617702448210923	0.2764742997878612	7	3	1.6499436949908987e-09	0.003140309337187	True	True	True	1.0	0.2617702448210923	unclassified_shared_neuronal_or_context	exploratory_context	2.0654425612052734
HMGCS1	HMGCS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.979719609289972e-09	6	12	1.0	0.5	0.5	0.0017167440604175	0.2597674705645496	0.4641407873485701	6	3	3.674253457959039e-09	0.0131911584054142	True	True	True	1.0	0.2597674705645496	unclassified_shared_neuronal_or_context	exploratory_context	2.0649418676411373
AP3B2	AP3B2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.19637208408675e-10	6	12	1.0	0.5	0.5	0.0098797678675406	0.4534412955465587	0.2595047445372852	7	3	7.915153739920001e-10	0.0341866139787414	True	True	True	1.0	0.2595047445372852	unclassified_shared_neuronal_or_context	exploratory_context	2.0648761861343212
PUM3	PUM3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	70	87	1.0	0.5	0.5	1.4670793981810378e-11	5	10	1.0	0.5	0.5	0.0057440732226989	0.6434246153347277	0.2591486183719193	4	2	2.0636155737060118e-11	0.0341866139787414	True	True	True	1.0	0.2591486183719193	unclassified_shared_neuronal_or_context	exploratory_context	2.06478715459298
NKAIN3	NKAIN3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.123117992752046e-27	6	12	1.0	0.5	0.5	0.0098797678675406	0.8658055256548259	0.2586252392721894	7	3	8.684670418306649e-26	0.0341866139787414	True	True	True	1.0	0.2586252392721894	unclassified_shared_neuronal_or_context	exploratory_context	2.064656309818047
STK39	STK39	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.221496354638364e-09	6	12	1.0	0.5	0.5	0.0002148632704391	0.6916666666666667	0.2535228520861268	7	3	6.341223736400119e-09	0.003140309337187	True	True	True	1.0	0.2535228520861268	unclassified_shared_neuronal_or_context	exploratory_context	2.0633807130215316
SIPA1L3	SIPA1L3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	1.0	0.5	0.5	0.0017167440604175	0.7490636704119851	0.2515910516434634	7	2	1.3342153707569805e-13	0.0131911584054142	True	True	True	1.0	0.2515910516434634	unclassified_shared_neuronal_or_context	exploratory_context	2.0628977629108656
GMDS	GMDS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7510047299219817e-12	6	12	1.0	0.5	0.5	0.0098797678675406	0.6893939393939394	0.2507554556829607	6	2	2.6447975342623803e-12	0.0341866139787414	True	True	True	1.0	0.2507554556829607	unclassified_shared_neuronal_or_context	exploratory_context	2.06268886392074
SCFD1	SCFD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	1.0	0.5	0.5	0.0098797678675406	0.5864570737605804	0.2503602456543365	7	3	5.778661226545355e-14	0.0341866139787414	True	True	True	1.0	0.2503602456543365	unclassified_shared_neuronal_or_context	exploratory_context	2.062590061413584
RNPC3	RNPC3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3668620952416365e-15	6	12	1.0	0.5	0.5	0.0098797678675406	0.6184873949579832	0.2497737372830736	7	3	2.812831010037106e-15	0.0341866139787414	True	True	True	1.0	0.2497737372830736	unclassified_shared_neuronal_or_context	exploratory_context	2.0624434343207687
PPHLN1	PPHLN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	1.0	0.5	0.5	0.0017167440604175	0.652317880794702	0.2497498119089531	7	3	1.2887000364288546e-14	0.0131911584054142	True	True	True	1.0	0.2497498119089531	unclassified_shared_neuronal_or_context	exploratory_context	2.062437452977238
PAK1	PAK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	1.0	0.5	0.5	0.0098797678675406	0.4473684210526316	0.2495128771883759	7	3	2.708095877338438e-08	0.0341866139787414	True	True	True	1.0	0.2495128771883759	unclassified_shared_neuronal_or_context	exploratory_context	2.062378219297094
DTNB	DTNB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.019584476453557e-16	6	12	1.0	0.5	0.5	0.0098797678675406	0.8227484750627916	0.246820033787141	7	3	2.451750254354506e-16	0.0341866139787414	True	True	True	1.0	0.246820033787141	unclassified_shared_neuronal_or_context	exploratory_context	2.0617050084467854
CTNNA1	CTNNA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.283629126719993e-12	6	12	1.0	0.5	0.5	0.0017167440604175	0.4084033613445378	0.2456558762718149	4	3	7.692935998403956e-12	0.0131911584054142	True	True	True	1.0	0.2456558762718149	unclassified_shared_neuronal_or_context	exploratory_context	2.061413969067954
WDR70	WDR70	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	1.0	0.5	0.5	0.0098797678675406	0.7272727272727273	0.2433699948389661	7	3	5.822873192520912e-16	0.0341866139787414	True	True	True	1.0	0.2433699948389661	unclassified_shared_neuronal_or_context	exploratory_context	2.0608424987097416
CDKAL1	CDKAL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.6111808887886604e-21	6	12	1.0	0.5	0.5	0.0098797678675406	0.7747875354107648	0.242143047189801	7	3	2.918621426326764e-20	0.0341866139787414	True	True	True	1.0	0.242143047189801	unclassified_shared_neuronal_or_context	exploratory_context	2.0605357617974502
SUGP2	SUGP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.3765687917377226e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.6000809826587198	0.2359366584661519	6	3	7.406289812182642e-18	0.0341866139787414	True	True	True	1.0	0.2359366584661519	unclassified_shared_neuronal_or_context	exploratory_context	2.058984164616538
PCSK2	PCSK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5371640063251686e-12	6	12	1.0	0.5	0.5	0.0002148632704391	0.7921760391198044	0.2349191010252536	7	3	2.3348100348174305e-12	0.003140309337187	True	True	True	1.0	0.2349191010252536	unclassified_shared_neuronal_or_context	exploratory_context	2.0587297752563134
XRCC5	XRCC5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.49617453572322e-23	6	12	1.0	0.5	0.5	0.0017167440604175	0.6487394957983194	0.2339448099897563	5	3	1.488625031185167e-22	0.0131911584054142	True	True	True	1.0	0.2339448099897563	unclassified_shared_neuronal_or_context	exploratory_context	2.058486202497439
CDC40	CDC40	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6827729141149463e-14	6	12	1.0	0.5	0.5	0.0017167440604175	0.5368938127090301	0.2334386934706167	7	3	3.064596516133768e-14	0.0131911584054142	True	True	True	1.0	0.2334386934706167	unclassified_shared_neuronal_or_context	exploratory_context	2.0583596733676544
NDST3	NDST3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3926810582629407e-06	6	12	1.0	0.5	0.5	0.0002148632704391	0.4272567922874671	0.2327193361929379	4	3	2.5781049256693084e-06	0.003140309337187	True	True	True	1.0	0.2327193361929379	unclassified_shared_neuronal_or_context	exploratory_context	2.0581798340482345
