gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	mechanism_class	manuscript_use	mechanism_priority_score
CMSS1	CMSS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.3827201216353165e-17	6	12	1.0	0.5	0.5	0.0017167440604175	0.7162091769715088	0.2281488939667806	5	3	3.791554922663719e-17	0.0131911584054142	True	True	True	1.0	0.2281488939667806	unclassified_shared_neuronal_or_context	exploratory_context	2.057037223491695
LONP2	LONP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	1.0	0.5	0.5	0.0098797678675406	0.6894790602655771	0.2266048675237693	7	3	5.822873192520912e-16	0.0341866139787414	True	True	True	1.0	0.2266048675237693	unclassified_shared_neuronal_or_context	exploratory_context	2.056651216880942
MMP16	MMP16	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.377172031659121e-12	6	12	1.0	0.5	0.5	0.0017167440604175	0.7799003322259136	0.2264264702268183	7	3	6.423603610736559e-12	0.0131911584054142	True	True	True	1.0	0.2264264702268183	unclassified_shared_neuronal_or_context	exploratory_context	2.056606617556705
SLMAP	SLMAP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	1.0	0.5	0.5	0.0098797678675406	0.6454630495790459	0.2252940881051525	7	3	2.5254414568653468e-21	0.0341866139787414	True	True	True	1.0	0.2252940881051525	unclassified_shared_neuronal_or_context	exploratory_context	2.056323522026288
MSH3	MSH3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0985311727792718e-16	6	12	1.0	0.5	0.5	0.0017167440604175	0.5334394904458599	0.2212144976695159	7	3	4.821731052710001e-16	0.0131911584054142	True	True	True	1.0	0.2212144976695159	unclassified_shared_neuronal_or_context	exploratory_context	2.055303624417379
MBNL2	MBNL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0014770268799346e-20	6	12	1.0	0.5	0.5	0.0098797678675406	0.8813131313131313	0.2165748737892774	7	2	4.993571658166846e-20	0.0341866139787414	True	True	True	1.0	0.2165748737892774	unclassified_shared_neuronal_or_context	exploratory_context	2.0541437184473192
TPST1	TPST1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.6111808887886604e-21	6	12	1.0	0.5	0.5	0.0098797678675406	0.6161473087818697	0.2136138742220902	7	3	2.918621426326764e-20	0.0341866139787414	True	True	True	1.0	0.2136138742220902	unclassified_shared_neuronal_or_context	exploratory_context	2.0534034685555227
RNGTT	RNGTT	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	1.0	0.5	0.5	0.0017167440604175	0.6336134453781512	0.2100041245529508	7	3	1.2142201003709152e-16	0.0131911584054142	True	True	True	1.0	0.2100041245529508	unclassified_shared_neuronal_or_context	exploratory_context	2.0525010311382377
SSH2	SSH2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3114351914081646e-09	6	12	1.0	0.5	0.5	0.0017167440604175	0.8334568816407215	0.2077000915736238	7	3	1.6499436949908987e-09	0.0131911584054142	True	True	True	1.0	0.2077000915736238	unclassified_shared_neuronal_or_context	exploratory_context	2.051925022893406
GRIK2	GRIK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.384278532331745e-12	6	12	1.0	0.5	0.5	0.0002148632704391	0.903648269410664	0.2066379657619363	7	3	9.158399561261612e-12	0.003140309337187	True	True	True	1.0	0.2066379657619363	unclassified_shared_neuronal_or_context	exploratory_context	2.0516594914404838
PITPNC1	PITPNC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0160966132596736e-25	6	12	1.0	0.5	0.5	0.0002148632704391	0.4103535353535353	0.2056104854081967	7	3	3.123509681543023e-24	0.003140309337187	True	True	True	1.0	0.2056104854081967	unclassified_shared_neuronal_or_context	exploratory_context	2.0514026213520493
SMG1	SMG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	1.0	0.5	0.5	0.0098797678675406	0.7127856701667696	0.204493679069176	7	3	4.365475355328137e-19	0.0341866139787414	True	True	True	1.0	0.204493679069176	unclassified_shared_neuronal_or_context	exploratory_context	2.0511234197672943
AMPH	AMPH	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	1.0	0.5	0.5	0.0002148632704391	0.593103448275862	0.20230665089506	7	3	2.708095877338438e-08	0.003140309337187	True	True	True	1.0	0.20230665089506	unclassified_shared_neuronal_or_context	exploratory_context	2.050576662723765
SETX	SETX	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883848e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.545068928950159	0.2018469128362285	7	3	4.6570471277792435e-18	0.0341866139787414	True	True	True	1.0	0.2018469128362285	unclassified_shared_neuronal_or_context	exploratory_context	2.050461728209057
FKBP5	FKBP5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.9036514667012995e-25	6	12	1.0	0.5	0.5	0.0098797678675406	0.6773109243697479	0.1976558085865168	7	3	8.424355283733632e-24	0.0341866139787414	True	True	True	1.0	0.1976558085865168	unclassified_shared_neuronal_or_context	exploratory_context	2.0494139521466295
TTC39C	TTC39C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	1.0	0.5	0.5	0.0098797678675406	0.6919191919191919	0.1965639190404935	7	2	1.3342153707569805e-13	0.0341866139787414	True	True	True	1.0	0.1965639190404935	unclassified_shared_neuronal_or_context	exploratory_context	2.049140979760123
CEP112	CEP112	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.9645984156679997e-26	6	12	1.0	0.5	0.5	0.0017167440604175	0.7664617250506821	0.1885793885424686	5	3	8.614571170867114e-25	0.0131911584054142	True	True	True	1.0	0.1885793885424686	unclassified_shared_neuronal_or_context	exploratory_context	2.047144847135617
CEP290	CEP290	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	1.0	0.5	0.5	0.0098797678675406	0.5194296896840929	0.1879508343367205	6	3	1.6370580032515778e-11	0.0341866139787414	True	True	True	1.0	0.1879508343367205	unclassified_shared_neuronal_or_context	exploratory_context	2.0469877085841803
PTPRG	PTPRG	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	1.0	0.5	0.5	0.0002148632704391	0.7092522861753631	0.1823975409983076	7	3	2.708095877338438e-08	0.003140309337187	True	True	True	1.0	0.1823975409983076	unclassified_shared_neuronal_or_context	exploratory_context	2.045599385249577
GALK2	GALK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0985311727792718e-16	6	12	1.0	0.5	0.5	0.0098797678675406	0.6136919315403423	0.1808792947088052	6	3	4.821731052710001e-16	0.0341866139787414	True	True	True	1.0	0.1808792947088052	unclassified_shared_neuronal_or_context	exploratory_context	2.0452198236772015
IRAK1BP1	IRAK1BP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	1.0	0.5	0.5	0.0098797678675406	0.564993564993565	0.1797358832942498	7	3	1.4460279855484825e-15	0.0341866139787414	True	True	True	1.0	0.1797358832942498	unclassified_shared_neuronal_or_context	exploratory_context	2.0449339708235623
BCKDHB	BCKDHB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3429518837400482e-22	6	12	1.0	0.5	0.5	0.0098797678675406	0.6292134831460674	0.1791933469960818	7	2	1.055385012982668e-21	0.0341866139787414	True	True	True	1.0	0.1791933469960818	unclassified_shared_neuronal_or_context	exploratory_context	2.0447983367490203
ADARB1	ADARB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6644622037732812e-20	6	12	1.0	0.5	0.5	0.0098797678675406	0.6190476190476191	0.1761528274286731	7	3	7.987209115009394e-20	0.0341866139787414	True	True	True	1.0	0.1761528274286731	unclassified_shared_neuronal_or_context	exploratory_context	2.0440382068571683
MTA3	MTA3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	1.0	0.5	0.5	0.0098797678675406	0.6725403817914831	0.175948513611559	6	3	1.2142201003709152e-16	0.0341866139787414	True	True	True	1.0	0.175948513611559	unclassified_shared_neuronal_or_context	exploratory_context	2.0439871284028897
ST8SIA3	ST8SIA3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1524338285766923e-09	6	12	1.0	0.5	0.5	0.0017167440604175	0.415863277826468	0.175652735214112	7	3	2.6754320768956134e-09	0.0131911584054142	True	True	True	1.0	0.175652735214112	unclassified_shared_neuronal_or_context	exploratory_context	2.043913183803528
BCAS3	BCAS3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0425476088293199e-12	6	12	1.0	0.5	0.5	0.0098797678675406	0.8194017332960581	0.1754345185698533	7	2	1.604886986196448e-12	0.0341866139787414	True	True	True	1.0	0.1754345185698533	unclassified_shared_neuronal_or_context	exploratory_context	2.0438586296424632
MAML3	MAML3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.425873121451998e-26	6	12	1.0	0.5	0.5	0.0002148632704391	0.6710526315789473	0.1754024143786601	7	3	1.525725283614133e-24	0.003140309337187	True	True	True	1.0	0.1754024143786601	unclassified_shared_neuronal_or_context	exploratory_context	2.043850603594665
KLHL29	KLHL29	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.384278532331745e-12	6	12	1.0	0.5	0.5	0.0002148632704391	0.6764246682279469	0.1748407078416727	6	3	9.158399561261612e-12	0.003140309337187	True	True	True	1.0	0.1748407078416727	unclassified_shared_neuronal_or_context	exploratory_context	2.0437101769604182
FNBP1	FNBP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.2777298751990236e-26	6	12	1.0	0.5	0.5	0.0017167440604175	0.6593365635482669	0.1734919770436226	6	3	4.705139142196841e-25	0.0131911584054142	True	True	True	1.0	0.1734919770436226	unclassified_shared_neuronal_or_context	exploratory_context	2.0433729942609054
MICU2	MICU2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.213078075327232e-20	6	12	1.0	0.5	0.5	0.0098797678675406	0.6392103136487688	0.1729369739499542	5	3	2.611660144454412e-19	0.0341866139787414	True	True	True	1.0	0.1729369739499542	unclassified_shared_neuronal_or_context	exploratory_context	2.043234243487489
ARPP21	ARPP21	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0425476088293199e-12	6	12	1.0	0.5	0.5	0.0017167440604175	0.8166510757717493	0.17194123260021	7	3	1.604886986196448e-12	0.0131911584054142	True	True	True	1.0	0.17194123260021	unclassified_shared_neuronal_or_context	exploratory_context	2.0429853081500524
CYP7B1	CYP7B1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.056803803545528e-25	6	12	1.0	0.5	0.5	0.0017167440604175	0.5218390804597701	0.1714470366307172	7	2	1.6979314443631484e-24	0.0131911584054142	True	True	True	1.0	0.1714470366307172	unclassified_shared_neuronal_or_context	exploratory_context	2.042861759157679
ANKRD26	ANKRD26	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.6776084407971864	0.1712122927165069	7	3	2.3936688498484225e-17	0.0341866139787414	True	True	True	1.0	0.1712122927165069	unclassified_shared_neuronal_or_context	exploratory_context	2.042803073179127
FBXO34	FBXO34	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	1.0	0.5	0.5	0.0098797678675406	0.7203495630461922	0.1708118191212569	7	3	2.342041309412446e-18	0.0341866139787414	True	True	True	1.0	0.1708118191212569	unclassified_shared_neuronal_or_context	exploratory_context	2.042702954780314
FBXL20	FBXL20	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	1.0	0.5	0.5	0.0098797678675406	0.6468010517090271	0.1692959819900868	7	2	1.0380442664574929e-12	0.0341866139787414	True	True	True	1.0	0.1692959819900868	unclassified_shared_neuronal_or_context	exploratory_context	2.0423239954975214
HIBCH	HIBCH	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.3812276156636504e-14	6	12	1.0	0.5	0.5	0.0098797678675406	0.6776246023329798	0.1688819341012927	7	3	7.663615079334239e-14	0.0341866139787414	True	True	True	1.0	0.1688819341012927	unclassified_shared_neuronal_or_context	exploratory_context	2.0422204835253233
TIAM1	TIAM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.292186803274726e-28	6	12	1.0	0.5	0.5	0.0098797678675406	0.8713046905794245	0.1681647336325251	7	3	7.186546605904822e-27	0.0341866139787414	True	True	True	1.0	0.1681647336325251	unclassified_shared_neuronal_or_context	exploratory_context	2.0420411834081316
PLPPR5	PLPPR5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	70	87	1.0	0.5	0.5	1.2261772310471088e-10	5	10	1.0	0.5	0.5	0.0007477303749822	0.5760155483247585	0.1637848222862632	4	2	1.6396907608761894e-10	0.0107776309221576	True	True	True	1.0	0.1637848222862632	unclassified_shared_neuronal_or_context	exploratory_context	2.040946205571566
AKT3	AKT3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3797433769793204e-19	6	12	1.0	0.5	0.5	0.0002148632704391	0.9301090299133352	0.159490906215573	7	3	8.93021346828399e-19	0.003140309337187	True	True	True	1.0	0.159490906215573	unclassified_shared_neuronal_or_context	exploratory_context	2.0398727265538934
CRADD	CRADD	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.762016935968248e-23	6	12	1.0	0.5	0.5	0.0002148632704391	0.5987261146496815	0.1565418942444375	4	3	1.7138182664193408e-22	0.003140309337187	True	True	True	1.0	0.1565418942444375	unclassified_shared_neuronal_or_context	exploratory_context	2.0391354735611094
HIVEP3	HIVEP3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0522100338429383e-10	6	12	1.0	0.5	0.5	0.0002148632704391	0.7773620205799813	0.1564367602384547	7	3	1.4096624851175623e-10	0.003140309337187	True	True	True	1.0	0.1564367602384547	unclassified_shared_neuronal_or_context	exploratory_context	2.0391091900596137
PCNT	PCNT	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4260207557534182e-08	6	12	1.0	0.5	0.5	0.0017167440604175	0.3509149623250807	0.1531268897780387	6	3	1.6957450763317785e-08	0.0131911584054142	True	True	True	1.0	0.1531268897780387	unclassified_shared_neuronal_or_context	exploratory_context	2.03828172244451
NNT	NNT	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8526996800741386e-18	6	12	1.0	0.5	0.5	0.0098797678675406	0.5405610310841547	0.1505429748342574	7	2	5.807089026128333e-18	0.0341866139787414	True	True	True	1.0	0.1505429748342574	unclassified_shared_neuronal_or_context	exploratory_context	2.0376357437085644
CCPG1	CCPG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.445370217156958e-15	6	12	1.0	0.5	0.5	0.0098797678675406	0.6788079470198676	0.1494808806089967	7	3	6.799825296645535e-15	0.0341866139787414	True	True	True	1.0	0.1494808806089967	unclassified_shared_neuronal_or_context	exploratory_context	2.0373702201522494
EXT1	EXT1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0874000276074303e-05	6	12	1.0	0.5	0.5	0.0017167440604175	0.5482502651113468	0.1493456813472969	6	2	2.2215753973898513e-05	0.0131911584054142	True	True	True	1.0	0.1493456813472969	unclassified_shared_neuronal_or_context	exploratory_context	2.0373364203368243
