analysis_region	sampling_group	neuron_id	neuron_name	archive	species	strain	brain_region	cell_type	age_classification	age_scale	min_age	max_age	gender	experiment_condition	protocol	domain	attributes	physical_integrity	reconstruction_software	slicing_thickness	reference_pmid	reference_doi	measurements_url
dentate_gyrus	DG_rat_sample	178180	Adol_4M_Light-19	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	5.0	5.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178180
dentate_gyrus	DG_rat_sample	178181	Neo_2M_Light-25	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND3	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178181
dentate_gyrus	DG_rat_sample	178182	Adol_2M_Light-19	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	3.0	3.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178182
dentate_gyrus	DG_rat_sample	178183	Adol_1M_Light-13	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178183
dentate_gyrus	DG_rat_sample	178184	Neo_2M_Light-4	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND3	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178184
dentate_gyrus	DG_rat_sample	178185	Adu_1M_Light-20	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born	adult	Month	3.0	3.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178185
dentate_gyrus	DG_rat_sample	178186	Adol_2M_Light-57	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	3.0	3.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178186
dentate_gyrus	DG_rat_sample	178187	Adu_1M_Light-13	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born	adult	Month	3.0	3.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178187
dentate_gyrus	DG_rat_sample	178188	Adol_1M_Light-28	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178188
dentate_gyrus	DG_rat_sample	178189	Adu_1M_NoLight-12	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born	adult	Month	3.0	3.0	Male	Control	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178189
dentate_gyrus	DG_rat_sample	178190	Ado_6M_Light-42	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born	adult	Month	8.0	8.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178190
dentate_gyrus	DG_rat_sample	178191	Ado_6M_Light-24	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born	adult	Month	8.0	8.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178191
dentate_gyrus	DG_rat_sample	178192	Adol_2M_NoLight-30	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178192
dentate_gyrus	DG_rat_sample	178193	Adol_4M_NoLight-30	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	5.0	5.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178193
dentate_gyrus	DG_rat_sample	178194	Adol_2M_NoLight-18	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178194
dentate_gyrus	DG_rat_sample	178195	Adol_2M_NoLight-57	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178195
dentate_gyrus	DG_rat_sample	178196	Adol_2M_NoLight-25	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178196
dentate_gyrus	DG_rat_sample	178197	Adol_1M_Light-29	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178197
dentate_gyrus	DG_rat_sample	178198	Adol_4M_Light-17	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	5.0	5.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178198
dentate_gyrus	DG_rat_sample	178199	Adol_2M_Light-20	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND28	adult	Month	3.0	3.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178199
dentate_gyrus	DG_rat_sample	178200	Neo_2M_Light-11	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;born at PND3	adult	Month	2.0	2.0	Male	Optogenetic stimulation	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178200
dentate_gyrus	DG_rat_sample	178201	Adu_1M_NoLight-17	Masachs	rat	Sprague-Dawley	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born	adult	Month	3.0	3.0	Male	Control	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	50	34526669	10.1038/s41380-021-01276-x	http://neuromorpho.org/api/morphometry/id/178201
dentate_gyrus	DG_rat_sample	259437	505	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259437
dentate_gyrus	DG_rat_sample	259438	518_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259438
dentate_gyrus	DG_rat_sample	259439	113_3_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259439
dentate_gyrus	DG_rat_sample	259440	Rodrigues_49	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259440
dentate_gyrus	DG_rat_sample	259441	325	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259441
dentate_gyrus	DG_rat_sample	259442	Rodrigues_58	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259442
dentate_gyrus	DG_rat_sample	259443	19_68_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259443
dentate_gyrus	DG_rat_sample	259444	118_2	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259444
dentate_gyrus	DG_rat_sample	259445	50_7	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259445
dentate_gyrus	DG_rat_sample	259446	47_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259446
dentate_gyrus	DG_rat_sample	259447	226_1	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259447
dentate_gyrus	DG_rat_sample	259448	515	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259448
dentate_gyrus	DG_rat_sample	259449	205_3	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259449
dentate_gyrus	DG_rat_sample	259450	219_2_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259450
dentate_gyrus	DG_rat_sample	259451	202_2_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259451
dentate_gyrus	DG_rat_sample	259452	206_2_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259452
dentate_gyrus	DG_rat_sample	259453	52_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259453
dentate_gyrus	DG_rat_sample	259454	54_5_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259454
dentate_gyrus	DG_rat_sample	259455	111_2_c	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259455
dentate_gyrus	DG_rat_sample	259456	218_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259456
dentate_gyrus	DG_rat_sample	259457	65_4_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259457
dentate_gyrus	DG_rat_sample	259458	204_1	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259458
dentate_gyrus	DG_rat_sample	259459	209_1_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259459
dentate_gyrus	DG_rat_sample	259460	218_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259460
dentate_gyrus	DG_rat_sample	259461	1116_c	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259461
dentate_gyrus	DG_rat_sample	259462	1119	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259462
dentate_gyrus	DG_rat_sample	259463	218_2	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259463
dentate_gyrus	DG_rat_sample	259464	06_6_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259464
dentate_gyrus	DG_rat_sample	259465	338	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259465
dentate_gyrus	DG_rat_sample	259466	112_1	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259466
dentate_gyrus	DG_rat_sample	259467	209_2_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259467
dentate_gyrus	DG_rat_sample	259468	548	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259468
dentate_gyrus	DG_rat_sample	259469	413	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	No Dendrites, Soma, Axon	No Diameter, 2D, Angles	Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259469
dentate_gyrus	DG_rat_sample	259470	17_73_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259470
dentate_gyrus	DG_rat_sample	259471	14_105_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259471
dentate_gyrus	DG_rat_sample	259472	03_c	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259472
dentate_gyrus	DG_rat_sample	259473	303_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259473
dentate_gyrus	DG_rat_sample	259474	525_e	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259474
dentate_gyrus	DG_rat_sample	259475	103_4_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259475
dentate_gyrus	DG_rat_sample	259476	115_3_b	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259476
dentate_gyrus	DG_rat_sample	259477	09_f	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	CGS21680 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259477
dentate_gyrus	DG_rat_sample	259478	105_2	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259478
dentate_gyrus	DG_rat_sample	259479	430	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259479
dentate_gyrus	DG_rat_sample	259480	108_1	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	SCH58261 incubation	culture	Dendrites, Soma, No Axon	No Diameter, 2D, Angles	Dendrites Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259480
dentate_gyrus	DG_rat_sample	259481	108_2	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259481
dentate_gyrus	DG_rat_sample	259482	103_6_a	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259482
dentate_gyrus	DG_rat_sample	259483	Rodrigues_40	Rodrigues	rat	Wistar	hippocampus;dentate gyrus;granule layer	principal cell;granule	embryonic	Day	18.0	18.0	Not reported	Control	culture	Dendrites, Soma, Axon	No Diameter, 2D, Angles	Dendrites & Axon Complete	Neurolucida	Not applicable	36038626	10.1038/s41598-022-18884-4	http://neuromorpho.org/api/morphometry/id/259483
