canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_meta_strict_full_matrix_cerebellar	branch_meta_strict_full_matrix_dentate	branch_meta_strict_selected_cerebellar	branch_meta_strict_selected_dentate	branch_meta_support_full_matrix_cerebellar	branch_meta_support_full_matrix_dentate	branch_meta_support_selected_cerebellar	branch_meta_support_selected_dentate	dataset_sign_p_adj_bh_full_matrix_cerebellar	dataset_sign_p_adj_bh_full_matrix_dentate	dataset_sign_p_adj_bh_selected_cerebellar	dataset_sign_p_adj_bh_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_delta_full_matrix_cerebellar	median_dataset_delta_full_matrix_dentate	median_dataset_delta_selected_cerebellar	median_dataset_delta_selected_dentate	min_dataset_delta_full_matrix_cerebellar	min_dataset_delta_full_matrix_dentate	min_dataset_delta_selected_cerebellar	min_dataset_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	sum_positive_median_dataset_delta	minimum_available_candidate_detection	shared_meta_support_selected	shared_meta_support_full_matrix	shared_meta_strict_selected	shared_meta_strict_full_matrix	shared_meta_support_both_screens	shared_meta_strict_both_screens	ortholog_meta_tier	ortholog_meta_priority_score	selected_is_original_candidate_gene	selected_mechanism_class	selected_manuscript_use	selected_mechanism_priority_score	genome_is_original_candidate_gene	genome_mechanism_class	genome_manuscript_use	genome_mechanism_priority_score	consensus_tier	combined_priority_score	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	mgi_one_to_one_human_mouse	same_canonical_symbol_x	strict_same_symbol_one_to_one	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	same_canonical_symbol_y	ortholog_symbol_class
ING1	ING1	ING1	Ing1	51628827	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0583705713373763	0.17000100660624262			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0583705713373763	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0583705713373766					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0195890779399737	shared_positive_both_screens	1.0195890779399737			True	True	True	3621	26356	HGNC:6062	MGI:1349481	True	same_symbol
CNPY4	CNPY4	CNPY4	Cnpy4	51623900	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0581710820300031	0.1096272085050866			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0581710820300031	False	True	False	False	False	False	supported_shared_full_matrix_only	5.058171082030003					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0060603799426755	shared_positive_both_screens	1.0060603799426755			True	True	True	245812	66455	HGNC:28631	MGI:1913705	True	same_symbol
POLG2	POLG2	POLG2	Polg2	51622719	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0579316948611554	0.06822622666087705			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0579316948611554	False	True	False	False	False	False	supported_shared_full_matrix_only	5.057931694861155					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0142124842742657	shared_positive_both_screens	1.0142124842742657			True	True	True	11232	50776	HGNC:9180	MGI:1354947	True	same_symbol
RIMKLA	RIMKLA	RIMKLA	Rimkla	51623344	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0745272525027808	0.057670955295554494			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.057670955295554494	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0576709552955545					False	unclassified_shared_neuronal_or_context	exploratory_context	1.022404283123847	shared_positive_both_screens	1.022404283123847			True	True	True	284716	194237	HGNC:28725	MGI:3040686	True	same_symbol
PPP2R1B	PPP2R1B	PPP2R1B	Ppp2r1b	51622047	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.1286511316063582	0.0572858114391195			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0572858114391195	False	True	False	False	False	False	supported_shared_full_matrix_only	5.05728581143912					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0230214167346146	shared_positive_both_screens	1.0230214167346146			True	True	True	5519	73699	HGNC:9303	MGI:1920949	True	same_symbol
TOE1	TOE1	TOE1	Toe1	51626330	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0570938397701883	0.1017647222106563			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0570938397701883	False	True	False	False	False	False	supported_shared_full_matrix_only	5.057093839770189					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0077055037326177	shared_positive_both_screens	1.0077055037326177			True	True	True	114034	68276	HGNC:15954	MGI:1915526	True	same_symbol
SPTY2D1	SPTY2D1	SPTY2D1	Spty2d1	51627470	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0570539419087136	0.100122759300171			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0570539419087136	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0570539419087135					False	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.5195992992828975	shared_positive_both_screens	1.5195992992828975			True	True	True	144108	101685	HGNC:26818	MGI:2142062	True	same_symbol
PRMT6	PRMT6	PRMT6	Prmt6	51621754	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0568943504628151	0.09682961794284715			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0568943504628151	False	True	False	False	False	False	supported_shared_full_matrix_only	5.056894350462815					False	unclassified_shared_neuronal_or_context	exploratory_context	1.012272625772075	shared_positive_both_screens	1.012272625772075			True	True	True	55170	99890	HGNC:18241	MGI:2139971	True	same_symbol
NFYA	NFYA	NFYA	Nfya	51619512	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.05685099164479715	0.07185535245867505			0.5	0.5			2.7755575615628914e-17	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.05685099164479715	False	True	False	False	False	False	supported_shared_full_matrix_only	5.056850991644797					False	unclassified_shared_neuronal_or_context	exploratory_context	0.8491341810050903	shared_positive_both_screens	0.8491341810050903			True	True	True	4800	18044	HGNC:7804	MGI:97316	True	same_symbol
EIF2AK3	EIF2AK3	EIF2AK3	Eif2ak3	51623785	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0563853622106049	0.0793535134835047			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0563853622106049	False	True	False	False	False	False	supported_shared_full_matrix_only	5.056385362210605					False	metabolic_or_housekeeping_support	supporting_context_not_core_executor	0.5153334728699857	shared_positive_both_screens	0.5153334728699857			True	True	True	9451	13666	HGNC:3255	MGI:1341830	True	same_symbol
PTCD1	PTCD1	PTCD1	Ptcd1	51635108	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.056086508545942104	0.08399258858308695			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.056086508545942104	False	True	False	False	False	False	supported_shared_full_matrix_only	5.056086508545942					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0080945105174215	shared_positive_both_screens	1.0080945105174215			True	True	True	26024	71799	HGNC:22198	MGI:1919049	True	same_symbol
STAT2	STAT2	STAT2	Stat2	51621032	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0556173526140155	0.11420184512161025			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0556173526140155	False	True	False	False	False	False	supported_shared_full_matrix_only	5.055617352614015					False	unclassified_shared_neuronal_or_context	exploratory_context	1.01655831701143	shared_positive_both_screens	1.01655831701143			True	True	True	6773	20847	HGNC:11363	MGI:103039	True	same_symbol
MEPCE	MEPCE	MEPCE	Mepce	51616451	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0555777210341525	0.0603761386584533			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0555777210341525	False	True	False	False	False	False	supported_shared_full_matrix_only	5.055577721034153					False	unclassified_shared_neuronal_or_context	exploratory_context	1.009570955755544	shared_positive_both_screens	1.009570955755544			True	True	True	56257	231803	HGNC:20247	MGI:106477	True	same_symbol
RBAK	RBAK	RBAK	Rbak	51635161	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0551304645047668	0.1508177739180778			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0551304645047668	False	True	False	False	False	False	supported_shared_full_matrix_only	5.055130464504767					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0	shared_positive_both_screens	1.0			True	True	True	57786	57782	HGNC:17680	MGI:1927369	True	same_symbol
CERKL	CERKL	CERKL	Cerkl	51629155	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.1034152569422278	0.0548678232606985			0.5	0.5			0.5	0.0			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0548678232606985	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0548678232606985					False	unclassified_shared_neuronal_or_context	exploratory_context	1.023193477722966	shared_positive_both_screens	1.023193477722966			True	True	True	375298	228094	HGNC:21699	MGI:3037816	True	same_symbol
DPH2	DPH2	DPH2	Dph2	51621863	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.054141398021066	0.0920181538077195			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.054141398021066	False	True	False	False	False	False	supported_shared_full_matrix_only	5.054141398021066					False	unclassified_shared_neuronal_or_context	exploratory_context	1.012386894567622	shared_positive_both_screens	1.012386894567622			True	True	True	1802	67728	HGNC:3004	MGI:1914978	True	same_symbol
CAD	CAD	CAD	Cad	51617149	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.05409718572091585	0.06145993809940175			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.05409718572091585	False	True	False	False	False	False	supported_shared_full_matrix_only	5.054097185720916					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0173585097238214	shared_positive_both_screens	1.0173585097238214			True	True	True	790	69719	HGNC:1424	MGI:1916969	True	same_symbol
PLA2G6	PLA2G6	PLA2G6	Pla2g6	51627717	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.053958210135311	0.08081341379765485			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.053958210135311	False	True	False	False	False	False	supported_shared_full_matrix_only	5.053958210135311					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0183167852918154	shared_positive_both_screens	1.0183167852918154			True	True	True	8398	53357	HGNC:9039	MGI:1859152	True	same_symbol
TMEM41A	TMEM41A	TMEM41A	Tmem41a	51627060	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0839052026811362	0.052761151761262046			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.052761151761262046	False	True	False	False	False	False	supported_shared_full_matrix_only	5.052761151761262					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0176865967510689	shared_positive_both_screens	1.0176865967510689			True	True	True	90407	66664	HGNC:30544	MGI:1913914	True	same_symbol
JMJD8	JMJD8	JMJD8	Jmjd8	51631464	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.052747338394517396	0.4097757144245049			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.052747338394517396	False	True	False	False	False	False	supported_shared_full_matrix_only	5.052747338394518					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0198036157569987	shared_positive_both_screens	1.0198036157569987			True	True	True	339123	72106	HGNC:14148	MGI:1919356	True	same_symbol
ALKBH6	ALKBH6	ALKBH6	Alkbh6	51630065	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0523060963932333	0.36294430334068917			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0523060963932333	False	True	False	False	False	False	supported_shared_full_matrix_only	5.052306096393234					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0179352565306652	shared_positive_both_screens	1.0179352565306652			True	True	True	84964	233065	HGNC:28243	MGI:2142037	True	same_symbol
ZNF18	ZNF18	ZNF18	Zkscan6	51636340	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0519488156674314	0.15372097542018845			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0519488156674314	False	True	False	False	False	False	supported_shared_full_matrix_only	5.051948815667432					False	unclassified_shared_neuronal_or_context	not_prioritized	0.5074808490264922	screen_specific_or_low_priority	0.5074808490264922			True	False	False	7566	52712	HGNC:12969	MGI:1289293	False	nonidentical_symbol
CRYZ	CRYZ	CRYZ	Cryz	51628098	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0519470156399617	0.17643752342091015			0.5	0.5			2.7755575615628914e-17	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0519470156399617	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0519470156399615					False	unclassified_shared_neuronal_or_context	exploratory_context	0.8456030163627788	shared_positive_both_screens	0.8456030163627788			True	True	True	1429	12972	HGNC:2419	MGI:88527	True	same_symbol
IRF2BP1	IRF2BP1	IRF2BP1	Irf2bp1	51626097	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0507101819342483	0.13835691303120776			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0507101819342483	False	True	False	False	False	False	supported_shared_full_matrix_only	5.050710181934249					False	unclassified_shared_neuronal_or_context	exploratory_context	1.012825925121293	shared_positive_both_screens	1.012825925121293			True	True	True	26145	272359	HGNC:21728	MGI:2442159	True	same_symbol
C5ORF63	C5orf63	C5orf63	C330018D20Rik	51622655	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.05069780064093095	0.0721190545585765			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.05069780064093095	False	True	False	False	False	False	supported_shared_full_matrix_only	5.050697800640931					False	unclassified_shared_neuronal_or_context	not_prioritized	0.5039974083265987	screen_specific_or_low_priority	0.5039974083265987			True	False	False	401207	77422	HGNC:40051	MGI:1924672	False	nonidentical_symbol
STARD5	STARD5	STARD5	Stard5	51631520	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0505804226125485	0.1582356346794036			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0505804226125485	False	True	False	False	False	False	supported_shared_full_matrix_only	5.050580422612549					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0021736697647945	shared_positive_both_screens	1.0021736697647945			True	True	True	80765	170460	HGNC:18065	MGI:2156765	True	same_symbol
NSUN3	NSUN3	NSUN3	Nsun3	51622414	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.05026995772747685	0.0864713677599586			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.05026995772747685	False	True	False	False	False	False	supported_shared_full_matrix_only	5.050269957727477					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0152892730780592	shared_positive_both_screens	1.0152892730780592			True	True	True	63899	106338	HGNC:26208	MGI:2146565	True	same_symbol
CEP76	CEP76	CEP76	Cep76	51629182	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.05017417725631675	0.08094514401505275			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.05017417725631675	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0501741772563165					False	unclassified_shared_neuronal_or_context	exploratory_context	1.015629472432158	shared_positive_both_screens	1.015629472432158			True	True	True	79959	225659	HGNC:25727	MGI:1923401	True	same_symbol
FAM110A	FAM110A	FAM110A	Fam110a	51619115	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0852218321097989	0.0501608369394006			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0501608369394006	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0501608369394					False	unclassified_shared_neuronal_or_context	exploratory_context	1.002093077936716	shared_positive_both_screens	1.002093077936716			True	True	True	83541	73847	HGNC:16188	MGI:1921097	True	same_symbol
THG1L	THG1L	THG1L	Thg1l	51628242	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0501117140121289	0.0689580991242314			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0501117140121289	False	True	False	False	False	False	supported_shared_full_matrix_only	5.050111714012129					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0055815011444211	shared_positive_both_screens	1.0055815011444211			True	True	True	54974	66628	HGNC:26053	MGI:1913878	True	same_symbol
TBC1D25	TBC1D25	TBC1D25	Tbc1d25	51622284	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0766451528391045	0.0500721711010256			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0500721711010256	False	True	False	False	False	False	supported_shared_full_matrix_only	5.050072171101026					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0209575648475977	shared_positive_both_screens	1.0209575648475977			True	True	True	4943	209815	HGNC:8092	MGI:2444862	True	same_symbol
ZBTB45	ZBTB45	ZBTB45	Zbtb45	51628118	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0610437280561761	0.04999303979291035			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04999303979291035	False	True	False	False	False	False	supported_shared_full_matrix_only	5.04999303979291					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0077187810793986	shared_positive_both_screens	1.0077187810793986			True	True	True	84878	232879	HGNC:23715	MGI:2685003	True	same_symbol
CNNM4	CNNM4	CNNM4	Cnnm4	51632404	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.04976335415697805	0.1951430236915518			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04976335415697805	False	True	False	False	False	False	supported_shared_full_matrix_only	5.049763354156978					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0170648105311857	shared_positive_both_screens	1.0170648105311857			True	True	True	26504	94220	HGNC:105	MGI:2151060	True	same_symbol
GORAB	GORAB	GORAB	Gorab	51624352	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.04976335415697805	0.0930172173164182			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04976335415697805	False	True	False	False	False	False	supported_shared_full_matrix_only	5.049763354156978					False	unclassified_shared_neuronal_or_context	exploratory_context	1.014763604799917	shared_positive_both_screens	1.014763604799917			True	True	True	92344	98376	HGNC:25676	MGI:2138271	True	same_symbol
CCDC134	CCDC134	CCDC134	Ccdc134	51625871	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.04974328251412465	0.10494129158512715			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04974328251412465	False	True	False	False	False	False	supported_shared_full_matrix_only	5.049743282514124					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0057258887444025	shared_positive_both_screens	1.0057258887444025			True	True	True	79879	76457	HGNC:26185	MGI:1923707	True	same_symbol
ZNF623	ZNF623	ZNF623	Zfp623	51636441	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0497127353973827	0.06526973949008336			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0497127353973827	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0497127353973825					False	unclassified_shared_neuronal_or_context	not_prioritized	0.5124281838493456	screen_specific_or_low_priority	0.5124281838493456			True	False	False	9831	78834	HGNC:29084	MGI:1926084	False	nonidentical_symbol
FBXO16	FBXO16	FBXO16	Fbxo16	51625496	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.1026885735623599	0.049423325144689154			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.049423325144689154	False	True	False	False	False	False	supported_shared_full_matrix_only	5.049423325144689					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0285661389383305	shared_positive_both_screens	1.0285661389383305			True	True	True	157574	50759	HGNC:13618	MGI:1354706	True	same_symbol
IPP	IPP	IPP	Ipp	51622917	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.04907763171516765	0.057913838808621595			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04907763171516765	False	True	False	False	False	False	supported_shared_full_matrix_only	5.049077631715168					False	unclassified_shared_neuronal_or_context	exploratory_context	1.012269407928792	shared_positive_both_screens	1.012269407928792			True	True	True	3652	16351	HGNC:6108	MGI:96581	True	same_symbol
EFNB1	EFNB1	EFNB1	Efnb1	51630493	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.1390041493775933	0.04891673953172055			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04891673953172055	False	True	False	False	False	False	supported_shared_full_matrix_only	5.0489167395317205					False	unclassified_shared_neuronal_or_context	exploratory_context	1.005154895332553	shared_positive_both_screens	1.005154895332553			True	True	True	1947	13641	HGNC:3226	MGI:102708	True	same_symbol
MEX3D	MEX3D	MEX3D	Mex3d	51633758	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.04874862110161155	0.0591471969648227			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04874862110161155	False	True	False	False	False	False	supported_shared_full_matrix_only	5.048748621101612					False	unclassified_shared_neuronal_or_context	exploratory_context	1.005319400043067	shared_positive_both_screens	1.005319400043067			True	True	True	399664	237400	HGNC:16734	MGI:2681847	True	same_symbol
OGG1	OGG1	OGG1	Ogg1	51629134	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.1334816462736373	0.0483095307490527			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0483095307490527	False	True	False	False	False	False	supported_shared_full_matrix_only	5.048309530749052					False	unclassified_shared_neuronal_or_context	exploratory_context	1.0319951385698656	shared_positive_both_screens	1.0319951385698656			True	True	True	4968	18294	HGNC:8125	MGI:1097693	True	same_symbol
KTI12	KTI12	KTI12	Kti12	51626447	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0479572294924992	0.09061983872534725			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0479572294924992	False	True	False	False	False	False	supported_shared_full_matrix_only	5.047957229492499					False	unclassified_shared_neuronal_or_context	not_prioritized	1.0	screen_specific_or_low_priority	1.0			True	True	True	112970	100087	HGNC:25160	MGI:1923547	True	same_symbol
ZBTB22	ZBTB22	ZBTB22	Zbtb22	51616500	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0590887328439195	0.04785737417712675			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.04785737417712675	False	True	False	False	False	False	supported_shared_full_matrix_only	5.047857374177127					False	unclassified_shared_neuronal_or_context	exploratory_context	1.006448362090426	shared_positive_both_screens	1.006448362090426			True	True	True	9278	81630	HGNC:13085	MGI:1931870	True	same_symbol
LMBRD2	LMBRD2	LMBRD2	Lmbrd2	51621153	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0478375359080753	0.12680923433203065			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0478375359080753	False	True	False	False	False	False	supported_shared_full_matrix_only	5.047837535908076					False	unclassified_shared_neuronal_or_context	exploratory_context	1.015345686224821	shared_positive_both_screens	1.015345686224821			True	True	True	92255	320506	HGNC:25287	MGI:2444173	True	same_symbol
SCRN3	SCRN3	SCRN3	Scrn3	51627884	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0478309232480533	0.2040454479664206			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0478309232480533	False	True	False	False	False	False	supported_shared_full_matrix_only	5.047830923248053					False	unclassified_shared_neuronal_or_context	exploratory_context	1.009712995353729	shared_positive_both_screens	1.009712995353729			True	True	True	79634	74616	HGNC:30382	MGI:1921866	True	same_symbol
TBC1D8	TBC1D8	TBC1D8	Tbc1d8	51635738	True	False	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.3125			0.0478309232480533	0.056029756700115146			0.5	0.5			2.7755575615628914e-17	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	1	2	1.0	0.0478309232480533	False	True	False	False	False	False	supported_shared_full_matrix_only	5.047830923248053					False	unclassified_shared_neuronal_or_context	exploratory_context	0.8469370786624908	shared_positive_both_screens	0.8469370786624908			True	True	True	11138	54610	HGNC:17791	MGI:1927225	True	same_symbol
