donor_id	comparator	feature_type	model_term_supported	target_set	peak_category	n_barcodes_granule	n_barcodes_comparator	mean_feature_score_granule	mean_feature_score_comparator	delta_granule_minus_comparator	mean_detection_granule	mean_detection_comparator	delta_detection_granule_minus_comparator	n_donors	mean_delta_score	median_delta_score	mean_delta_detection	median_delta_detection
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	gene_edge_2kb	96	1544	0.3124090766632532	0.3101648503068364	0.002244226356416801	0.11458333333333333	0.11593264248704663	-0.001349309153713299					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	gene_edge_2kb	96	26	0.3124090766632532	0.412636138852547	-0.10022706218929384	0.11458333333333333	0.11538461538461539	-0.0008012820512820623					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	proximal_10kb	96	1544	0.44193355324622585	0.4623918838062697	-0.02045833056004387	0.14583333333333331	0.1582161361954108	-0.012382802862077491					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	proximal_10kb	96	26	0.44193355324622585	0.3996749898005975	0.04225856344562834	0.14583333333333331	0.1208791208791209	0.02495421245421242					
H628	purkinje_candidate	Peaks	NicheSignal	anterior_telencephalic_pattern	distal_100kb	96	1544	0.16226665968076676	0.19126768000331026	-0.029001020322543508	0.05381944444444445	0.061420552677029366	-0.007601108232584919					
H628	purkinje_candidate	Peaks	NicheSignal	anterior_telencephalic_pattern	distal_100kb	96	26	0.16226665968076676	0.20096687482232156	-0.038700215141554806	0.05381944444444445	0.07051282051282053	-0.01669337606837608					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	distal_100kb	96	1544	0.31150891888584337	0.3225750834061421	-0.011066164520298738	0.10138888888888889	0.10777202072538859	-0.006383131836499703					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	distal_100kb	96	26	0.31150891888584337	0.30163163824221484	0.009877280643628528	0.10138888888888889	0.10256410256410257	-0.001175213675213685					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_body_overlap	96	1544	0.6725619112332941	0.6728246339725223	-0.0002627227392282272	0.2265625	0.22295984455958548	0.0036026554404145206					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_body_overlap	96	26	0.6725619112332941	0.5505712028027886	0.12199070843050552	0.2265625	0.17307692307692307	0.05348557692307693					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_edge_2kb	96	1544	0.505115933046802	0.523040841825108	-0.017924908778305992	0.171875	0.17519430051813473	-0.003319300518134727					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_edge_2kb	96	26	0.505115933046802	0.35479156816968715	0.15032436487711487	0.171875	0.13461538461538464	0.03725961538461536					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	proximal_10kb	96	1544	0.25221860918281086	0.2540941853345372	-0.0018755761517263436	0.08630952380952382	0.08558475203552925	0.0007247717739945758					
H628	purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	proximal_10kb	96	26	0.25221860918281086	0.22599426943302905	0.026224339749781805	0.08630952380952382	0.08241758241758243	0.003891941391941392					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	distal_100kb	96	1544	0.2671259171773613	0.27412388303125196	-0.006997965853890675	0.08346688034188035	0.090059120499535	-0.006592240157654652					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	distal_100kb	96	26	0.2671259171773613	0.247983173590629	0.01914274358673229	0.08346688034188035	0.08234714003944774	0.0011197403024326147					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	gene_body_overlap	96	1544	0.14829721564999757	0.11892196378173911	0.029375251868258456	0.05	0.040284974093264245	0.009715025906735758					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	gene_body_overlap	96	26	0.14829721564999757	0.35253665175766324	-0.20423943610766568	0.05	0.11538461538461539	-0.06538461538461539					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	gene_edge_2kb	96	1544	0.13961236556753737	0.13376718841230698	0.005845177155230391	0.046875	0.04485103626943005	0.0020239637305699484					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	gene_edge_2kb	96	26	0.13961236556753737	0.2128891425422319	-0.07327677697469454	0.046875	0.07692307692307693	-0.030048076923076927					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	proximal_10kb	96	1544	0.17044317363194342	0.20782082241775554	-0.03737764878581212	0.055059523809523815	0.06768134715025906	-0.012621823340735243					
H628	purkinje_candidate	Peaks	NicheSignal	deep_neural_progenitor	proximal_10kb	96	26	0.17044317363194342	0.2909251555453367	-0.1204819819133933	0.055059523809523815	0.0989010989010989	-0.04384157509157508					
H628	purkinje_candidate	Peaks	NicheSignal	dentate_fate_wnt_prox1	distal_100kb	96	1544	0.16226665968076676	0.19126768000331026	-0.029001020322543508	0.05381944444444445	0.061420552677029366	-0.007601108232584919					
H628	purkinje_candidate	Peaks	NicheSignal	dentate_fate_wnt_prox1	distal_100kb	96	26	0.16226665968076676	0.20096687482232156	-0.038700215141554806	0.05381944444444445	0.07051282051282053	-0.01669337606837608					
H628	purkinje_candidate	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	distal_100kb	96	1544	0.31150891888584337	0.3225750834061421	-0.011066164520298738	0.10138888888888889	0.10777202072538859	-0.006383131836499703					
