module_id	module_label	module_family	gene	canonical_gene	formal_mouse_symbol	overall_convergence_delta	mean_branch_bias	shared_positive_any_screen	shared_positive_both_screens	branch_pattern	formal_rank_tier	formal_rank_priority_score	driver_priority_score
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	VIM	VIM	Vim	5.551115123125783e-17	0.4999999999999999	True	False	shared_positive_one_screen	not_formally_shared	0.5294905196121001	0.375
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	NOTCH2	NOTCH2	Notch2	0.0	5.551115123125783e-17	False	False	weak_or_mixed	not_formally_shared	0.0815721171672228	-1.3877787807814457e-17
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	BMPR1A	BMPR1A	Bmpr1a	0.0	0.375	False	False	dentate_biased	not_formally_shared	0.8770268381325133	-0.09375
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	HES5	HES5	Hes5	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0177819638623574	-0.4999999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	DLL1	DLL1	Dll1	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0258566848482325	-0.4999999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	ASCL1	ASCL1	Ascl1	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.022404779686333	-0.4999999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	NES	NES	Nes	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0101317122593718	-0.4999999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	GFAP	GFAP	Gfap	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0372216007322282	-0.4999999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	WNT7A	WNT7A	Wnt7a	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0059048834982444	-0.4999999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	SOX2	SOX2	Sox2	-0.5	1.1102230246251563e-16	False	False	weak_or_mixed	not_formally_shared	0.0332553645886301	-0.5
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	HES1	HES1	Hes1	-0.5	1.1102230246251563e-16	False	False	weak_or_mixed	not_formally_shared	0.0244716351501668	-0.5
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	ID1	ID1	Id1	-0.5	1.1102230246251563e-16	False	False	weak_or_mixed	not_formally_shared	0.0117970100681379	-0.5
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	BMP4	BMP4	Bmp4	-0.5	0.2500000000000001	False	False	cerebellar_biased	not_formally_shared	0.003707823507601	-0.5625
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	NOTCH1	NOTCH1	Notch1	-0.4999999999999999	0.4999999999999999	False	False	dentate_biased	not_formally_shared	0.0400444938820912	-0.6249999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	ID2	ID2	Id2	-0.4999999999999999	0.4999999999999999	False	False	cerebellar_biased	not_formally_shared	0.1334982444940951	-0.6249999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	JAG1	JAG1	Jag1	-0.4999999999999999	1.0	False	False	dentate_biased	not_formally_shared	3.5227816789020108	-0.7499999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	GLI1	GLI1	Gli1	-0.4999999999999999	1.0	False	False	cerebellar_biased	not_formally_shared	0.5007118885385945	-0.7499999999999999
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	WNT5A	WNT5A	Wnt5a	-0.4999999999999999	1.0	False	False	dentate_biased	not_formally_shared	3.5311457174638488	-0.7499999999999999
