dataset	sample	source_group	specificity_role	module_id	module_label	module_family	n_defined_genes	n_present_genes	present_genes	missing_genes	n_cells	median_module_score	mean_module_score	within_sample_module_rank
GSE122357	P8b	Interneuron	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		828	0.29778469314676087	0.3375083688620691	0.625
GSE122357	P8b	Astrocytes	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		512	0.29935476985907833	0.32596460654936976	0.75
GSE122357	P8b	Purkinje cells	purkinje_comparator	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		78	0.10663802777845312	0.14513957992758603	0.375
GSE122357	P8b	Oligodendrocytes	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		238	0.05331901388922656	0.11847878356261053	0.1875
GSE122357	P8b	Microglia	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		123	0.05331901388922656	0.11063533534279434	0.1875
GSE122357	P8b	Endothelial cells	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		18	0.16853948594899543	0.21657773865951593	0.5
GSE122357	P8b	Granule precursor	cerebellar_granule	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	4309	0.19269145052641096	0.20069179531442852	0.625
GSE122357	P8b	Granule cells	cerebellar_granule	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	1883	0.2608015336952097	0.26435568908991014	0.875
GSE122357	P8b	Interneuron	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	828	0.22674649211081033	0.23335614487806564	0.75
GSE122357	P8b	Astrocytes	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	512	0.16566044331920002	0.18729628207293494	0.5
GSE122357	P8b	Purkinje cells	purkinje_comparator	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	78	0.27458264295378776	0.28186280081960124	1.0
GSE122357	P8b	Oligodendrocytes	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	238	0.13862943611198905	0.14675546296972605	0.375
GSE122357	P8b	Microglia	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	123	0.046209812037329684	0.0652671533927658	0.125
GSE122357	P8b	Endothelial cells	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	18	0.11945063128187033	0.11842781843639617	0.25
GSE122357	P8b	Granule precursor	cerebellar_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		4309	0.18434290528132813	0.19576408716153176	0.25
GSE122357	P8b	Granule cells	cerebellar_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		1883	0.2640560687847411	0.26783954862271625	0.75
GSE122357	P8b	Interneuron	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		828	0.2559656384611507	0.295935712158903	0.625
GSE122357	P8b	Astrocytes	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		512	0.48634396348192543	0.5106976317407365	1.0
GSE122357	P8b	Purkinje cells	purkinje_comparator	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		78	0.3340372217361829	0.31324991226638094	0.875
GSE122357	P8b	Oligodendrocytes	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		238	0.2158132824237643	0.22924756808291483	0.375
GSE122357	P8b	Microglia	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		123	0.09902102579427789	0.1377228500377292	0.125
GSE122357	P8b	Endothelial cells	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		18	0.24510590415336692	0.29399484847079543	0.5
GSE122357	P8b	Granule precursor	cerebellar_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		4309	0.7678887495517217	0.7953085231211537	0.75
GSE122357	P8b	Granule cells	cerebellar_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		1883	1.08648288512888	1.0905840799838635	0.875
GSE122357	P8b	Interneuron	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		828	0.7554440690451296	0.7660306571420629	0.625
GSE122357	P8b	Astrocytes	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		512	0.5132340574660889	0.5529401334689588	0.375
GSE122357	P8b	Purkinje cells	purkinje_comparator	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		78	1.4017696141846243	1.3413921801077122	1.0
GSE122357	P8b	Oligodendrocytes	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		238	0.7238077712046913	0.7418714506659424	0.5
GSE122357	P8b	Microglia	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		123	0.48713854539542084	0.5423173736419455	0.25
GSE122357	P8b	Endothelial cells	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		18	0.3552878813400372	0.4721039316338097	0.125
GSE122357	P8b	Granule precursor	cerebellar_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		4309	0.358351893845611	0.3770772470432957	0.75
GSE122357	P8b	Granule cells	cerebellar_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		1883	0.4763596410863872	0.4868489982421895	0.875
GSE122357	P8b	Interneuron	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		828	0.28738939566587784	0.2995237342647807	0.625
GSE122357	P8b	Astrocytes	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		512	0.1844439727056968	0.20707189582316832	0.125
GSE122357	P8b	Purkinje cells	purkinje_comparator	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		78	0.7994648161091094	0.7429089189477384	1.0
GSE122357	P8b	Oligodendrocytes	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		238	0.2831480240067973	0.2928495485961595	0.5
GSE122357	P8b	Microglia	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		123	0.2764714543755712	0.2932507010504033	0.375
GSE122357	P8b	Endothelial cells	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		18	0.24939985608307189	0.29557471496356924	0.25
