targeted_rank	recommended_action	recommended_track	asset_id	path	subject	session	size_gb	priority_score	priority_per_gb	local_subject_sessions	local_subject_units	local_subject_granule_units	local_subject_max_granule_units	local_subject_mean_granule_units	nearest_local_day_gap	new_subject	same_subject_with_granule_evidence	same_subject_granule_score	adjacent_session_score	new_subject_breadth_score	small_file_score	large_file_penalty	priority_reason	local_path	download_url_api
70	hold	breadth_first	f8f82868-f064-47b3-9c26-d18a5aa016c9	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150220_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150220	22.887043393	1.2160654056143456	0.05313335517973803	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7934740842143457	2.5774086786	new subject adds biological breadth; 22.89 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150220_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/f8f82868-f064-47b3-9c26-d18a5aa016c9/download/
71	hold	yield_first	4da1ebe5-ad9c-4526-88bc-12e6c61c5988	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151105_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151105	54.492645966	2.881758761009456	0.0528834434431298	1.0	19.0	2.0	2.0	2.0	3.0	False	True	8.09861228866811	2.3	0.0	1.3816756655413471	8.8985291932	same subject has 2 local granule units; 3-day gap from local session; 54.49 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151105_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/4da1ebe5-ad9c-4526-88bc-12e6c61c5988/download/
72	hold	breadth_first	b09a0bf5-da9d-4ee2-b327-533b9929c82f	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161010_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161010	23.365159361	1.1142127025750002	0.04768692930187288	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.787244574775	2.6730318722	new subject adds biological breadth; 23.37 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161010_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/b09a0bf5-da9d-4ee2-b327-533b9929c82f/download/
73	hold	yield_first	7374f7d4-673b-4a35-ad31-60005790949e	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150911_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150911	56.267836963	2.4912731637808108	0.044275260934927986	1.0	23.0	3.0	3.0	3.0	13.0	False	True	9.38629436111989	1.0	0.0	1.3585461952609215	9.2535673926	same subject has 3 local granule units; 13-day gap from local session; 56.27 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150911_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/7374f7d4-673b-4a35-ad31-60005790949e/download/
74	hold	breadth_first	c2ba1866-1bbd-4769-8ef1-674bb61bb282	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161011_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161011	24.344201219	0.9056481151108073	0.03720180041906543	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7744883589108071	2.8688402438	new subject adds biological breadth; 24.34 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161011_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/c2ba1866-1bbd-4769-8ef1-674bb61bb282/download/
75	hold	breadth_first	6a247c72-f995-40e6-aff6-0cfcb445a4f0	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160911_behavior+ecephys.nwb	YutaMouse56	YutaMouse56-160911	24.348447298	0.9047435759353482	0.03715816310018522	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7744330355353481	2.8696894596	new subject adds biological breadth; 24.35 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160911_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/6a247c72-f995-40e6-aff6-0cfcb445a4f0/download/
76	hold	breadth_first	41efe5ff-0919-4c7b-a3f1-ceaf368bd0c7	sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54b160701_behavior+ecephys.nwb	YutaMouse54	YutaMouse54b160701	25.741044089	0.6080796765876717	0.02362296084359392	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.756288494387672	3.1482088178	new subject adds biological breadth; 25.74 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54b160701_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/41efe5ff-0919-4c7b-a3f1-ceaf368bd0c7/download/
77	hold	yield_first	12b55dd5-9222-45a0-a44b-16937595d1bb	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150908_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150908	61.510864725	1.3743547058931416	0.022343283776574182	1.0	23.0	3.0	3.0	3.0	10.0	False	True	9.38629436111989	1.0	0.0	1.290233289773251	10.302172945	same subject has 3 local granule units; 10-day gap from local session; 61.51 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150908_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/12b55dd5-9222-45a0-a44b-16937595d1bb/download/
78	hold	breadth_first	c725a603-8864-4080-b2e7-938f3e60e09d	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161007_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161007	27.251196628	0.2863729602395564	0.010508637992994205	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7366122858395563	3.4502393256	new subject adds biological breadth; 27.25 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161007_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/c725a603-8864-4080-b2e7-938f3e60e09d/download/
79	hold	breadth_first	a2df6cef-04b4-4002-99d0-f5257a05019e	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150226_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150226	27.482210179	0.23716030853396086	0.00862959372587807	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7336023443339608	3.4964420358	new subject adds biological breadth; 27.48 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150226_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/a2df6cef-04b4-4002-99d0-f5257a05019e/download/
80	hold	yield_first	06cdaf32-1e4d-4a42-8d50-982e1a89fa5d	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151111_ecephys.nwb	YutaMouse42	YutaMouse42-151111	59.73876369	0.4641820507247676	0.007770198478387151	1.0	19.0	2.0	2.0	2.0	9.0	False	True	8.09861228866811	1.0	0.0	1.313322500056658	9.947752738	same subject has 2 local granule units; 9-day gap from local session; 59.74 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151111_ecephys.nwb	https://api.dandiarchive.org/api/assets/06cdaf32-1e4d-4a42-8d50-982e1a89fa5d/download/
81	hold	yield_first	efd80f1a-fd8f-4e63-a935-37e66a694860	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151108_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151108	63.966803088	0.06348583878994951	0.0009924810327414859	1.0	19.0	2.0	2.0	2.0	6.0	False	True	8.09861228866811	1.5	0.0	1.2582341677218418	10.793360617600001	same subject has 2 local granule units; 6-day gap from local session; 63.97 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151108_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/efd80f1a-fd8f-4e63-a935-37e66a694860/download/
82	hold	breadth_first	2f69598c-413a-41a8-93f2-39f5a092da7f	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150221_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150221	28.923100908	-0.06979161391884281	-0.002413005927021427	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7148285676811568	3.7846201816	new subject adds biological breadth; 28.92 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150221_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/2f69598c-413a-41a8-93f2-39f5a092da7f/download/
83	hold	yield_first	a9680397-a7dc-4629-8cfa-7c22a3eef54a	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150910_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150910	71.128754358	-0.6745374504448556	-0.009483330005328415	1.0	23.0	3.0	3.0	3.0	12.0	False	True	9.38629436111989	1.0	0.0	1.1649190600352517	12.225750871599999	same subject has 3 local granule units; 12-day gap from local session; 71.13 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150910_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/a9680397-a7dc-4629-8cfa-7c22a3eef54a/download/
84	hold	breadth_first	b7951afa-b843-471e-80d1-cb7293f3a6c5	sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54b160702_behavior+ecephys.nwb	YutaMouse54	YutaMouse54b160702	30.437695176	-0.3924445486221222	-0.01289337271934976	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.6950944865778776	4.0875390352	new subject adds biological breadth; 30.44 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54b160702_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/b7951afa-b843-471e-80d1-cb7293f3a6c5/download/
85	hold	yield_first	8a93d6a8-d95c-4111-b7a2-4f3a43339f06	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151110_ecephys.nwb	YutaMouse42	YutaMouse42-151110	68.605791389	-1.4247545243195106	-0.020767263163557797	1.0	19.0	2.0	2.0	2.0	8.0	False	True	8.09861228866811	1.0	0.0	1.1977914648123809	11.7211582778	same subject has 2 local granule units; 8-day gap from local session; 68.61 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151110_ecephys.nwb	https://api.dandiarchive.org/api/assets/8a93d6a8-d95c-4111-b7a2-4f3a43339f06/download/
86	hold	yield_first	a06b4781-33af-4d19-9e91-323392bc4fb9	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150909_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150909	78.20070823	-2.181070730740503	-0.02789067746452688	1.0	23.0	3.0	3.0	3.0	11.0	False	True	9.38629436111989	1.0	0.0	1.072776554139609	13.640141646000002	same subject has 3 local granule units; 11-day gap from local session; 78.20 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150909_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/a06b4781-33af-4d19-9e91-323392bc4fb9/download/
87	hold	yield_first	1740f58f-ea9b-426b-b661-9611cfc66106	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150903_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150903	81.57176774	-2.399205129464434	-0.02941219978352812	1.0	23.0	3.0	3.0	3.0	5.0	False	True	9.38629436111989	1.5	0.0	1.0288540574156744	14.314353548	same subject has 3 local granule units; 5-day gap from local session; 81.57 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150903_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/1740f58f-ea9b-426b-b661-9611cfc66106/download/
88	hold	yield_first	0b7beb97-741d-41fa-b406-d2a738ef6970	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151112_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151112	81.040768373	-4.073768786174179	-0.05026814118326423	1.0	19.0	2.0	2.0	2.0	10.0	False	True	8.09861228866811	1.0	0.0	1.0357725997577134	14.208153674600002	same subject has 2 local granule units; 10-day gap from local session; 81.04 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151112_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/0b7beb97-741d-41fa-b406-d2a738ef6970/download/
89	hold	breadth_first	5991fdd8-cdfd-4a87-8133-0ded7a4d9250	sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54-160701_behavior+ecephys.nwb	YutaMouse54	YutaMouse54-160701	62.533237006	-7.229734891742154	-0.11561427550997348	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.2769125094578466	10.5066474012	new subject adds biological breadth; 62.53 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54-160701_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/5991fdd8-cdfd-4a87-8133-0ded7a4d9250/download/
90	hold	breadth_first	2a4d70e1-1ae2-4f85-abca-122eb5b86566	sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54-160702_behavior+ecephys.nwb	YutaMouse54	YutaMouse54-160702	67.152295841	-8.213729694949649	-0.12231494980302277	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.2167294732503522	11.4304591682	new subject adds biological breadth; 67.15 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse54/sub-YutaMouse54_ses-YutaMouse54-160702_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/2a4d70e1-1ae2-4f85-abca-122eb5b86566/download/
91	hold	breadth_first	5472e45e-b552-4e54-bf0e-84ee7f5117ef	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150225_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150225	97.467147698	-14.671680925461105	-0.1505294991387356	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	0.8217486141388952	17.4934295396	new subject adds biological breadth; 97.47 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150225_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/5472e45e-b552-4e54-bf0e-84ee7f5117ef/download/
92	hold	breadth_first	8b55999c-df42-45dc-9e72-777298d64e02	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150223_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150223	143.508573281	-24.479852919861905	-0.17058111832753442	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	0.2218617363380941	26.7017146562	new subject adds biological breadth; 143.51 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150223_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/8b55999c-df42-45dc-9e72-777298d64e02/download/
93	hold	breadth_first	c5161af8-97fe-43b5-8926-eb3b2a5805b7	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150224_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150224	143.800359068	-24.542011837579572	-0.17066725004472486	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	0.2180599760204311	26.760071813600003	new subject adds biological breadth; 143.80 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150224_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/c5161af8-97fe-43b5-8926-eb3b2a5805b7/download/
94	hold	breadth_first	29ba1aaf-9091-469a-b331-6b8ab818b5a6	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150222_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150222	160.536501381	-28.1073002762	-0.17508354819252706	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	0.0	30.1073002762	new subject adds biological breadth; 160.54 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150222_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/29ba1aaf-9091-469a-b331-6b8ab818b5a6/download/
