asset_id	path	subject	session	size_bytes	size_gb	created	modified	local_path	local_exists
868d9896-9c67-4ece-862a-5bbcfe7198df	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160304_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160304	12374288221	12.374288221	2021-07-01T20:16:15.764377Z	2021-08-05T18:44:16.344105Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160304_behavior+ecephys.nwb	False
0fbcd358-5a71-41f4-9ff9-fd6089b1abc6	sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51b160514_behavior+ecephys.nwb	YutaMouse51	YutaMouse51b160514	12393991167	12.393991167	2021-07-01T20:15:05.060089Z	2021-08-05T18:44:14.900790Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51b160514_behavior+ecephys.nwb	False
929ad950-22bd-4657-bf92-ee76a1c4673f	sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55-160902_behavior+ecephys.nwb	YutaMouse55	YutaMouse55-160902	12540649040	12.54064904	2021-07-01T20:15:12.348758Z	2021-08-05T18:44:15.052241Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55-160902_behavior+ecephys.nwb	False
91b67b41-de76-46ff-afdd-7c0fa9c37ed3	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151116_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151116	12607079505	12.607079505	2021-07-01T20:14:41.771168Z	2021-08-05T18:44:14.440556Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151116_behavior+ecephys.nwb	False
72391670-83c6-46fa-8d34-42ca5169e0b1	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160915_behavior+ecephys.nwb	YutaMouse56	YutaMouse56b160915	12788095937	12.788095937	2021-07-01T20:15:49.398483Z	2021-08-05T18:44:15.844170Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160915_behavior+ecephys.nwb	False
e28836ba-3071-4ef5-ac78-683395e8386a	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160303_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160303	13444395799	13.444395799	2021-07-01T20:16:05.758389Z	2021-08-05T18:44:16.155695Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160303_behavior+ecephys.nwb	False
f72cbcaa-cabf-4843-9189-3c3a7bf634eb	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150830_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150830	13511031106	13.511031106	2021-07-01T20:14:33.111306Z	2021-08-05T18:44:13.734485Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150830_behavior+ecephys.nwb	False
7f90b242-fea8-49cc-a7bb-1c32a2352c3f	sub-YutaMouse37/sub-YutaMouse37_ses-YutaMouse37-150612_behavior+ecephys.nwb	YutaMouse37	YutaMouse37-150612	13894320183	13.894320183	2021-07-01T20:14:23.991522Z	2021-08-05T18:44:12.981797Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse37/sub-YutaMouse37_ses-YutaMouse37-150612_behavior+ecephys.nwb	False
0eb0b9a2-3e0e-4c75-abc1-0f65c723790b	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151106_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151106	14138174130	14.13817413	2021-07-01T20:14:37.988464Z	2021-08-05T18:44:14.147774Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151106_behavior+ecephys.nwb	False
f6ccad7e-2c5b-4e23-99d6-e1f3862cf42b	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150729_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150729	14267842523	14.267842523	2021-07-01T20:14:27.467830Z	2021-08-05T18:44:13.243945Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150729_behavior+ecephys.nwb	False
9f1480c3-93cf-4a8f-abe4-ae2866bf5bfc	sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140806_behavior+ecephys.nwb	YutaMouse23	YutaMouse23-140806	14288749188	14.288749188	2021-07-01T20:16:17.976968Z	2021-08-05T18:44:16.419974Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140806_behavior+ecephys.nwb	False
