dataset	species	region	axis_type	axis_label	axis_order	comparison_group	pathway_id	pathway_label	pathway_family	hypothesis_role	n_cells	n_genes_present	genes_present	gene_roles_present	median_gene_rank	mean_gene_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	pathway_gene_coverage
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	3420	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.75	0.7048611111111112	0.24035087719298248	0.1853965273160867	18	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	3420	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.375	0.4166666666666667	0.012865497076023392	0.008917683024747833	15	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	3420	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.625	0.5955882352941176	0.02894736842105263	0.020301900903991494	17	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	3420	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.25	0.44642857142857145	0.015789473684210527	0.01130010031419928	14	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	3420	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.625	0.625	0.2850877192982456	0.22559143849073454	10	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	3420	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.5	0.5220588235294118	0.1327485380116959	0.09694003053935213	17	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	3420	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.25	0.325	0.0020467836257309943	0.0014187222993917007	10	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	3420	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.5	0.55	0.025730994152046785	0.018428151295267838	15	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	3420	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.4375	0.46875	0.014619883040935673	0.01035362506619456	16	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	2613	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.3125	0.4479166666666667	0.168388825105243	0.12449442005087022	18	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	2613	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.125	0.29583333333333334	0.009950248756218905	0.006896986871243236	15	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	2613	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.375	0.4632352941176471	0.01722158438576349	0.012092264918984194	17	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	2613	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.1875	0.2767857142857143	0.011863758132414848	0.008300916628937002	14	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	2613	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.3125	0.3625	0.17164179104477612	0.12782522163305823	10	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	2613	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.125	0.3235294117647059	0.08572522005357826	0.06254358461872561	17	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	2613	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.375	0.3375	0.0009567546880979717	0.0006631718145426188	10	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	2613	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.25	0.35	0.013011863758132415	0.009019136677779618	15	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	2613	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.1875	0.234375	0.007271335629544585	0.005040105790523903	16	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	2678	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.3333333333333333	0.5555555555555556	0.18502613890963399	0.1378035321145326	18	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	2678	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.3333333333333333	0.5777777777777777	0.0739357729648991	0.0638498329402133	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	2678	16	ETV4,ETV5,FGF10,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	1.0	0.7708333333333334	0.078790141896938	0.06893922535943516	17	0.9411764705882353
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	2678	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.8333333333333333	0.7142857142857143	0.04312920089619115	0.0364477747324045	14	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	2678	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.6666666666666666	0.6666666666666666	0.38237490664675133	0.3112946949036024	10	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	2678	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	1.0	0.7647058823529411	0.0836445108289768	0.0635508169868984	17	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	2678	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.3333333333333333	0.4666666666666667	0.1355489171023151	0.11053502688302905	10	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	2678	14	ID1,ID2,ID3,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.3333333333333333	0.5952380952380951	0.11165048543689315	0.10598948974891625	15	0.9333333333333333
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	2678	15	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	1.0	0.711111111111111	0.0586258401792382	0.0472597600859438	16	0.9375
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	2082	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	1.0	0.8888888888888888	0.2221421709894332	0.16872478201413116	18	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	2082	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	1.0	0.7555555555555556	0.0557156580211335	0.0393981428325583	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	2082	16	ETV4,ETV5,FGF10,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5	0.5833333333333333	0.03242074927953885	0.025148798581280052	17	0.9411764705882353
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	2082	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.5	0.5952380952380951	0.026416906820365	0.02202522771966075	14	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	2082	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	1.0	0.8666666666666666	0.4457252641690682	0.38517791547671415	10	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	2082	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.6666666666666666	0.6862745098039216	0.0859750240153698	0.0694564405594204	17	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	2082	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.6666666666666666	0.7666666666666666	0.19836695485110467	0.16228798436517694	10	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	2082	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.6666666666666666	0.7444444444444444	0.0595581171950048	0.0569541419063445	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	2082	14	AXIN2,CTNNB1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT5A,WNT7A,WNT7B	coreceptor,effector,feedback,ligand,modulator,receptor,response	0.6666666666666666	0.6904761904761905	0.039625360230547496	0.0299821591183203	16	0.875
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	2697	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.6666666666666666	0.5555555555555556	0.2057842046718576	0.1540355742945772	18	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	2697	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.6666666666666666	0.6666666666666666	0.0511679644048943	0.0363689660978574	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	2697	16	ETV4,ETV5,FGF10,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.6666666666666666	0.6458333333333333	0.04523544679273265	0.03411639981927065	17	0.9411764705882353
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	2697	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.6666666666666666	0.6904761904761905	0.032258064516129004	0.0255066739947404	14	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	2697	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.3333333333333333	0.4666666666666666	0.39599555061179087	0.32876501428827043	10	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	2697	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.6666666666666666	0.5490196078431372	0.0723025583982202	0.0565910162473053	17	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	2697	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.6666666666666666	0.7666666666666666	0.21894697812384123	0.18043000351367255	10	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	2697	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.6666666666666666	0.6666666666666666	0.0697070819428995	0.071774483206327	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	2697	14	AXIN2,CTNNB1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT5A,WNT7A,WNT7B	coreceptor,effector,feedback,ligand,modulator,receptor,response	0.6666666666666666	0.619047619047619	0.03967371153133105	0.0299102059807993	16	0.875
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	63	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.375	0.4027777777777778	0.21428571428571427	0.6220103310386318	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	63	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.4375	0.3875	0.031746031746031744	0.10072020902066262	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	63	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.4375	0.4338235294117647	0.031746031746031744	0.05088385876729856	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	63	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.5	0.5491071428571429	0.007936507936507936	0.008719145148159602	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	63	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.5625	0.5	0.32539682539682535	0.7919341991323141	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	63	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.375	0.41911764705882354	0.23809523809523808	0.4751646672452322	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	63	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.5	0.48125	0.0	0.0	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	63	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.4375	0.4166666666666667	0.015873015873015872	0.042984923827019204	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	63	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.5	0.49609375	0.06349206349206349	0.1461440018047513	16	1.0
