dataset	species	region	axis_type	axis_label	axis_order	comparison_group	pathway_id	pathway_label	pathway_family	hypothesis_role	n_cells	n_genes_present	genes_present	gene_roles_present	median_gene_rank	mean_gene_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	pathway_gene_coverage
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	42	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.375	0.4513888888888889	0.20238095238095238	0.5361904350324495	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	42	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.5	0.5333333333333333	0.047619047619047616	0.08660919427919966	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	42	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5	0.48161764705882354	0.023809523809523808	0.09314340489114634	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	42	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.46875	0.4955357142857143	0.011904761904761904	0.016503504299046318	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	42	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.28125	0.31875	0.20238095238095238	0.535265855877495	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	42	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.3125	0.3639705882352941	0.23809523809523808	0.374042980818291	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	42	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.46875	0.4	0.0	0.0	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	42	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.5625	0.5583333333333333	0.023809523809523808	0.08660919427919966	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	42	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.3125	0.43359375	0.03571428571428571	0.09315246034146143	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	44	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.5	0.4583333333333333	0.17045454545454547	0.694195144237719	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	44	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.5	0.5208333333333334	0.045454545454545456	0.13594123207396547	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	44	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5	0.5220588235294118	0.045454545454545456	0.1210560774991905	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	44	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.5	0.5491071428571429	0.022727272727272728	0.04574263284926306	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	44	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.625	0.58125	0.28409090909090906	0.9582391865903263	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	44	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.375	0.4411764705882353	0.25	0.5519772638609003	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	44	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.53125	0.6	0.011363636363636364	0.006679393919342262	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	44	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.5625	0.5	0.022727272727272728	0.01575334501272603	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	44	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.4375	0.515625	0.06818181818181818	0.12970360933703573	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	61	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.4375	0.5138888888888888	0.1885245901639344	0.6015471804202308	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	61	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.4375	0.4375	0.01639344262295082	0.017454274376925052	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	61	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5	0.49264705882352944	0.04918032786885246	0.06949277149177913	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	61	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.375	0.4375	0.0	0.0	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	61	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.25	0.3375	0.1721311475409836	0.3441164073452124	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	61	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.25	0.3272058823529412	0.26229508196721313	0.5092113740613108	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	61	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.5	0.525	0.0	0.0	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	61	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.4375	0.49166666666666664	0.01639344262295082	0.02272613706753919	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	61	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.4375	0.48046875	0.04098360655737705	0.09582799081039144	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	61	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.625	0.5972222222222222	0.22950819672131148	0.7230872342801289	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	61	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.5625	0.55	0.01639344262295082	0.03627312107321408	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	61	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5625	0.6286764705882353	0.03278688524590164	0.14420061583827748	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	61	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.5625	0.6383928571428571	0.02459016393442623	0.07915088089840391	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	61	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.75	0.7375	0.3442622950819672	1.030654458792849	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	61	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.75	0.7867647058823529	0.36065573770491804	1.027929739875662	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	61	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.59375	0.6875	0.01639344262295082	0.011363068533769595	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	61	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.5625	0.6166666666666667	0.03278688524590164	0.04545227413507838	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	61	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.75	0.65234375	0.06557377049180327	0.14996817230582052	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	32	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.75	0.6527777777777778	0.296875	0.8417069378495984	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	32	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.75	0.7291666666666666	0.0625	0.05599248341337672	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	32	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	1.0	0.8161764705882353	0.0625	0.2558835115921206	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	32	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.40625	0.4642857142857143	0.0	0.0	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	32	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.5625	0.60625	0.234375	0.8059585569569259	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	32	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.75	0.7757352941176471	0.375	0.7681855792656979	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	32	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.53125	0.61875	0.0	0.0	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	32	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.75	0.6875	0.0625	0.15636493167277365	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	32	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.53125	0.53125	0.0625	0.12364327520111251	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	44	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.8125	0.7361111111111112	0.2954545454545454	1.0366722344788828	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	44	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.625	0.6583333333333333	0.022727272727272728	0.11279192341499789	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	44	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5	0.49264705882352944	0.022727272727272728	0.02248957258213063	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	44	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.8125	0.7053571428571429	0.056818181818181816	0.2474221879866687	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	44	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.875	0.75625	0.3522727272727273	1.20369890262636	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	44	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.75	0.7169117647058824	0.4318181818181818	0.7603375285648544	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	44	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.5625	0.61875	0.022727272727272728	0.01575334501272603	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	44	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.5625	0.65	0.022727272727272728	0.1339637007787466	15	1.0
