analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id
human_immature_neurogenic_candidate	0.714982	0.723979	0.492163	0.909552	0.275647	0.278859	0	0.433786	dentate_candidate	0	0	0	0	0.409445	0.409445	0.409445	0.409445	GSE185553	0	0	0	0	0.322603	0.322603	0.322603	0.322603	-0.0868412	-0.0868412	-0.0868412	-0.0868412	immature_neurogenic_candidate	0.342599	0.339577	0.20887	0.481257	349	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_22	92 Yrs	0.567936	0.562755	0.462569	0.66155	0.72715	0.764415	0.596038	0.88433	human_core_tuned	human	0.541839	0.54216	0.440829	0.65183	0.725772	0.766891	0.597807	0.894942	human_core_tuned|GSE185553|specimen_22|immature_neurogenic_candidate|human_immature_neurogenic_candidate
human_dentate_low_support	0.432897	0.432897	0.432897	0.432897	0.432897	0.432897	0.432897	0.432897	dentate_low_support	0	0	0	0	0.409445	0.409445	0.409445	0.409445	GSE185553	0	0	0	0	0.322603	0.322603	0.322603	0.322603	-0.0868412	-0.0868412	-0.0868412	-0.0868412	immature_neurogenic_candidate_low_support	0.360747	0.360747	0.360747	0.360747	1	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_22	92 Yrs	0.244882	0.244882	0.244882	0.244882	0.315529	0.315529	0.315529	0.315529	human_core_tuned	human	0.346175	0.346175	0.346175	0.346175	0.439335	0.439335	0.439335	0.439335	human_core_tuned|GSE185553|specimen_22|immature_neurogenic_candidate_low_support|human_dentate_low_support
human_other_or_ambiguous	0.382189	0.371696	0.182556	0.59345	0.332788	0.508904	0	0.578716	other_or_ambiguous	0.00394145	0	0	0	0.418245	0.409445	0.409445	0.409445	GSE185553	0.0516795	0	0	0	0.400031	0.322603	0.322603	0.322603	-0.0182139	-0.0868412	-0.0868412	-0.0868412	low_information_or_low_qc	0.211049	0.228931	0	0.292826	375	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_22	92 Yrs	0.179499	0.210175	0	0.26384	0.251634	0.240538	0.083127	0.338168	human_core_tuned	human	0.257579	0.250472	0.159799	0.351232	0.29946	0.271312	0.121153	0.452246	human_core_tuned|GSE185553|specimen_22|low_information_or_low_qc|human_other_or_ambiguous
human_non_neuronal_background	0.235228	0.190407	0	0.36693	1.65187	1.57733	1.17955	2.10473	non_dentate_background	0.0516358	0	0	0	0.528455	0.409445	0.409445	0.409445	GSE185553	0.145882	0	0	0.325844	0.546133	0.322603	0.322603	0.84427	0.0176788	-0.0868412	-0.0868412	0.340069	non_neuronal_background	0.30707	0.27674	0.194997	0.461418	882	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_22	92 Yrs	0.211081	0.209527	0	0.32074	0.296514	0.239653	0.083127	0.419084	human_core_tuned	human	0.251126	0.235484	0.158339	0.32759	0.285684	0.248497	0.117439	0.408472	human_core_tuned|GSE185553|specimen_22|non_neuronal_background|human_non_neuronal_background
human_broad_neuronal_structural_warning	0.650162	0.690959	0.195189	0.999881	0.485138	0.393548	0.187085	0.767286	broad_neuronal_structural_warning	0.175125	0.17354	0.105713	0.239739	0.887186	0.881978	0.828352	0.945714	GSE185553	0.0164867	0	0	0	0.367783	0.323736	0.323736	0.323736	-0.519402	-0.544176	-0.618571	-0.490549	broad_neuronal_structural_warning	0.414354	0.406358	0.284091	0.525153	128	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.446828	0.485996	0.289292	0.603967	0.636856	0.726154	0.428901	0.849451	human_core_tuned	human	0.503781	0.555812	0.308014	0.689776	0.687105	0.803297	0.51044	0.91044	human_core_tuned|GSE185553|specimen_3|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.322683	0.198562	0	0.487478	0.69553	0.65999	0.436767	1.05592	other_or_ambiguous	0.00258918	0	0	0	0.400937	0.394945	0.394945	0.394945	GSE185553	0.0176846	0	0	0	0.35179	0.323736	0.323736	0.323736	-0.0491469	-0.0712088	-0.0712088	-0.0712088	hippocampal_neuronal_ambiguous	0.276544	0.265076	0.172978	0.411007	262	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.35687	0.330134	0.264775	0.466361	0.527889	0.548791	0.357473	0.704505	human_core_tuned	human	0.318699	0.299698	0.206657	0.397447	0.479046	0.492967	0.255385	0.691758	human_core_tuned|GSE185553|specimen_3|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_dentate_low_support	0.42913	0.418955	0.230953	0.594958	0.744102	0.731232	0.540613	0.88474	dentate_low_support	0.0590545	0	0	0.134774	0.569211	0.394945	0.394945	0.850769	GSE185553	0.316579	0.292708	0.283996	0.332326	0.828651	0.798462	0.788022	0.852527	0.259441	0.372527	0.0949451	0.402527	human_dg_like_candidate	0.245502	0.25152	0.184638	0.311374	11	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.230486	0.237341	0.228808	0.252526	0.295764	0.31033	0.291319	0.33033	human_core_tuned	human	0.301706	0.300882	0.189269	0.370559	0.46014	0.495824	0.221099	0.654945	human_core_tuned|GSE185553|specimen_3|human_dg_like_candidate|human_dentate_low_support
human_dentate_candidate	0.79081	0.837663	0.639583	1.01132	0.361213	0.298343	0.201181	0.435186	dentate_candidate	0.0279367	0	0	0.0075489	0.505418	0.394945	0.394945	0.493791	GSE185553	0.250989	0.227368	0.144278	0.344154	0.782094	0.746593	0.693956	0.869341	0.276676	0.313626	0.23489	0.438242	human_dg_like_high_confidence	0.413886	0.407138	0.323207	0.513694	376	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.601604	0.617412	0.514396	0.694209	0.826987	0.861758	0.756813	0.931978	human_core_tuned	human	0.6021	0.626318	0.526275	0.70547	0.81915	0.860659	0.782308	0.921868	human_core_tuned|GSE185553|specimen_3|human_dg_like_high_confidence|human_dentate_candidate
human_immature_neurogenic_candidate	0.815301	0.841068	0.606666	1.07307	0.316701	0.267435	0.167689	0.390195	dentate_candidate	0	0	0	0	0.394945	0.394945	0.394945	0.394945	GSE185553	0	0	0	0	0.323736	0.323736	0.323736	0.323736	-0.0712088	-0.0712088	-0.0712088	-0.0712088	immature_neurogenic_candidate	0.404255	0.411914	0.265841	0.516261	138	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.59059	0.606181	0.510527	0.686858	0.819315	0.852527	0.751758	0.925055	human_core_tuned	human	0.603382	0.615261	0.480189	0.740465	0.824217	0.850989	0.750879	0.946264	human_core_tuned|GSE185553|specimen_3|immature_neurogenic_candidate|human_immature_neurogenic_candidate
human_dentate_low_support	0.151922	0.146712	0.0839227	0.214711	0.767553	0.75437	0.65821	0.863714	dentate_low_support	0	0	0	0	0.394945	0.394945	0.394945	0.394945	GSE185553	0	0	0	0	0.323736	0.323736	0.323736	0.323736	-0.0712088	-0.0712088	-0.0712088	-0.0712088	immature_neurogenic_candidate_low_support	0.245401	0.266975	0.19414	0.318235	4	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.234032	0.23637	0.228451	0.241951	0.3	0.30967	0.292747	0.316923	human_core_tuned	human	0.210452	0.215128	0.180062	0.245518	0.296923	0.271209	0.218901	0.349231	human_core_tuned|GSE185553|specimen_3|immature_neurogenic_candidate_low_support|human_dentate_low_support
human_other_or_ambiguous	0.129985	0.067742	0	0.193178	0.718664	0.673412	0.553094	0.953516	other_or_ambiguous	0.00470773	0	0	0	0.405695	0.394945	0.394945	0.394945	GSE185553	0.0675133	0	0	0	0.424156	0.323736	0.323736	0.323736	0.0184607	-0.0712088	-0.0712088	-0.0712088	low_information_or_low_qc	0.187159	0.20222	0	0.295627	254	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.0796516	0	0	0.197946	0.144496	0.070989	0.070989	0.225934	human_core_tuned	human	0.132265	0.113989	0.0531909	0.202181	0.171635	0.0971429	0.033956	0.248022	human_core_tuned|GSE185553|specimen_3|low_information_or_low_qc|human_other_or_ambiguous
human_non_neuronal_background	0.172614	0.16237	0	0.257302	1.85813	1.86953	1.50941	2.14435	non_dentate_background	0.0503732	0	0	0	0.511767	0.394945	0.394945	0.394945	GSE185553	0.108889	0	0	0.278596	0.491712	0.323736	0.323736	0.783516	-0.0200556	-0.0712088	-0.0712088	-0.0354945	non_neuronal_background	0.369378	0.373784	0.236101	0.505864	1102	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_3	1.2 Yrs	0.273003	0.282573	0.198169	0.342745	0.411078	0.412088	0.226154	0.576154	human_core_tuned	human	0.271665	0.268475	0.201024	0.332972	0.411029	0.411209	0.246264	0.577473	human_core_tuned|GSE185553|specimen_3|non_neuronal_background|human_non_neuronal_background
human_broad_neuronal_structural_warning	0.894769	0.956056	0.754806	1.11362	0.27918	0.268995	0	0.400435	broad_neuronal_structural_warning	0.179367	0.166544	0.126218	0.22666	0.843997	0.833297	0.782351	0.90921	GSE185553	0.0213215	0	0	0	0.373125	0.319788	0.319788	0.319788	-0.470871	-0.490812	-0.56317	-0.431853	broad_neuronal_structural_warning	0.548738	0.54644	0.370336	0.721674	1142	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.583319	0.60451	0.471496	0.72195	0.699161	0.746746	0.567354	0.884845	human_core_tuned	human	0.675609	0.720269	0.589188	0.815873	0.718613	0.777182	0.609713	0.900323	human_core_tuned|GSE185553|specimen_39|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.801931	0.832938	0.609332	1.00843	0.255309	0.288439	0	0.436905	other_or_ambiguous	0	0	0	0	0.35851	0.35851	0.35851	0.35851	GSE185553	0.0045695	0	0	0	0.326835	0.319788	0.319788	0.319788	-0.0316748	-0.0387224	-0.0387224	-0.0387224	hippocampal_neuronal_ambiguous	0.428037	0.41671	0.246995	0.57425	1263	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.52543	0.516806	0.434287	0.624777	0.634661	0.629622	0.511103	0.775596	human_core_tuned	human	0.585133	0.593066	0.481822	0.695137	0.621871	0.613979	0.505688	0.744257	human_core_tuned|GSE185553|specimen_39|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_dentate_low_support	0.818436	0.896362	0.560745	1.0488	0.333658	0.348844	0.112279	0.497704	dentate_low_support	0.0312441	0	0	0	0.445406	0.35851	0.35851	0.35851	GSE185553	0.30569	0.274653	0.217567	0.354442	0.825316	0.801849	0.749262	0.900104	0.37991	0.424469	0.358127	0.505852	human_dg_like_candidate	0.416005	0.410112	0.25029	0.539866	39	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.270936	0.255848	0.241405	0.26448	0.34469	0.328703	0.312186	0.339587	human_core_tuned	human	0.501792	0.514152	0.384882	0.582915	0.529095	0.533909	0.421352	0.602221	human_core_tuned|GSE185553|specimen_39|human_dg_like_candidate|human_dentate_low_support
human_dentate_candidate	0.949119	0.972163	0.810253	1.11727	0.280882	0.282869	0.147368	0.389818	dentate_candidate	0.0322654	0	0	0.0588296	0.471431	0.35851	0.35851	0.72145	GSE185553	0.269971	0.232486	0.16429	0.332879	0.78892	0.759243	0.699792	0.873933	0.31749	0.364745	0.163968	0.47774	human_dg_like_high_confidence	0.507689	0.481025	0.328907	0.674476	1627	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.604097	0.599583	0.48886	0.704503	0.723558	0.739554	0.589559	0.867917	human_core_tuned	human	0.686968	0.695007	0.585823	0.79079	0.731229	0.743929	0.605994	0.871472	human_core_tuned|GSE185553|specimen_39|human_dg_like_high_confidence|human_dentate_candidate
human_immature_neurogenic_candidate	0.893495	0.924165	0.752992	1.08161	0.260525	0.278222	0	0.385742	dentate_candidate	0	0	0	0	0.35851	0.35851	0.35851	0.35851	GSE185553	0	0	0	0	0.319788	0.319788	0.319788	0.319788	-0.0387224	-0.0387224	-0.0387224	-0.0387224	immature_neurogenic_candidate	0.613823	0.604107	0.439639	0.771596	834	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.639393	0.636174	0.528184	0.747505	0.762768	0.79091	0.646959	0.904862	human_core_tuned	human	0.71557	0.723513	0.630728	0.811432	0.765496	0.78205	0.65828	0.894471	human_core_tuned|GSE185553|specimen_39|immature_neurogenic_candidate|human_immature_neurogenic_candidate
human_dentate_low_support	1.09509	1.14962	0.926504	1.28464	0.287976	0.321696	0.26207	0.388382	dentate_low_support	0	0	0	0	0.35851	0.35851	0.35851	0.35851	GSE185553	0	0	0	0	0.319788	0.319788	0.319788	0.319788	-0.0387224	-0.0387224	-0.0387224	-0.0387224	immature_neurogenic_candidate_low_support	0.571097	0.558186	0.495567	0.633277	11	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.554661	0.57366	0.49863	0.632316	0.683548	0.705316	0.603861	0.785441	human_core_tuned	human	0.740284	0.74891	0.683453	0.825862	0.801436	0.81842	0.727849	0.909538	human_core_tuned|GSE185553|specimen_39|immature_neurogenic_candidate_low_support|human_dentate_low_support
human_other_or_ambiguous	0.362688	0.29911	0.167408	0.52509	0.472613	0.549162	0	0.647577	other_or_ambiguous	0.00422787	0	0	0	0.368527	0.35851	0.35851	0.35851	GSE185553	0.0606649	0	0	0	0.41498	0.319788	0.319788	0.319788	0.0464523	-0.0387224	-0.0387224	-0.0387224	low_information_or_low_qc	0.261843	0.242383	0	0.400563	1119	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.181609	0.210902	0	0.260103	0.244268	0.249453	0.0759681	0.334199	human_core_tuned	human	0.268713	0.247805	0.159654	0.364084	0.271953	0.256016	0.127981	0.400295	human_core_tuned|GSE185553|specimen_39|low_information_or_low_qc|human_other_or_ambiguous
human_non_neuronal_background	0.269299	0.201587	0.112249	0.384042	1.71476	1.64485	1.29112	2.0911	non_dentate_background	0.0815718	0	0	0.193615	0.532715	0.35851	0.35851	0.862557	GSE185553	0.136703	0	0	0.307275	0.54144	0.319788	0.319788	0.842102	0.00872486	-0.0387224	-0.0539269	0.353096	non_neuronal_background	0.293125	0.252921	0.178856	0.443378	3107	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_39	0.2 Yrs	0.210889	0.204244	0	0.32282	0.278019	0.236819	0.0759681	0.399776	human_core_tuned	human	0.257771	0.235112	0.153444	0.332719	0.258617	0.237257	0.117179	0.367316	human_core_tuned|GSE185553|specimen_39|non_neuronal_background|human_non_neuronal_background
human_broad_neuronal_structural_warning	0.763786	0.87836	0.518696	1.04789	0.361896	0.302213	0.161124	0.514399	broad_neuronal_structural_warning	0.162577	0.162022	0.0907589	0.232909	0.841589	0.823048	0.771411	0.919395	GSE185553	0.0132773	0	0	0	0.381758	0.323992	0.323992	0.323992	-0.459831	-0.473237	-0.592254	-0.426637	broad_neuronal_structural_warning	0.398138	0.432517	0.260688	0.546507	149	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.486817	0.539176	0.348866	0.661685	0.694276	0.782116	0.584383	0.90995	human_core_tuned	human	0.54958	0.61144	0.361359	0.735339	0.722913	0.820529	0.61398	0.93073	human_core_tuned|GSE185553|specimen_4|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.451694	0.397005	0.178761	0.684552	0.436796	0.494843	0	0.608526	other_or_ambiguous	0.00112121	0	0	0	0.364426	0.361776	0.361776	0.361776	GSE185553	0.00408611	0	0	0	0.330928	0.323992	0.323992	0.323992	-0.0334974	-0.0377834	-0.0377834	-0.0377834	hippocampal_neuronal_ambiguous	0.285634	0.252581	0.185026	0.413774	214	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.390341	0.358685	0.271963	0.510188	0.581311	0.597292	0.423174	0.752834	human_core_tuned	human	0.37589	0.35027	0.25366	0.497615	0.55207	0.591625	0.375472	0.747481	human_core_tuned|GSE185553|specimen_4|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_dentate_low_support	0.401497	0.37621	0.169154	0.542227	0.445392	0.534992	0.340491	0.592758	dentate_low_support	0.0329886	0	0	0	0.447051	0.361776	0.361776	0.361776	GSE185553	0.343825	0.327244	0.287847	0.368022	0.861723	0.865397	0.807305	0.91302	0.414673	0.485516	0.407588	0.551244	human_dg_like_candidate	0.339354	0.36439	0.216742	0.459598	18	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.195807	0.196202	0.171672	0.222737	0.273195	0.266373	0.23284	0.316751	human_core_tuned	human	0.31222	0.28616	0.261756	0.352164	0.476106	0.451196	0.389326	0.594616	human_core_tuned|GSE185553|specimen_4|human_dg_like_candidate|human_dentate_low_support
human_dentate_candidate	0.896435	0.954908	0.777983	1.06822	0.284408	0.254119	0.144979	0.380561	dentate_candidate	0.0289145	0	0	0.0513795	0.497147	0.361776	0.361776	0.735674	GSE185553	0.197357	0.189261	0.120034	0.259319	0.746075	0.725126	0.689389	0.776606	0.248928	0.332494	-0.0267632	0.391058	human_dg_like_high_confidence	0.411024	0.425872	0.319452	0.530387	180	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.57142	0.594788	0.490086	0.660091	0.800967	0.835957	0.734572	0.907273	human_core_tuned	human	0.626293	0.674759	0.53746	0.734684	0.829118	0.870277	0.774874	0.928684	human_core_tuned|GSE185553|specimen_4|human_dg_like_high_confidence|human_dentate_candidate
human_immature_neurogenic_candidate	0.731467	0.81041	0.466485	0.994203	0.313163	0.290028	0	0.493704	dentate_candidate	0	0	0	0	0.361776	0.361776	0.361776	0.361776	GSE185553	0	0	0	0	0.323992	0.323992	0.323992	0.323992	-0.0377834	-0.0377834	-0.0377834	-0.0377834	immature_neurogenic_candidate	0.384797	0.393317	0.238915	0.498375	145	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.550094	0.569722	0.434038	0.668068	0.766243	0.816751	0.65806	0.916877	human_core_tuned	human	0.555452	0.587346	0.415833	0.694016	0.762877	0.800378	0.68073	0.891688	human_core_tuned|GSE185553|specimen_4|immature_neurogenic_candidate|human_immature_neurogenic_candidate
human_dentate_low_support	0.451374	0.418053	0.252364	0.617063	0.512885	0.528367	0.381596	0.659656	dentate_low_support	0	0	0	0	0.361776	0.361776	0.361776	0.361776	GSE185553	0	0	0	0	0.323992	0.323992	0.323992	0.323992	-0.0377834	-0.0377834	-0.0377834	-0.0377834	immature_neurogenic_candidate_low_support	0.420954	0.411704	0.242345	0.590312	4	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.199671	0.205802	0.184042	0.221432	0.277629	0.28432	0.247875	0.314074	human_core_tuned	human	0.357333	0.341099	0.337395	0.361037	0.595324	0.575409	0.566436	0.604298	human_core_tuned|GSE185553|specimen_4|immature_neurogenic_candidate_low_support|human_dentate_low_support
human_other_or_ambiguous	0.177556	0.156338	0	0.3009	0.569376	0.606257	0.492836	0.730253	other_or_ambiguous	0.00447653	0	0	0	0.372925	0.361776	0.361776	0.361776	GSE185553	0.0501101	0	0	0	0.398336	0.323992	0.323992	0.323992	0.025411	-0.0377834	-0.0377834	-0.0377834	low_information_or_low_qc	0.179448	0.214147	0	0.312028	95	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.061205	0	0	0.169314	0.151117	0.0900504	0.0900504	0.230479	human_core_tuned	human	0.139403	0.124929	0.0560737	0.212368	0.181367	0.106423	0.0264484	0.271725	human_core_tuned|GSE185553|specimen_4|low_information_or_low_qc|human_other_or_ambiguous
human_non_neuronal_background	0.186083	0.163426	0	0.304424	1.80018	1.81549	1.40565	2.13333	non_dentate_background	0.0662916	0	0	0.162284	0.516284	0.361776	0.361776	0.824307	GSE185553	0.14467	0	0	0.315159	0.550291	0.323992	0.323992	0.8517	0.0340075	-0.0377834	-0.0377834	0.379408	non_neuronal_background	0.327727	0.298546	0.207548	0.471591	783	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_4	2.1 Yrs	0.230262	0.235079	0.0961172	0.323321	0.371633	0.365239	0.180416	0.538413	human_core_tuned	human	0.248024	0.242694	0.171168	0.3192	0.35837	0.348237	0.181045	0.523929	human_core_tuned|GSE185553|specimen_4|non_neuronal_background|human_non_neuronal_background
human_broad_neuronal_structural_warning	0.572877	0.439246	0.198091	1.04485	0.326682	0.314785	0.0908188	0.589761	broad_neuronal_structural_warning	0.197416	0.231912	0.0748785	0.270124	0.938165	0.96519	0.881329	0.982595	GSE185553	0.011662	0	0	0	0.37443	0.321203	0.321203	0.321203	-0.563734	-0.625	-0.661392	-0.545886	broad_neuronal_structural_warning	0.3199	0.296562	0.247614	0.475597	25	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.441571	0.504085	0.244599	0.593964	0.68693	0.810127	0.420886	0.89557	human_core_tuned	human	0.444783	0.298255	0.234406	0.698378	0.644747	0.55538	0.401899	0.946203	human_core_tuned|GSE185553|specimen_40|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.338857	0.215042	0.152998	0.508648	0.395988	0.514795	0	0.602817	other_or_ambiguous	0	0	0	0	0.428006	0.428006	0.428006	0.428006	GSE185553	0.00285637	0	0	0	0.325422	0.321203	0.321203	0.321203	-0.102584	-0.106804	-0.106804	-0.106804	hippocampal_neuronal_ambiguous	0.244081	0.241839	0.12239	0.333523	114	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.356697	0.324544	0.265865	0.49226	0.605645	0.628956	0.465981	0.790348	human_core_tuned	human	0.313212	0.289076	0.199207	0.390661	0.533554	0.532437	0.306566	0.748022	human_core_tuned|GSE185553|specimen_40|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_dentate_low_support	0.177888	0.095775	0	0.228162	0.677955	0.659598	0.566405	0.746528	dentate_low_support	0	0	0	0	0.428006	0.428006	0.428006	0.428006	GSE185553	0.326571	0.334703	0.323459	0.348087	0.81461	0.818829	0.801424	0.845728	0.386603	0.390823	0.373418	0.417722	human_dg_like_candidate	0.372449	0.384553	0.225671	0.534805	6	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.200967	0.205971	0.199052	0.214207	0.307094	0.308544	0.298655	0.330301	human_core_tuned	human	0.250434	0.281378	0.174699	0.32064	0.440928	0.52057	0.251978	0.614715	human_core_tuned|GSE185553|specimen_40|human_dg_like_candidate|human_dentate_low_support
human_dentate_candidate	0.751549	0.860567	0.444732	1.06388	0.35696	0.290981	0.19873	0.493558	dentate_candidate	0.0266525	0	0	0.0472733	0.562159	0.428006	0.428006	0.861155	GSE185553	0.242128	0.222252	0.114526	0.357119	0.759878	0.710443	0.675237	0.859968	0.197719	0.266614	-0.162184	0.412975	human_dg_like_high_confidence	0.349707	0.375166	0.237084	0.440825	72	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.540776	0.562756	0.437084	0.655782	0.816664	0.873418	0.738133	0.946598	human_core_tuned	human	0.547344	0.575091	0.407731	0.695925	0.802501	0.883703	0.770965	0.945411	human_core_tuned|GSE185553|specimen_40|human_dg_like_high_confidence|human_dentate_candidate
human_immature_neurogenic_candidate	0.755627	0.791598	0.468947	1.07031	0.237379	0.186676	0	0.401649	dentate_candidate	0	0	0	0	0.428006	0.428006	0.428006	0.428006	GSE185553	0	0	0	0	0.321203	0.321203	0.321203	0.321203	-0.106804	-0.106804	-0.106804	-0.106804	immature_neurogenic_candidate	0.358869	0.344605	0.236971	0.482776	35	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.541919	0.590571	0.481042	0.636146	0.816297	0.892405	0.773734	0.931171	human_core_tuned	human	0.552139	0.558587	0.399412	0.692873	0.823327	0.878165	0.759494	0.942247	human_core_tuned|GSE185553|specimen_40|immature_neurogenic_candidate|human_immature_neurogenic_candidate
human_dentate_low_support	0.341736	0.264134	0	0.605869	0.606534	0.569669	0.535267	0.640936	dentate_low_support	0	0	0	0	0.428006	0.428006	0.428006	0.428006	GSE185553	0	0	0	0	0.321203	0.321203	0.321203	0.321203	-0.106804	-0.106804	-0.106804	-0.106804	immature_neurogenic_candidate_low_support	0.281791	0.357583	0.247625	0.391749	4	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.182835	0.183922	0.171365	0.195392	0.273339	0.268987	0.251978	0.290348	human_core_tuned	human	0.268788	0.268829	0.16813	0.369486	0.469937	0.485759	0.252769	0.702927	human_core_tuned|GSE185553|specimen_40|immature_neurogenic_candidate_low_support|human_dentate_low_support
human_other_or_ambiguous	0.129803	0	0	0.198473	0.539472	0.599084	0.502651	0.696012	other_or_ambiguous	0	0	0	0	0.428006	0.428006	0.428006	0.428006	GSE185553	0.0410678	0	0	0	0.373621	0.321203	0.321203	0.321203	-0.0543852	-0.106804	-0.106804	-0.106804	low_information_or_low_qc	0.136372	0	0	0.247147	70	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.0549289	0	0	0.127591	0.163811	0.102848	0.102848	0.213212	human_core_tuned	human	0.107034	0.0786533	0	0.182682	0.170626	0.0917722	0.0261076	0.261472	human_core_tuned|GSE185553|specimen_40|low_information_or_low_qc|human_other_or_ambiguous
human_non_neuronal_background	0.17659	0.167642	0	0.274933	1.80825	1.75222	1.29042	2.21446	non_dentate_background	0.0309701	0	0	0	0.505088	0.428006	0.428006	0.428006	GSE185553	0.165477	0	0	0.340282	0.561313	0.321203	0.321203	0.833465	0.0562252	-0.106804	-0.106804	0.368275	non_neuronal_background	0.360383	0.337408	0.220577	0.50805	306	snRNA_seq_selected_bridge	hippocampus_dentate_gyrus	specimen_40	16 Yrs	0.230425	0.24523	0.13074	0.315481	0.419968	0.423259	0.220332	0.609968	human_core_tuned	human	0.255799	0.255466	0.173362	0.327732	0.446047	0.459652	0.245649	0.638845	human_core_tuned|GSE185553|specimen_40|non_neuronal_background|human_non_neuronal_background
