dataset	species	region	axis_type	axis_label	axis_order	comparison_group	module_id	module_label	paper_readout	trajectory_role	orientation	n_cells	n_genes_present	genes_present	module_score	mean_module_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	module_gene_coverage
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	94	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	1.0	0.7333333333333333	0.3191489361702128	1.4478434639973092	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	94	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	1.0	0.875	0.25	0.9184126724445869	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	76	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.9	0.825	0.14473684210526316	0.5543665232859981	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	76	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.6	0.6125	0.5526315789473684	2.534028774203688	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	76	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.5	0.625	0.28289473684210525	0.8417397621702591	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	76	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.8	0.7142857142857143	0.39473684210526316	1.2751611899133204	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	76	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.8	0.7272727272727273	0.9605263157894737	5.604128661211708	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	76	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.8	0.6545454545454545	0.10526315789473684	0.44683013414876693	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	76	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.6	0.7	0.09868421052631579	0.45848992992706306	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	76	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.6	0.5666666666666668	0.23684210526315788	0.9473779710104582	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	76	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.6	0.65	0.1907894736842105	0.7607148036293103	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	91	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.6	0.6	0.24725274725274726	0.6102723846823424	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	91	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.8	0.7375	0.7747252747252746	3.109582202829108	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	91	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.6	0.6	0.23626373626373626	0.7084030489932309	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	91	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.8	0.7428571428571429	0.34065934065934067	1.1339086976365458	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	91	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.6	0.5636363636363636	0.989010989010989	5.30963265775844	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	91	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.6	0.6909090909090909	0.08791208791208792	0.3345061282465751	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	91	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.8	0.72	0.2197802197802198	0.7693228336328641	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	91	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.6	0.6444444444444445	0.31868131868131866	1.0374060234088238	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	91	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.5	0.55	0.18681318681318682	0.5748854799309535	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	93	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.6	0.575	0.11290322580645161	0.3589624572417955	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	93	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.8	0.75	0.7204301075268817	2.997108231430757	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	93	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.7	0.775	0.30645161290322576	0.795136636414093	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	93	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.4	0.5571428571428572	0.15053763440860216	0.4932879966523289	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	93	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.8	0.7454545454545456	0.989247311827957	5.130160524931575	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	93	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.6	0.6363636363636364	0.12903225806451613	0.33204431151408065	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	93	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.4	0.52	0.0913978494623656	0.3063260438897524	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	93	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.8	0.8	0.3655913978494624	1.2891111761264429	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	all_DG_cells	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	93	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.6	0.625	0.23118279569892475	0.7288085193880754	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	155	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.2	0.25	0.035483870967741936	0.13808664920640124	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	155	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.2	0.275	0.2903225806451613	1.352061160778272	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	155	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.2	0.225	0.09032258064516129	0.2749213987163201	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	155	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.2	0.32857142857142857	0.05161290322580645	0.1959154802313716	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	155	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.2	0.4	0.6967741935483871	3.677519586912721	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	155	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.2	0.2727272727272727	0.04516129032258064	0.20040150210551963	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	155	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.2	0.22000000000000003	0.025806451612903226	0.12327218928678191	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	155	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.2	0.25555555555555554	0.10967741935483871	0.4062914846440163	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P28	28.0	all_DG_cells	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	155	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.2	0.3	0.054838709677419356	0.18856274974327158	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	49	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.8	0.675	0.20408163265306123	0.9088434100446602	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	49	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.7	0.6875	0.5816326530612245	2.4891477312098376	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	49	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.8	0.725	0.2755102040816327	0.8607230085949351	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	49	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.6	0.6714285714285715	0.6326530612244898	2.560174965227165	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	49	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.8	0.6181818181818183	0.9795918367346939	6.051513764067579	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	49	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.8	0.7090909090909091	0.08163265306122448	0.3840347667223987	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	49	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.9	0.8400000000000001	0.24489795918367346	1.0422486892977554	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	49	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.8	0.7333333333333333	0.3469387755102041	1.3041177959789676	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	candidate_dentate_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	49	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	1.0	0.85	0.2346938775510204	0.8703339210569534	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	38	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.8	0.8	0.15789473684210525	0.4765653243665527	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	38	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.6	0.56875	0.5921052631578947	2.6232486440731417	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	38	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.4	0.55	0.2631578947368421	0.9667473674641929	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	38	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.8	0.7428571428571429	0.34210526315789475	1.0712631379053343	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	38	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.8	0.7272727272727273	1.0	6.062037804606093	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	38	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.6	0.6	0.07894736842105263	0.3990725537791691	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	38	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.8	0.74	0.14473684210526316	0.6527777312428251	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	38	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.4	0.5888888888888889	0.3157894736842105	1.189313210727895	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	candidate_dentate_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	38	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.7	0.675	0.19736842105263158	0.8526161444874918	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	53	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.5	0.575	0.2830188679245283	0.6867587443879668	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	53	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.6	0.6875	0.7735849056603774	3.0965799348978686	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	53	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.6	0.5	0.3018867924528302	0.8661103156013636	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	53	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.8	0.7428571428571429	0.2830188679245283	0.9652279044754961	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	53	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.4	0.5272727272727272	1.0	5.423649345359279	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	53	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.8	0.7272727272727273	0.11320754716981132	0.40809719213731543	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	53	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.6	0.58	0.2169811320754717	0.7605436063049369	13	0.7692307692307693
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	53	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.6	0.6000000000000001	0.37735849056603776	1.2572430015763194	9	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	candidate_dentate_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	53	8	CDKN1A,CDKN1B,ID2,SMAD2,SMAD3,SMAD4,TGFB2,TGFBR1	0.5	0.5	0.19811320754716982	0.6280424797346688	14	0.5714285714285714
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	49	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.6	0.55	0.15306122448979592	0.5228138354529721	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P15	15.0	candidate_dentate_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	49	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.7	0.70625	0.6938775510204082	2.921824281333974	16	1.0
