gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	branch_specificity
MARK1	MARK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7134072463259372e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.618421052631579	0.07355177814174485	7	2	2.2647046418531126e-10	0.6827991094190786	False	False	False	0.5	0.07355177814174485	dentate_biased
MCTP1	MCTP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.384278532331745e-12	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8540692235734331	0.03463250583360965	7	2	9.158399561261611e-12	0.6827991094190786	False	False	False	0.5	0.03463250583360965	dentate_biased
MED12L	MED12L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.425873121451998e-26	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.7520631503408683	0.0303739665911211	7	1	1.525725283614133e-24	0.8934908974782608	False	False	False	0.5	0.0303739665911211	dentate_biased
MEF2A	MEF2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6942675159235668	0.1952932027356358	7	3	2.525441456865347e-21	0.6827991094190786	False	False	False	0.5	0.1952932027356358	dentate_biased
Mex3a	MEX3A	dentate_identity	regional_dentate_identity	dentate_identity_panel_gene_needs_context	marker_panel	True	True	73	88	1.0	0.5	0.5	1.862174005074312e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.0070921985815602835	0.5967322541945567	4	3	5.055138194000229e-17	0.6827991094190786	False	False	False	0.5	0.0070921985815602835	dentate_biased
MFSD6	MFSD6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.917419430621299e-06	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.4091954022988506	0.09062762079605481	7	2	3.1419477383404154e-06	0.6827991094190786	False	False	False	0.5	0.09062762079605481	dentate_biased
MICAL3	MICAL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.849350372972128e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8012199497667744	0.13690336899041416	7	3	1.0095817362728592e-16	0.6827991094190786	False	False	False	0.5	0.13690336899041416	dentate_biased
MTUS2	MTUS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4277677851521945e-06	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.6794019933554817	0.04654982175896532	7	2	1.5453235159656238e-06	0.8934908974782608	False	False	False	0.5	0.04654982175896532	dentate_biased
MVB12B	MVB12B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.6666666666666666	0.33333333333333337	2.6227112193940025e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7377795094186204	0.28869856699700436	6	3	6.979951699221584e-17	0.23428822380991143	True	False	False	0.5	0.28869856699700436	dentate_biased
MYO5A	MYO5A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.492574455971531e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7927590511860175	0.24465063647408425	7	2	9.013529669995704e-09	0.6827991094190786	False	False	False	0.5	0.24465063647408425	dentate_biased
MYT1L	MYT1L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.755302875557071e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8569682151589242	0.15680655485081774	7	3	1.3093596495719858e-10	0.6827991094190786	False	False	False	0.5	0.15680655485081774	dentate_biased
NAALADL2	NAALADL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	70	87	1.0	0.5	0.5	9.147617709438806e-23	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.7558223043164365	0.01157651206379488	3	1	7.873485242766973e-22	0.44652159914500644	False	False	False	0.5	0.01157651206379488	dentate_biased
NALCN	NALCN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.124407431053364e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8536770280515542	0.02214836112262595	7	1	1.9689206388776256e-16	0.6827991094190786	False	False	False	0.5	0.02214836112262595	dentate_biased
NCOA7	NCOA7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	1.5100444522552726e-08	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6954022988505747	0.23279815655990915	7	3	1.7927128718892645e-08	0.44652159914500644	True	False	False	0.5	0.23279815655990915	dentate_biased
NDRG4	NDRG4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6056647157190636	0.14654869861806152	7	3	3.0243229640738825e-16	0.6827991094190786	False	False	False	0.5	0.14654869861806152	dentate_biased
NFAT5	NFAT5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.7893617021276595	0.16307978555117694	7	3	2.918621426326764e-20	0.8934908974782608	False	False	False	0.5	0.16307978555117694	dentate_biased
NPTN	NPTN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4609010821207194e-21	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7453183520599251	0.4225858544987836	7	2	1.4544126558909648e-20	0.6827991094190786	False	False	False	0.5	0.4225858544987836	dentate_biased
NPTX1	NPTX1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.30314916886403e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.568676716917923	0.03353234401687851	7	1	1.5634054518033637e-18	0.8934908974782608	False	False	False	0.5	0.03353234401687851	dentate_biased
NRG3	NRG3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.9754464285714286	0.01022566695279502	7	1	2.525441456865347e-21	0.44652159914500644	False	False	False	0.5	0.01022566695279502	dentate_biased
NTRK2	NTRK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9915515691760797e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.8407643312101911	0.3786892576766372	7	3	1.0923695881385383e-18	0.44652159914500644	False	False	False	0.5	0.3786892576766372	dentate_biased
OSBPL1A	OSBPL1A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	1.7040161346712322e-12	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6893939393939394	0.16216625581417712	7	3	2.582816908526836e-12	0.44652159914500644	True	False	False	0.5	0.16216625581417712	dentate_biased
OSBPL6	OSBPL6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.130423775950194e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6867963152507677	0.05870408897066759	7	2	6.563288769257122e-13	0.6827991094190786	False	False	False	0.5	0.05870408897066759	dentate_biased
OTUD7A	OTUD7A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3983431762020878e-08	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.853781512605042	0.00849439268326111	6	1	2.8179882714963858e-08	0.6827991094190786	False	False	False	0.5	0.00849439268326111	dentate_biased
PAM	PAM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.445370217156958e-15	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7767988252569751	0.15941829692685755	7	3	6.799825296645535e-15	0.6827991094190786	False	False	False	0.5	0.15941829692685755	dentate_biased
PARP8	PARP8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6775844421699079	0.07272195918402238	5	2	4.2189899403924324e-12	0.6827991094190786	False	False	False	0.5	0.07272195918402238	dentate_biased
PCLO	PCLO	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8765182186234818	0.17008136887966774	7	3	1.3342153707569805e-13	0.6827991094190786	False	False	False	0.5	0.17008136887966774	dentate_biased
PEAK1	PEAK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.6666666666666666	0.33333333333333337	2.6148715510106758e-05	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.6362126245847176	0.10670643999314154	4	2	2.776141162086224e-05	0.23428822380991143	True	False	False	0.5	0.10670643999314154	dentate_biased
PHACTR1	PHACTR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4277677851521945e-06	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8487690504103166	0.27136753506671407	7	2	1.5453235159656238e-06	0.6827991094190786	False	False	False	0.5	0.27136753506671407	dentate_biased
PHACTR3	PHACTR3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	3.5479830602137554e-09	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7324301439458086	0.15534787671129688	7	3	4.3502403943491435e-09	0.44652159914500644	True	False	False	0.5	0.15534787671129688	dentate_biased
PHC3	PHC3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6920529801324503	0.08120320475627205	7	3	4.6570471277792435e-18	0.6827991094190786	False	False	False	0.5	0.08120320475627205	dentate_biased
PKIA	PKIA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.581772784019975	0.3962779943166614	7	3	4.365475355328137e-19	0.6827991094190786	False	False	False	0.5	0.3962779943166614	dentate_biased
PLD3	PLD3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7986643639353735e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.63283405597162	0.22219886948765855	7	3	5.2180513016946326e-11	0.44652159914500644	False	False	False	0.5	0.22219886948765855	dentate_biased
PLEKHA5	PLEKHA5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.664462203773281e-20	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8657001144601297	0.24493578803055316	7	3	7.987209115009394e-20	0.6827991094190786	False	False	False	0.5	0.24493578803055316	dentate_biased
PLPP1	PLPP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	70	87	1.0	0.5	0.5	4.07873522520824e-20	5	10	0.6666666666666666	0.6666666666666666	0.0	0.52583632803492	0.5523767943883378	0.15609990393852066	4	2	1.772901142981297e-19	0.6877333702083747	False	False	False	0.5	0.15609990393852066	dentate_biased
Plxna2	PLXNA2	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.5770925110132159	0.0880321976125365	7	3	4.6570471277792435e-18	0.44652159914500644	False	False	False	0.5	0.0880321976125365	dentate_biased
PPP1R9A	PPP1R9A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.2263447595369146e-24	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8672114402451481	0.24845943673138793	7	3	6.9613101976472e-23	0.6827991094190786	False	False	False	0.5	0.24845943673138793	dentate_biased
PPP4R4	PPP4R4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6207148829431438	0.016781641251513317	7	1	6.182648752320433e-17	0.6827991094190786	False	False	False	0.5	0.016781641251513317	dentate_biased
PRICKLE1	PRICKLE1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.021758224133274e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.6585594013096352	0.026808457726860014	7	1	3.94593232278451e-10	0.8934908974782608	False	False	False	0.5	0.026808457726860014	dentate_biased
PRKAR1B	PRKAR1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1524338285766923e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.5012626262626263	0.0917098828939662	7	3	2.6754320768956134e-09	0.8934908974782608	False	False	False	0.5	0.0917098828939662	dentate_biased
PRKDC	PRKDC	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.5777957860615883	0.1114465769900379	6	2	5.778661226545355e-14	0.44652159914500644	False	False	False	0.5	0.1114465769900379	dentate_biased
Prox1	PROX1	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	2.341215971920195e-31	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7104984093319194	0.10119946259643485	7	3	1.2695243607737256e-28	0.6827991094190786	False	False	False	0.5	0.10119946259643485	dentate_biased
PTPN4	PTPN4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7311872909698997	0.12013537371226873	6	3	2.468918442539381e-13	0.6827991094190786	False	False	False	0.5	0.12013537371226873	dentate_biased
PTPRN2	PTPRN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.182293533254967e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8396596858638743	0.05552600875738692	6	2	8.649858230777358e-09	0.6827991094190786	False	False	False	0.5	0.05552600875738692	dentate_biased
PTPRO	PTPRO	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5371640063251686e-12	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.7867560110366575	0.06247307862745159	7	3	2.3348100348174305e-12	0.8934908974782608	False	False	False	0.5	0.06247307862745159	dentate_biased
RAPGEFL1	RAPGEFL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.4664513814137065	0.02350224083667468	7	1	3.0243229640738825e-16	0.8934908974782608	False	False	False	0.5	0.02350224083667468	dentate_biased
RAPH1	RAPH1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6143790849673203	0.3531102325204337	7	2	2.918621426326764e-20	0.6827991094190786	False	False	False	0.5	0.3531102325204337	dentate_biased
RASA2	RASA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.275181849266337e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.6851142680667078	0.11623994995333234	7	3	1.534492909748347e-16	0.44652159914500644	False	False	False	0.5	0.11623994995333234	dentate_biased
