gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	branch_specificity
CEP126	CEP126	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.5	0.5	1.2325449586529595e-09	5	10	0.6666666666666666	0.6666666666666666	0.0	0.52583632803492	0.5159663865546219	0.042747358309317966	3	1	1.5579195893463108e-09	0.6877333702083747	False	False	False	0.5	0.042747358309317966	dentate_biased
CHM	CHM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6154485049833887	0.13768554967038502	7	3	4.6570471277792435e-18	0.6827991094190786	False	False	False	0.5	0.13768554967038502	dentate_biased
CHN1	CHN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.554289580921912e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.874439461883408	0.1128824330750742	7	3	5.660245301776525e-13	0.6827991094190786	False	False	False	0.5	0.1128824330750742	dentate_biased
CLIP2	CLIP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	4.7008554528683864e-07	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.46096654275092935	0.17706286466953486	6	3	5.157387697153025e-07	0.44652159914500644	True	False	False	0.5	0.17706286466953486	dentate_biased
CLSTN2	CLSTN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6827729141149463e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.868421052631579	0.042039369505328494	7	2	3.064596516133768e-14	0.8934908974782608	False	False	False	0.5	0.042039369505328494	dentate_biased
CLVS2	CLVS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2685308919734722e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.58679706601467	0.04142551412828668	7	2	1.5987469521734232e-09	0.6827991094190786	False	False	False	0.5	0.04142551412828668	dentate_biased
CNTNAP2	CNTNAP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4277677851521945e-06	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8991696322657177	0.11152052686869188	7	2	1.5453235159656238e-06	0.6827991094190786	False	False	False	0.5	0.11152052686869188	dentate_biased
CPNE4	CPNE4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7134072463259372e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6270815074496056	0.014206849314629228	7	1	2.2647046418531126e-10	0.6827991094190786	False	False	False	0.5	0.014206849314629228	dentate_biased
DCLK1	DCLK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.887093118226504e-21	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8946188340807175	0.6630114520492518	7	3	3.465917627246702e-20	0.6827991094190786	False	False	False	0.5	0.6630114520492518	dentate_biased
DCLK2	DCLK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7802690582959642	0.2704048141221136	7	3	1.6275986099151576e-19	0.6827991094190786	False	False	False	0.5	0.2704048141221136	dentate_biased
DLG2	DLG2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1207738570841405e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9905100830367735	0.18745024624435946	7	3	2.960076252262227e-11	0.6827991094190786	False	False	False	0.5	0.18745024624435946	dentate_biased
DLGAP2	DLGAP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.589370994888366e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8559401309635173	0.015635994188215104	7	1	4.6535240214661485e-10	0.6827991094190786	False	False	False	0.5	0.015635994188215104	dentate_biased
DNAJB14	DNAJB14	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5789473684210527	0.18204016200693252	7	3	6.182648752320433e-17	0.6827991094190786	False	False	False	0.5	0.18204016200693252	dentate_biased
DNAJC6	DNAJC6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	1.2640302891676333e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8595744680851064	0.06599241863160407	7	3	1.6892678356158943e-10	0.23428822380991143	True	False	False	0.5	0.06599241863160407	dentate_biased
DNM1	DNM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.537071772812619e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7333956969130028	0.04960233840204029	7	2	2.157869692705871e-11	0.6827991094190786	False	False	False	0.5	0.04960233840204029	dentate_biased
DNMT3A	DNMT3A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.49494609800643e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.5885471898197243	0.23386028237159656	7	3	8.661728260592985e-13	0.8934908974782608	False	False	False	0.5	0.23386028237159656	dentate_biased
DOK6	DOK6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.306391738877116e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.726027397260274	0.025516797872492766	5	1	5.250457381464005e-09	0.8934908974782608	False	False	False	0.5	0.025516797872492766	dentate_biased
DPY19L3	DPY19L3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5787234042553191	0.10996894603357656	7	3	2.3936688498484222e-17	0.6827991094190786	False	False	False	0.5	0.10996894603357656	dentate_biased
Dpysl3	DPYSL3	morphogenesis_cytoskeleton	shared_structural_executor	moderate_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.6666666666666666	0.33333333333333337	2.5037147369020497e-21	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.17567567567567569	0.5167042304690118	7	3	1.4756949087881918e-20	0.23428822380991143	True	False	False	0.5	0.17567567567567569	dentate_biased
DSCAM	DSCAM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0272635466983916e-08	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.850130890052356	0.03609873554634184	7	1	1.2310136092755866e-08	0.6827991094190786	False	False	False	0.5	0.03609873554634184	dentate_biased
DYNC1I1	DYNC1I1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1524338285766923e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8299737072743207	0.027844252693686688	7	1	2.6754320768956134e-09	0.6827991094190786	False	False	False	0.5	0.027844252693686688	dentate_biased
EML5	EML5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.818956200293058e-25	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6694352159468439	0.08000741086692795	6	2	1.0404488342598554e-23	0.6827991094190786	False	False	False	0.5	0.08000741086692795	dentate_biased
ENO2	ENO2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4609010821207194e-21	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.3510747185261003	0.03602128694568051	7	2	1.4544126558909648e-20	0.8934908974782608	False	False	False	0.5	0.03602128694568051	dentate_biased
EPHA5	EPHA5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6383207750269106	0.1719512610823089	7	3	2.708095877338438e-08	0.6827991094190786	False	False	False	0.5	0.1719512610823089	dentate_biased
EPHA6	EPHA6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8765182186234818	0.002720785365367218	6	1	1.0380442664574929e-12	0.6827991094190786	False	False	False	0.5	0.002720785365367218	dentate_biased
FAM189A1	FAM189A1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3252136388244642e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5657894736842105	0.03115630926737118	5	2	1.6643823871512813e-09	0.6827991094190786	False	False	False	0.5	0.03115630926737118	dentate_biased
FBXL17	FBXL17	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.0934198018712315e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.8378557246856386	0.05097842726503646	6	2	8.222582782179782e-17	0.44652159914500644	False	False	False	0.5	0.05097842726503646	dentate_biased
FGF14	FGF14	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2685308919734722e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.896797153024911	0.042047891378653175	7	2	1.5987469521734232e-09	0.6827991094190786	False	False	False	0.5	0.042047891378653175	dentate_biased
FHOD3	FHOD3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.724308558976315e-20	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7066090179122916	0.04183988019795537	3	2	1.6275986099151576e-19	0.6827991094190786	False	False	False	0.5	0.04183988019795537	dentate_biased
FNIP2	FNIP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.492574455971531e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.6003717472118959	0.071459399865155	7	2	9.013529669995704e-09	0.8934908974782608	False	False	False	0.5	0.071459399865155	dentate_biased
FOXN3	FOXN3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.753281702531358e-29	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7243867243867244	0.29243828397226507	7	3	2.626086455738876e-27	0.6827991094190786	False	False	False	0.5	0.29243828397226507	dentate_biased
FRMD5	FRMD5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	3.104428968965678e-05	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7995689655172413	0.11496042673094986	7	2	3.2942790771460646e-05	0.23428822380991143	True	False	False	0.5	0.11496042673094986	dentate_biased
FRRS1L	FRRS1L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	5.305346574408378e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6608763585395556	0.20238305129298323	6	3	8.411766608108021e-13	0.6827991094190786	False	False	False	0.5	0.20238305129298323	dentate_biased
FRYL	FRYL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	0.07910912394489006	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7259136212624585	0.18045667135754423	7	3	0.08147563619965172	0.23428822380991143	True	False	False	0.5	0.18045667135754423	dentate_biased
GABRA5	GABRA5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6827729141149463e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.5528182893180922	0.0037209767276616098	7	0	3.064596516133768e-14	0.8934908974782608	False	False	False	0.5	0.0037209767276616098	dentate_biased
GABRB2	GABRB2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8367346938775511	0.00900463305771998	6	1	1.4460279855484823e-15	0.6827991094190786	False	False	False	0.5	0.00900463305771998	dentate_biased
GARNL3	GARNL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.067977197448658e-26	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.7431457431457431	0.041830864359612856	6	1	4.312925520448211e-25	0.44652159914500644	False	False	False	0.5	0.041830864359612856	dentate_biased
GNAQ	GNAQ	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9277408637873754	0.3984482800157174	7	3	5.1857576304712154e-21	0.6827991094190786	False	False	False	0.5	0.3984482800157174	dentate_biased
GNPTAB	GNPTAB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8260614907209237e-09	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.4351781652767248	0.08450658699654542	7	3	2.2894377880772735e-09	0.6827991094190786	False	False	False	0.5	0.08450658699654542	dentate_biased
GPC6	GPC6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.6666666666666666	0.33333333333333337	7.255735739071494e-06	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.1675926723519109	0.2615247061790291	4	3	7.767863187584438e-06	0.23428822380991143	True	False	False	0.5	0.1675926723519109	dentate_biased
GPM6B	GPM6B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.342951883740048e-22	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9519094766619519	0.8303230951343612	7	3	1.055385012982668e-21	0.6827991094190786	False	False	False	0.5	0.8303230951343612	dentate_biased
GRAMD1B	GRAMD1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.7506112469437652	0.100576315449229	7	2	2.342041309412446e-18	0.8934908974782608	False	False	False	0.5	0.100576315449229	dentate_biased
GRIN1	GRIN1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.5	0.5	3.589370994888366e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.647812166488794	0.037693369462206375	7	2	4.6535240214661485e-10	0.8934908974782608	False	False	False	0.5	0.037693369462206375	dentate_biased
HLCS	HLCS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.956533566832458e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7102689486552567	0.019974992740965453	6	1	1.9347221195582512e-16	0.6827991094190786	False	False	False	0.5	0.019974992740965453	dentate_biased
HYDIN	HYDIN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.867213759320818e-27	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.7227279268906959	0.011182706412694612	3	0	1.2874373956057139e-25	0.8934908974782608	False	False	False	0.5	0.011182706412694612	dentate_biased
ICA1	ICA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.5197368421052632	0.12781118736903743	7	2	2.468918442539381e-13	0.44652159914500644	False	False	False	0.5	0.12781118736903743	dentate_biased
ICE1	ICE1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.5	0.5	1.9371898598007214e-16	5	10	0.6666666666666666	0.6666666666666666	0.0	0.52583632803492	0.6067415730337079	0.21133525456292027	5	2	4.489064963576672e-16	0.6877333702083747	False	False	False	0.5	0.21133525456292027	dentate_biased
IDS	IDS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7722929936305732	0.1305451188396075	6	3	2.468918442539381e-13	0.6827991094190786	False	False	False	0.5	0.1305451188396075	dentate_biased
IMMP2L	IMMP2L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4809136530374125e-20	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8065506653019447	0.05448469419213768	6	2	1.1826597172391534e-19	0.6827991094190786	False	False	False	0.5	0.05448469419213768	dentate_biased
JPH4	JPH4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5465110373514467e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5684931506849316	0.11966782512496166	7	3	3.52032022945525e-11	0.6827991094190786	False	False	False	0.5	0.11966782512496166	dentate_biased
KALRN	KALRN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9148737137511693	0.08685841914601533	7	3	1.4460279855484823e-15	0.6827991094190786	False	False	False	0.5	0.08685841914601533	dentate_biased
KAZN	KAZN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.203051278371649e-12	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8761531851419492	0.06855841061655113	5	2	6.197429111344737e-12	0.6827991094190786	False	False	False	0.5	0.06855841061655113	dentate_biased
KCNH7	KCNH7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4380117306227187e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.2366412213740458	0.04875268706440343	7	2	1.914700702099863e-10	0.6827991094190786	False	False	False	0.5	0.04875268706440343	dentate_biased
KCNIP4	KCNIP4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9101964452759589	0.12713531030464922	7	3	1.3342153707569805e-13	0.6827991094190786	False	False	False	0.5	0.12713531030464922	dentate_biased
KCNQ1OT1	KCNQ1OT1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.6666666666666666	0.33333333333333337	0.0010970198660267382	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5225356406165853	0.6167908306700047	6	3	0.0011472690884339418	0.23428822380991143	True	False	False	0.5	0.5225356406165853	dentate_biased
KCNT2	KCNT2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7599667774086378	0.011258095701517085	7	1	2.342041309412446e-18	0.6827991094190786	False	False	False	0.5	0.011258095701517085	dentate_biased
KCTD1	KCTD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.8084595440445163e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6295681063122923	0.09518767141665213	7	3	4.919921829084309e-10	0.6827991094190786	False	False	False	0.5	0.09518767141665213	dentate_biased
KDM4C	KDM4C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7535410764872521	0.07174031260514571	7	2	1.4460279855484823e-15	0.6827991094190786	False	False	False	0.5	0.07174031260514571	dentate_biased
KIDINS220	KIDINS220	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3377128113633253e-16	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.724907063197026	0.3022524473270757	7	3	3.146962134324352e-16	0.6827991094190786	False	False	False	0.5	0.3022524473270757	dentate_biased
KIF13A	KIF13A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	1.8329681699471687e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7562251517053777	0.09428557079645544	4	2	4.9946079907228756e-17	0.44652159914500644	True	False	False	0.5	0.09428557079645544	dentate_biased
KIF21A	KIF21A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	0.6666666666666666	0.6666666666666666	0.0	0.7404431743695444	0.6659494351802044	0.2969349920514163	7	3	1.6370580032515778e-11	0.8934908974782608	False	False	False	0.5	0.2969349920514163	dentate_biased
KIRREL3	KIRREL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.1809350517676156e-18	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8906882591093117	0.04353612034744452	7	2	9.80035245352835e-18	0.6827991094190786	False	False	False	0.5	0.04353612034744452	dentate_biased
LARP1B	LARP1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	5.703056805994537e-12	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.5680698095045262	0.08247721567657115	3	3	8.274200810837558e-12	0.44652159914500644	False	False	False	0.5	0.08247721567657115	dentate_biased
LMO7	LMO7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.6666666666666666	0.0	0.2926959764730425	0.6722173531989483	0.016173023384425885	7	0	1.3342153707569805e-13	0.44652159914500644	False	False	False	0.5	0.016173023384425885	dentate_biased
LPGAT1	LPGAT1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	0.0021495317146365545	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5572715572715573	0.2508062111920706	7	3	0.002241506869733984	0.23428822380991143	True	False	False	0.5	0.2508062111920706	dentate_biased
LRBA	LRBA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.2263447595369146e-24	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7934714375392341	0.16668352585086868	6	3	6.9613101976472e-23	0.6827991094190786	False	False	False	0.5	0.16668352585086868	dentate_biased
LRFN2	LRFN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.679575093765345e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.3744493392070485	0.014693254447242158	6	1	9.786720551337858e-10	0.6827991094190786	False	False	False	0.5	0.014693254447242158	dentate_biased
LRP1B	LRP1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.445370217156958e-15	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.9680851063829787	0.1511789950347909	7	2	6.799825296645535e-15	0.6827991094190786	False	False	False	0.5	0.1511789950347909	dentate_biased
LRRC8B	LRRC8B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.49494609800643e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.6825396825396826	0.09310189889716293	5	2	8.661728260592985e-13	0.6827991094190786	False	False	False	0.5	0.09310189889716293	dentate_biased
LYST	LYST	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.759715825533523e-23	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7535515750463249	0.0642846148633753	7	2	4.356043723874351e-22	0.6827991094190786	False	False	False	0.5	0.0642846148633753	dentate_biased
MAGI1	MAGI1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.63332223246932e-23	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.8519648988935521	0.1989675363109275	7	3	3.471663401861654e-22	0.6827991094190786	False	False	False	0.5	0.1989675363109275	dentate_biased
MAP2K1	MAP2K1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.554289580921912e-13	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.5584415584415584	0.15623454745979126	7	3	5.660245301776525e-13	0.6827991094190786	False	False	False	0.5	0.15623454745979126	dentate_biased
MAP4K5	MAP4K5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	8.502435433906776e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8495946323734973	0.15619607227157084	7	3	2.0559400731486953e-16	0.23428822380991143	True	False	False	0.5	0.15619607227157084	dentate_biased
MAP7D2	MAP7D2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.450889394304311e-10	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.42072676230571626	0.1277102932134968	6	2	3.223759306395422e-10	0.6827991094190786	False	False	False	0.5	0.1277102932134968	dentate_biased
