dataset	sample	group	species	region	platform	panel	n_cells_or_spots	panel_gene_count	genes_found_in_matrix	mean_genes_detected_per_cell	mean_detection_fraction_panel	mean_sum_expression	mean_expression_panel	mean_log1p_expression_panel	mean_log1p_expression_found_genes	source_path
GSE95752	C1_all_cells	DG09	mouse	dentate_gyrus	C1	shared_granule_neuronal	110	13	13	5.31818	0.409091	21.6273	1.66364	0.513583	0.513583	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	mouse	dentate_gyrus	C1	axon_guidance_synapse	75	15	15	2.94667	0.196444	7.10667	0.473778	0.210827	0.210827	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	mouse	dentate_gyrus	C1	cerebellar_identity	75	11	6	0.293333	0.0266667	0.453333	0.0412121	0.0237323	0.0435092	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	mouse	dentate_gyrus	C1	dentate_identity	75	8	8	1.33333	0.166667	4.86667	0.608333	0.216808	0.216808	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	75	8	7	4.72	0.59	24.16	3.02	0.926547	1.05891	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	75	12	12	3.97333	0.331111	11.5067	0.958889	0.396259	0.396259	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	mouse	dentate_gyrus	C1	shared_granule_neuronal	75	13	13	3.58667	0.275897	12.9467	0.995897	0.342173	0.342173	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	mouse	dentate_gyrus	C1	axon_guidance_synapse	121	15	15	3.41322	0.227548	9.76033	0.650689	0.262855	0.262855	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	mouse	dentate_gyrus	C1	cerebellar_identity	121	11	6	0.322314	0.0293013	0.545455	0.0495868	0.0263807	0.0483647	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	mouse	dentate_gyrus	C1	dentate_identity	121	8	8	1.66116	0.207645	5.03306	0.629132	0.255587	0.255587	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	121	8	7	4.67769	0.584711	20.7521	2.59401	0.847436	0.968498	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	121	12	12	4.81818	0.401515	17.1488	1.42906	0.507078	0.507078	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	mouse	dentate_gyrus	C1	shared_granule_neuronal	121	13	13	4.18182	0.321678	20.4132	1.57025	0.425621	0.425621	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	mouse	dentate_gyrus	C1	axon_guidance_synapse	85	15	15	3.28235	0.218824	10.0941	0.672941	0.265139	0.265139	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	mouse	dentate_gyrus	C1	cerebellar_identity	85	11	6	0.188235	0.0171123	0.270588	0.0245989	0.0148969	0.027311	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	mouse	dentate_gyrus	C1	dentate_identity	85	8	8	1.91765	0.239706	6.45882	0.807353	0.306783	0.306783	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	85	8	7	4.70588	0.588235	21.4	2.675	0.875209	1.00024	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	85	12	12	4.8	0.4	18.4824	1.5402	0.538581	0.538581	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	mouse	dentate_gyrus	C1	shared_granule_neuronal	85	13	13	4.67059	0.359276	21.5294	1.65611	0.487458	0.487458	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	mouse	dentate_gyrus	C1	axon_guidance_synapse	79	15	15	3.40506	0.227004	10.2405	0.6827	0.265404	0.265404	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	mouse	dentate_gyrus	C1	cerebellar_identity	79	11	6	0.303797	0.027618	0.594937	0.0540852	0.0272371	0.0499347	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	mouse	dentate_gyrus	C1	dentate_identity	79	8	8	1.89873	0.237342	5.82278	0.727848	0.292349	0.292349	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	79	8	7	4.8481	0.606013	22.6456	2.8307	0.910031	1.04004	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	79	12	12	4.64557	0.387131	15.2785	1.27321	0.49415	0.49415	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	mouse	dentate_gyrus	C1	shared_granule_neuronal	79	13	13	4.55696	0.350536	16.1392	1.24148	0.452168	0.452168	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	mouse	dentate_gyrus	C1	axon_guidance_synapse	59	15	15	3.79661	0.253107	11.4237	0.761582	0.29789	0.29789	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	mouse	dentate_gyrus	C1	cerebellar_identity	59	11	6	0.20339	0.01849	0.389831	0.0354391	0.0185194	0.0339522	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	mouse	dentate_gyrus	C1	dentate_identity	59	8	8	2.22034	0.277542	8.69492	1.08686	0.384495	0.384495	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	59	8	7	5.08475	0.635593	26.2203	3.27754	1.01233	1.15695	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	59	12	12	4.9322	0.411017	17.5424	1.46186	0.540637	0.540637	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	mouse	dentate_gyrus	C1	shared_granule_neuronal	59	13	13	5.22034	0.401565	18.9661	1.45893	0.52246	0.52246	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	mouse	dentate_gyrus	C1	axon_guidance_synapse	132	15	15	3.94697	0.263131	11.7955	0.786364	0.309173	0.309173	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	mouse	dentate_gyrus	C1	cerebellar_identity	132	11	6	0.219697	0.0199725	0.272727	0.0247934	0.0157986	0.028964	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	mouse	dentate_gyrus	C1	dentate_identity	132	8	8	2.04545	0.255682	6.53788	0.817235	0.320451	0.320451	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	132	8	7	4.89394	0.611742	20.6591	2.58239	0.882241	1.00827	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	132	12	12	4.74242	0.395202	14.9242	1.24369	0.494542	0.494542	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	mouse	dentate_gyrus	C1	shared_granule_neuronal	132	13	13	5	0.384615	18.5606	1.42774	0.494296	0.494296	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	mouse	dentate_gyrus	C1	axon_guidance_synapse	53	15	15	3.35849	0.223899	9.67925	0.645283	0.268119	0.268119	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	mouse	dentate_gyrus	C1	cerebellar_identity	53	11	6	0.0943396	0.00857633	0.207547	0.0188679	0.00940075	0.0172347	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	mouse	dentate_gyrus	C1	dentate_identity	53	8	8	1.83019	0.228774	4.39623	0.549528	0.253609	0.253609	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	53	8	7	2.98113	0.372642	9.92453	1.24057	0.462115	0.528131	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	53	12	12	4.13208	0.34434	13.434	1.1195	0.442999	0.442999	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	mouse	dentate_gyrus	C1	shared_granule_neuronal	53	13	13	4.73585	0.364296	18.2264	1.40203	0.482557	0.482557	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	mouse	dentate_gyrus	C1	axon_guidance_synapse	155	15	15	2.12903	0.141935	6.34194	0.422796	0.170594	0.170594	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	mouse	dentate_gyrus	C1	cerebellar_identity	155	11	6	0.283871	0.0258065	0.606452	0.055132	0.0263334	0.0482779	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	mouse	dentate_gyrus	C1	dentate_identity	155	8	8	1.4129	0.176613	4.47742	0.559677	0.217226	0.217226	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	155	8	7	4.94194	0.617742	23.8839	2.98548	0.921557	1.05321	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	155	12	12	4.25161	0.354301	16.1097	1.34247	0.484447	0.484447	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	mouse	dentate_gyrus	C1	shared_granule_neuronal	155	13	13	3.92903	0.302233	15.2452	1.1727	0.398929	0.398929	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	mouse	dentate_gyrus	C1	axon_guidance_synapse	76	15	15	1.23684	0.0824561	2	0.133333	0.0744441	0.0744441	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	mouse	dentate_gyrus	C1	cerebellar_identity	76	11	6	0.552632	0.0502392	0.697368	0.0633971	0.0400174	0.0733652	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	mouse	dentate_gyrus	C1	dentate_identity	76	8	8	0.434211	0.0542763	0.684211	0.0855263	0.0483569	0.0483569	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	76	8	7	3.82895	0.478618	11.3553	1.41941	0.579843	0.662678	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	76	12	12	3.07895	0.256579	7.36842	0.614035	0.278298	0.278298	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	mouse	dentate_gyrus	C1	shared_granule_neuronal	76	13	13	1.5	0.115385	2.40789	0.185223	0.104099	0.104099	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	mouse	dentate_gyrus	C1	axon_guidance_synapse	87	15	15	1.94253	0.129502	4.36782	0.291188	0.137433	0.137433	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	mouse	dentate_gyrus	C1	cerebellar_identity	87	11	6	0.505747	0.045977	1	0.0909091	0.045762	0.083897	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	mouse	dentate_gyrus	C1	dentate_identity	87	8	8	0.528736	0.066092	1.14943	0.143678	0.069186	0.069186	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	87	8	7	3.7931	0.474138	16.3103	2.03879	0.693661	0.792755	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	87	12	12	4.05747	0.338123	15.6207	1.30172	0.466272	0.466272	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	mouse	dentate_gyrus	C1	shared_granule_neuronal	87	13	13	2.12644	0.163572	5.54023	0.426172	0.182889	0.182889	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	mouse	dentate_gyrus	C1	axon_guidance_synapse	129	15	15	5.78295	0.38553	21.031	1.40207	0.496195	0.496195	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	mouse	dentate_gyrus	C1	cerebellar_identity	129	11	6	0.20155	0.0183228	0.294574	0.0267794	0.0154948	0.0284071	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	mouse	dentate_gyrus	C1	dentate_identity	129	8	8	2.34109	0.292636	8.30233	1.03779	0.361511	0.361511	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	129	8	7	5.97674	0.747093	42.1163	5.26453	1.34243	1.53421	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	129	12	12	9.68217	0.806848	124.302	10.3585	1.67009	1.67009	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	mouse	dentate_gyrus	C1	shared_granule_neuronal	129	13	13	7.20155	0.553965	46.9147	3.60883	0.87852	0.87852	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	mouse	dentate_gyrus	C1	axon_guidance_synapse	136	15	15	4.55882	0.303922	13.6103	0.907353	0.36031	0.36031	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	mouse	dentate_gyrus	C1	cerebellar_identity	136	11	6	0.257353	0.0233957	0.308824	0.0280749	0.0179564	0.0329201	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	mouse	dentate_gyrus	C1	dentate_identity	136	8	8	2.17647	0.272059	9.73529	1.21691	0.384512	0.384512	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	136	8	7	5.83824	0.729779	39.2279	4.90349	1.2906	1.47497	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	136	12	12	7.41176	0.617647	57.6324	4.8027	1.11291	1.11291	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	mouse	dentate_gyrus	C1	shared_granule_neuronal	136	13	13	5.80147	0.446267	25	1.92308	0.625415	0.625415	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	mouse	dentate_gyrus	C1	axon_guidance_synapse	119	15	15	5.69748	0.379832	19.4118	1.29412	0.482085	0.482085	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	mouse	dentate_gyrus	C1	cerebellar_identity	119	11	6	0.285714	0.025974	0.529412	0.0481283	0.024373	0.0446838	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	mouse	dentate_gyrus	C1	dentate_identity	119	8	8	3.01681	0.377101	16.2857	2.03571	0.571073	0.571073	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	119	8	7	6.15966	0.769958	46.0168	5.7521	1.44009	1.64582	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	119	12	12	8.7563	0.729692	80.7311	6.72759	1.43267	1.43267	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	mouse	dentate_gyrus	C1	shared_granule_neuronal	119	13	13	7.30252	0.561732	36.0924	2.77634	0.84546	0.84546	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	mouse	dentate_gyrus	C1	axon_guidance_synapse	120	15	15	4.33333	0.288889	13.0833	0.872222	0.344284	0.344284	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	mouse	dentate_gyrus	C1	cerebellar_identity	120	11	6	0.258333	0.0234848	0.433333	0.0393939	0.0223721	0.0410156	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	mouse	dentate_gyrus	C1	dentate_identity	120	8	8	2	0.25	9.48333	1.18542	0.357117	0.357117	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	120	8	7	5.78333	0.722917	38.3083	4.78854	1.26258	1.44295	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	120	12	12	6.725	0.560417	45.2083	3.76736	0.966375	0.966375	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	mouse	dentate_gyrus	C1	shared_granule_neuronal	120	13	13	5.65	0.434615	23.1667	1.78205	0.602459	0.602459	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	mouse	dentate_gyrus	C1	axon_guidance_synapse	132	15	15	5.43939	0.362626	19.197	1.2798	0.467137	0.467137	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	mouse	dentate_gyrus	C1	cerebellar_identity	132	11	6	0.159091	0.0144628	0.287879	0.0261708	0.0138697	0.0254277	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	mouse	dentate_gyrus	C1	dentate_identity	132	8	8	2.74242	0.342803	12.3409	1.54261	0.490927	0.490927	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	132	8	7	5.87121	0.733902	37.9545	4.74432	1.28749	1.47142	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	132	12	12	8.03788	0.669823	57.053	4.75442	1.16503	1.16503	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	mouse	dentate_gyrus	C1	shared_granule_neuronal	132	13	13	7.15152	0.550117	36.0152	2.7704	0.810674	0.810674	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	mouse	dentate_gyrus	C1	axon_guidance_synapse	94	15	15	5.38298	0.358865	20.5745	1.37163	0.475762	0.475762	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	mouse	dentate_gyrus	C1	cerebellar_identity	94	11	6	0.244681	0.0222437	0.37234	0.0338491	0.0194294	0.0356205	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	mouse	dentate_gyrus	C1	dentate_identity	94	8	8	3.10638	0.388298	15.3191	1.91489	0.582682	0.582682	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	94	8	7	6.14894	0.768617	47.117	5.88963	1.45315	1.66075	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	94	12	12	7.47872	0.623227	56.5	4.70833	1.1336	1.1336	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	mouse	dentate_gyrus	C1	shared_granule_neuronal	94	13	13	7.2234	0.555646	38.4149	2.95499	0.851482	0.851482	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
