gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	branch_specificity	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
NUAK2	NUAK2	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.0017167440604175456	0.006270903010033445	0.051670720134738536	0	1	1.0	0.015247217002160102	False	False	0.0	0.006270903010033445	cerebellar_biased	51626700	NUAK2	Nuak2	NUAK2	same_symbol	81788	74137	HGNC:29558	MGI:1921387	True
NUDT22	NUDT22	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.027056607689968894	0.08063377171915624	1	2	1.0	0.015247217002160102	False	False	0.0	0.027056607689968894	cerebellar_biased	51628271	NUDT22	Nudt22	NUDT22	same_symbol	84304	68323	HGNC:28189	MGI:1915573	True
NXPH3	NXPH3	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0038958376050850932	0.06830681195950561	0	1	1.0	0.015247217002160102	False	False	0.0	0.0038958376050850932	cerebellar_biased	51634360	NXPH3	Nxph3	NXPH3	same_symbol	11248	104079	HGNC:8077	MGI:1336188	True
OLIG3	OLIG3	mgi_one_to_one_ortholog_gene	2	2	0.5	1.0	-0.5	0.9848085890117112	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0	0.006500529036356331	1	0	1.0	0.005366742498130141	False	False	0.0	0.0	cerebellar_biased	51623587	OLIG3	Olig3	OLIG3	same_symbol	167826	94222	HGNC:18003	MGI:2149955	True
OTX2	OTX2	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9026289135802041	6	12	1.0	0.5	0.5	0.00021486327043911477	0.00020903010033444816	0.20708113665797168	0	3	1.0	0.005366742498130141	False	False	0.0	0.00020903010033444816	cerebellar_biased	51619024	OTX2	Otx2	OTX2	same_symbol	5015	18424	HGNC:8522	MGI:97451	True
OTX2-AS1	OTX2-AS1	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	6	12	1.0	0.5	0.5	0.00021486327043911477	0.019105199516324063	0.01771344145557133	0	1	1.0	0.005366742498130141	False	False	0.0	0.01771344145557133	cerebellar_biased	51634821	OTX2-AS1	Otx2os1	OTX2OS1	nonidentical_symbol	100309464	606497	HGNC:43906	MGI:3583292	True
PALB2	PALB2	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.04506847962885275	0.05959101783521728	1	2	1.0	0.015247217002160102	False	False	0.0	0.04506847962885275	cerebellar_biased	51619413	PALB2	Palb2	PALB2	same_symbol	79728	233826	HGNC:26144	MGI:3040695	True
PAN2	PAN2	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.851408504061834	6	12	1.0	0.5	0.5	0.0017167440604175456	0.09514999339236158	0.11032335118469658	3	2	1.0	0.015247217002160102	False	False	0.0	0.09514999339236158	cerebellar_biased	51620129	PAN2	Pan2	PAN2	same_symbol	9924	103135	HGNC:20074	MGI:1918984	True
PAUPAR	PAUPAR	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	5	10	1.0	0.5	0.5	0.0007477303749822311	0.00020339672531272246	0.03744901742677049	0	1	1.0	0.015247217002160102	False	False	0.0	0.00020339672531272246	cerebellar_biased	51634847	PAUPAR	Paupar	PAUPAR	same_symbol	103157000	103164605	HGNC:49670	MGI:5543919	False
PBLD	PBLD	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.0017167440604175456	0.022448979591836733	0.029339066746410743	1	0	1.0	0.015247217002160102	False	False	0.0	0.022448979591836733	cerebellar_biased	51628597	PBLD	Pbld2	PBLD2	nonidentical_symbol	64081	67307	HGNC:23301	MGI:1914557	True
PCK2	PCK2	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.005870422063872723	0.08741028594574753	0	2	1.0	0.015247217002160102	False	False	0.0	0.005870422063872723	cerebellar_biased	51621884	PCK2	Pck2	PCK2	same_symbol	5106	74551	HGNC:8725	MGI:1860456	True
PGF	PGF	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0015245397179436074	0.12624341878964607	0	2	1.0	0.015247217002160102	False	False	0.0	0.0015245397179436074	cerebellar_biased	51623804	PGF	Pgf	PGF	same_symbol	5228	18654	HGNC:8893	MGI:105095	True
PHF21B	PHF21B	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9548722748046113	6	12	1.0	0.5	0.5	0.00021486327043911477	0.04401501306350754	0.24267271422860714	3	3	1.0	0.005366742498130141	False	False	0.0	0.04401501306350754	cerebellar_biased	51631456	PHF21B	Phf21b	PHF21B	same_symbol	112885	271305	HGNC:25161	MGI:2443812	True
PHYH	PHYH	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.030334682254434423	0.19783470819556304	3	3	1.0	0.03613674988490279	False	False	0.0	0.030334682254434423	cerebellar_biased	51628443	PHYH	Phyh	PHYH	same_symbol	5264	16922	HGNC:8940	MGI:891978	True
PIDD1	PIDD1	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	5	10	1.0	0.5	0.5	0.0007477303749822311	0.035012541806020064	0.033607169529499624	1	1	1.0	0.015247217002160102	False	False	0.0	0.033607169529499624	cerebellar_biased	51623826	PIDD1	Pidd1	PIDD1	same_symbol	55367	57913	HGNC:16491	MGI:1889507	True
PIF1	PIF1	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.00021486327043911477	0.00303951367781155	0.07733270787947902	0	1	1.0	0.005366742498130141	False	False	0.0	0.00303951367781155	cerebellar_biased	51617386	PIF1	Pif1	PIF1	same_symbol	80119	208084	HGNC:26220	MGI:2143057	True
PIM1	PIM1	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.0017167440604175456	0.02064476761924133	0.2305370097211333	2	2	1.0	0.015247217002160102	False	False	0.0	0.02064476761924133	cerebellar_biased	51627722	PIM1	Pim1	PIM1	same_symbol	5292	18712	HGNC:8986	MGI:97584	True
PLK1	PLK1	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.02495255736913613	0.1209062082621886	1	2	1.0	0.03613674988490279	False	False	0.0	0.02495255736913613	cerebellar_biased	51617186	PLK1	Plk1	PLK1	same_symbol	5347	18817	HGNC:9077	MGI:97621	True
PLPPR1	PLPPR1	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	5	10	1.0	0.5	0.5	0.0007477303749822311	0.6941904249596558	0.7189721159103335	2	2	1.0	0.015247217002160102	False	False	0.0	0.6941904249596558	cerebellar_biased	51623025	PLPPR1	Plppr1	PLPPR1	same_symbol	54886	272031	HGNC:25993	MGI:2445015	True
PRC1	PRC1	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.0057398616149937735	0.21668580348717514	1	3	1.0	0.03613674988490279	False	False	0.0	0.0057398616149937735	cerebellar_biased	51616971	PRC1	Prc1	PRC1	same_symbol	9055	233406	HGNC:9341	MGI:1858961	True
PRDX4	PRDX4	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.025561088330966236	0.47765564814269645	3	3	1.0	0.015247217002160102	False	False	0.0	0.025561088330966236	cerebellar_biased	51619694	PRDX4	Prdx4	PRDX4	same_symbol	10549	53381	HGNC:17169	MGI:1859815	True
PRKRA	PRKRA	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.19365359019862127	0.42004545486284073	4	3	1.0	0.03613674988490279	False	False	0.0	0.19365359019862127	cerebellar_biased	51622607	PRKRA	Prkra	PRKRA	same_symbol	8575	23992	HGNC:9438	MGI:1344375	True
PROSER3	PROSER3	mgi_one_to_one_ortholog_gene	2	2	0.5	1.0	-0.5	0.9848085890117112	5	10	1.0	0.5	0.5	0.005744073222698901	0.04073291604684033	0.07318894697535475	1	1	1.0	0.03613674988490279	False	False	0.0	0.04073291604684033	cerebellar_biased	51620653	PROSER3	Proser3	PROSER3	same_symbol	148137	333193	HGNC:25204	MGI:2681861	True
PRX	PRX	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.009879767867540601	0.010383932231179123	0.015495516959748035	0	0	1.0	0.03613674988490279	False	False	0.0	0.010383932231179123	cerebellar_biased	51620612	PRX	Prx	PRX	same_symbol	57716	19153	HGNC:13797	MGI:108176	True
PSME2	PSME2	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.01309103585444994	0.3682531710293654	4	2	1.0	0.03613674988490279	False	False	0.0	0.01309103585444994	cerebellar_biased	51623700	PSME2	Psme2	PSME2	same_symbol	5721	19188	HGNC:9569	MGI:1096365	True
PUM3	PUM3	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	5	10	1.0	0.5	0.5	0.005744073222698901	0.6481443510354726	0.2591486183719193	2	2	1.0	0.03613674988490279	False	False	0.0	0.2591486183719193	cerebellar_biased	51635120	PUM3	Pum3	PUM3	same_symbol	9933	52874	HGNC:29676	MGI:106253	True
PUS1	PUS1	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.851408504061834	6	12	1.0	0.5	0.5	0.009879767867540601	0.090469116304321	0.09467297698474429	2	1	1.0	0.03613674988490279	False	False	0.0	0.090469116304321	cerebellar_biased	51627706	PUS1	Pus1	PUS1	same_symbol	80324	56361	HGNC:15508	MGI:1929237	True
PYM1	PYM1	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	5	10	1.0	0.5	0.5	0.005744073222698901	0.03657880580957504	0.3281423804226919	1	2	1.0	0.03613674988490279	False	False	0.0	0.03657880580957504	cerebellar_biased	51627360	PYM1	Pym1	PYM1	same_symbol	84305	78428	HGNC:30258	MGI:1925678	True
RAB13	RAB13	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0	0.15008945574190669	0	2	1.0	0.015247217002160102	False	False	0.0	0.0	cerebellar_biased	51617303	RAB13	Rab13	RAB13	same_symbol	5872	68328	HGNC:9762	MGI:1927232	True
RAB1A	RAB1A	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	6	12	1.0	0.5	0.5	0.009879767867540601	0.43038666484492416	0.6186620503937106	2	3	1.0	0.03613674988490279	False	False	0.0	0.43038666484492416	cerebellar_biased	51619660	RAB1A	Rab1a	RAB1A	same_symbol	5861	19324	HGNC:9758	MGI:97842	True
RAD54L	RAD54L	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.01944037280763007	0.12348322663126762	2	2	1.0	0.015247217002160102	False	False	0.0	0.01944037280763007	cerebellar_biased	51629536	RAD54L	Rad54l	RAD54L	same_symbol	8438	19366	HGNC:9826	MGI:894697	True
RASGEF1B	RASGEF1B	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9968955960956881	6	12	1.0	0.5	0.5	0.009879767867540601	0.45872646096346215	0.0869953633656384	1	3	1.0	0.03613674988490279	False	False	0.0	0.0869953633656384	cerebellar_biased	51620161	RASGEF1B	Rasgef1b	RASGEF1B	same_symbol	153020	320292	HGNC:24881	MGI:2443755	True
RASSF4	RASSF4	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.00021486327043911477	0.05562273276904474	0.26475969091940166	1	3	1.0	0.005366742498130141	False	False	0.0	0.05562273276904474	cerebellar_biased	51635160	RASSF4	Rassf4	RASSF4	same_symbol	83937	213391	HGNC:20793	MGI:2386853	True
RBBP8	RBBP8	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0511264559616208	0.2121310428491922	1	3	1.0	0.015247217002160102	False	False	0.0	0.0511264559616208	cerebellar_biased	51628668	RBBP8	Rbbp8	RBBP8	same_symbol	5932	225182	HGNC:9891	MGI:2442995	True
REEP3	REEP3	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3379662481321444	0.4157152359443388	5	3	1.0	0.015247217002160102	False	False	0.0	0.3379662481321444	cerebellar_biased	51620190	REEP3	Reep3	REEP3	same_symbol	221035	28193	HGNC:23711	MGI:88930	True
REEP4	REEP4	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.00622748682993692	0.09928950817944897	0	1	1.0	0.005366742498130141	False	False	0.0	0.00622748682993692	cerebellar_biased	51635182	REEP4	Reep4	REEP4	same_symbol	80346	72549	HGNC:26176	MGI:1919799	True
RND3	RND3	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.020094424151243177	0.47158633122507354	3	3	1.0	0.015247217002160102	False	False	0.0	0.020094424151243177	cerebellar_biased	51616230	RND3	Rnd3	RND3	same_symbol	390	74194	HGNC:671	MGI:1921444	True
RPS27	RPS27	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	6	12	1.0	0.5	0.5	0.009879767867540601	0.12986698911729141	0.8005267103132045	2	2	1.0	0.03613674988490279	False	False	0.0	0.12986698911729141	cerebellar_biased	51627414	RPS27	Rps27rt	RPS27RT	nonidentical_symbol	6232	100043813	HGNC:10416	MGI:3704345	True
RUNX1T1	RUNX1T1	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.33918762184438467	0.31544488827049355	2	3	1.0	0.005366742498130141	False	False	0.0	0.31544488827049355	cerebellar_biased	51627932	RUNX1T1	Runx1t1	RUNX1T1	same_symbol	862	12395	HGNC:1535	MGI:104793	True
SCNN1B	SCNN1B	mgi_one_to_one_ortholog_gene	2	2	0.5	1.0	-0.5	0.9848085890117112	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0076188767523123774	0.003987268321252933	0	0	1.0	0.015247217002160102	False	False	0.0	0.003987268321252933	cerebellar_biased	51635320	SCNN1B	Scnn1b	SCNN1B	same_symbol	6338	20277	HGNC:10600	MGI:104696	True
SCRN2	SCRN2	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9881454617679306	6	12	1.0	0.5	0.5	0.009879767867540601	0.04454064568971401	0.09133705093601158	1	2	1.0	0.03613674988490279	False	False	0.0	0.04454064568971401	cerebellar_biased	51624901	SCRN2	Scrn2	SCRN2	same_symbol	90507	217140	HGNC:30381	MGI:1343092	True
SEBOX	SEBOX	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	5	10	1.0	0.5	0.5	0.005744073222698901	0.0	0.0022404779686333084	0	0	1.0	0.03613674988490279	False	False	0.0	0.0	cerebellar_biased	51623175	SEBOX	Sebox	SEBOX	same_symbol	645832	18292	HGNC:32942	MGI:108012	True
SEMA6A	SEMA6A	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.1616532731414741	0.7064364060810719	5	3	1.0	0.005366742498130141	False	False	0.0	0.1616532731414741	cerebellar_biased	51620900	SEMA6A	Sema6a	SEMA6A	same_symbol	57556	20358	HGNC:10738	MGI:1203727	True
SHCBP1	SHCBP1	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9026289135802041	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0243161094224924	0.10668760419937519	1	2	1.0	0.015247217002160102	False	False	0.0	0.0243161094224924	cerebellar_biased	51616997	SHCBP1	Shcbp1	SHCBP1	same_symbol	79801	20419	HGNC:29547	MGI:1338802	True
SMIM19	SMIM19	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9026289135802041	6	12	1.0	0.5	0.5	0.0017167440604175456	0.13204839040393684	0.243368820479766	4	3	1.0	0.015247217002160102	False	False	0.0	0.13204839040393684	cerebellar_biased	51628693	SMIM19	Smim19	SMIM19	same_symbol	114926	102032	HGNC:25166	MGI:2142501	True
ST6GAL1	ST6GAL1	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9968955960956881	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2680698635428189	0.13907330057198786	1	3	1.0	0.005366742498130141	False	False	0.0	0.13907330057198786	cerebellar_biased	51628781	ST6GAL1	St6gal1	ST6GAL1	same_symbol	6480	20440	HGNC:10860	MGI:108470	True
STIL	STIL	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.00021486327043911477	0.029047875201721356	0.06637135258802358	0	2	1.0	0.005366742498130141	False	False	0.0	0.029047875201721356	cerebellar_biased	51616814	STIL	Stil	STIL	same_symbol	6491	20460	HGNC:10879	MGI:107477	True
STK24	STK24	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.851408504061834	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2329903378205906	0.18552753222136836	3	3	1.0	0.005366742498130141	False	False	0.0	0.18552753222136836	cerebellar_biased	51626854	STK24	Stk24	STK24	same_symbol	8428	223255	HGNC:11403	MGI:2385007	True
TBATA	TBATA	mgi_one_to_one_ortholog_gene	4	5	0.5833333333333333	1.0	-0.41666666666666674	0.6989025341336178	6	12	1.0	0.5833333333333333	0.41666666666666674	0.004863147713925093	0.0007709202181477187	0.14692310958905788	0	1	0.9368230073147448	0.03613674988490279	False	False	0.0	0.0007709202181477187	cerebellar_biased	51631485	TBATA	Tbata	TBATA	same_symbol	219793	65971	HGNC:23511	MGI:1923820	True
TCF19	TCF19	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.008333262867724778	0.11075510770098451	0	2	1.0	0.015247217002160102	False	False	0.0	0.008333262867724778	cerebellar_biased	51630780	TCF19	Tcf19	TCF19	same_symbol	6941	106795	HGNC:11629	MGI:103180	True
TEX29	TEX29	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	6	12	1.0	0.5	0.5	0.009879767867540601	0.046122448979591835	0.008384693196296165	1	0	1.0	0.03613674988490279	False	False	0.0	0.008384693196296165	cerebellar_biased	51635794	TEX29	Tex29	TEX29	same_symbol	121793	75528	HGNC:20370	MGI:1922778	True
TJAP1	TJAP1	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.08732899459719995	0.13782594013713995	3	2	1.0	0.03613674988490279	False	False	0.0	0.08732899459719995	cerebellar_biased	51624274	TJAP1	Tjap1	TJAP1	same_symbol	93643	74094	HGNC:17949	MGI:1921344	True
TP73	TP73	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9026289135802041	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0026896180742334587	0.02567092694133282	0	0	1.0	0.015247217002160102	False	False	0.0	0.0026896180742334587	cerebellar_biased	51624290	TP73	Trp73	TRP73	nonidentical_symbol	7161	22062	HGNC:12003	MGI:1336991	True
TROAP	TROAP	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0004098920617570706	0.0838207586636463	0	2	1.0	0.005366742498130141	False	False	0.0	0.0004098920617570706	cerebellar_biased	51619859	TROAP	Troap	TROAP	same_symbol	10024	78733	HGNC:12327	MGI:1925983	True
TSKU	TSKU	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0025309279230086683	0.06719943520518931	0	1	1.0	0.005366742498130141	False	False	0.0	0.0025309279230086683	cerebellar_biased	51620465	TSKU	Tsku	TSKU	same_symbol	25987	244152	HGNC:28850	MGI:2443855	True
UHRF1	UHRF1	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	5	10	1.0	0.5	0.5	0.0007477303749822311	0.00684931506849315	0.28230022404779687	0	2	1.0	0.015247217002160102	False	False	0.0	0.00684931506849315	cerebellar_biased	51619909	UHRF1	Uhrf1	UHRF1	same_symbol	29128	18140	HGNC:12556	MGI:1338889	True
UTRN	UTRN	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.03802518593553906	0.0909947438663303	2	2	1.0	0.03613674988490279	False	False	0.0	0.03802518593553906	cerebellar_biased	51630879	UTRN	Utrn	UTRN	same_symbol	7402	22288	HGNC:12635	MGI:104631	True
WRAP73	WRAP73	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	6	12	1.0	0.5	0.5	0.0017167440604175456	0.05507943143812709	0.2263649378060139	2	3	1.0	0.015247217002160102	False	False	0.0	0.05507943143812709	cerebellar_biased	51620715	WRAP73	Wrap73	WRAP73	same_symbol	49856	59002	HGNC:12759	MGI:1891749	True
ZBTB46	ZBTB46	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.0017167440604175456	0.07639624777897482	0.0969991205940211	2	2	1.0	0.015247217002160102	False	False	0.0	0.07639624777897482	cerebellar_biased	51626517	ZBTB46	Zbtb46	ZBTB46	same_symbol	140685	72147	HGNC:16094	MGI:1919397	True
ZFPM1	ZFPM1	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.0017167440604175456	0.09291387959866221	0.09703082566125132	1	2	1.0	0.015247217002160102	False	False	0.0	0.09291387959866221	cerebellar_biased	51621196	ZFPM1	Zfpm1	ZFPM1	same_symbol	161882	22761	HGNC:19762	MGI:1095400	True
ZIC2	ZIC2	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9919824434548129	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0029585798816568047	0.6034346380496904	0	3	1.0	0.005366742498130141	False	False	0.0	0.0029585798816568047	cerebellar_biased	51617338	ZIC2	Zic2	ZIC2	same_symbol	7546	22772	HGNC:12873	MGI:106679	True
ZNF219	ZNF219	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.009879767867540601	0.03568165238344374	0.2507144816066985	3	3	1.0	0.03613674988490279	False	False	0.0	0.03568165238344374	cerebellar_biased	51620902	ZNF219	Zfp219	ZFP219	nonidentical_symbol	51222	69890	HGNC:13011	MGI:1917140	True
ZNF24	ZNF24	mgi_one_to_one_ortholog_gene	1	1	0.5	1.0	-0.5	1.0	6	12	1.0	0.5	0.5	0.009879767867540601	0.22862415419315152	0.2715833873051977	2	3	1.0	0.03613674988490279	False	False	0.0	0.22862415419315152	cerebellar_biased	51636358	ZNF24	Zfp24	ZFP24	nonidentical_symbol	7572	59057	HGNC:13032	MGI:1929704	True
ZNF35	ZNF35	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9968955960956881	6	12	1.0	0.5	0.5	0.0017167440604175456	0.04911722244772422	0.0932087642044134	1	2	1.0	0.015247217002160102	False	False	0.0	0.04911722244772422	cerebellar_biased	51636384	ZNF35	Zfp105	ZFP105	nonidentical_symbol	7584	22646	HGNC:13099	MGI:1277119	True
ZNF367	ZNF367	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.023029074643556052	0.09192390786396742	1	2	1.0	0.005366742498130141	False	False	0.0	0.023029074643556052	cerebellar_biased	51621592	ZNF367	Zfp367	ZFP367	nonidentical_symbol	195828	238673	HGNC:18320	MGI:2442266	True
ZNF383	ZNF383	mgi_one_to_one_ortholog_gene	3	4	0.5	1.0	-0.5	0.9026289135802041	6	12	1.0	0.5	0.5	0.009879767867540601	0.08174123337363966	0.06224115935471302	3	1	1.0	0.03613674988490279	False	False	0.0	0.06224115935471302	cerebellar_biased	51636388	ZNF383	Zfp383	ZFP383	nonidentical_symbol	163087	73729	HGNC:18609	MGI:1920979	True
ZNF395	ZNF395	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9548722748046113	6	12	1.0	0.5	0.5	0.0017167440604175456	0.01650242081730589	0.09748827494272812	1	2	1.0	0.015247217002160102	False	False	0.0	0.01650242081730589	cerebellar_biased	51619148	ZNF395	Zfp395	ZFP395	nonidentical_symbol	55893	380912	HGNC:18737	MGI:2682318	True
ZNF521	ZNF521	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.09851409991923774	0.36373187627623393	1	3	1.0	0.005366742498130141	False	False	0.0	0.09851409991923774	cerebellar_biased	51625553	ZNF521	Zfp521	ZFP521	nonidentical_symbol	25925	225207	HGNC:24605	MGI:95459	True
ZSCAN25	ZSCAN25	mgi_one_to_one_ortholog_gene	2	2	0.5	1.0	-0.5	0.9848085890117112	5	10	1.0	0.5	0.5	0.005744073222698901	0.052561327892268306	0.01970954356846473	1	1	1.0	0.03613674988490279	False	False	0.0	0.01970954356846473	cerebellar_biased	51636499	ZSCAN25	Zscan25	ZSCAN25	same_symbol	221785	666311	HGNC:21961	MGI:3647079	True
ZWILCH	ZWILCH	mgi_one_to_one_ortholog_gene	4	5	0.5	1.0	-0.5	0.9410606887181286	6	12	1.0	0.5	0.5	0.00021486327043911477	0.039600696774873836	0.10266586225749891	2	3	1.0	0.005366742498130141	False	False	0.0	0.039600696774873836	cerebellar_biased	51625244	ZWILCH	Zwilch	ZWILCH	same_symbol	55055	68014	HGNC:25468	MGI:1915264	True
