cluster_id	cluster_id_label	supertype_label	subclass_label	class_label	neighborhood	anatomical_annotation	CCF_acronym.freq	nt_type_label	comparator_population	n_unique_markers	combined_markers
66	0066 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	RSP-ACA	RSPagl2/3:0.15,ACAd5:0.1,MOs2/3:0.08,ACAv5:0.07,ACAd2/3:0.07,VISam2/3:0.07,ACAv2/3:0.05,MOs5:0.05,VISpm2/3:0.05,VISpl2/3:0.03,VISam4:0.03,RSPagl5:0.02,RSPd2/3:0.02,RSPd5:0.02,TEa5:0.02	Glut	Cortical L4 excitatory proxy	15	ADCYAP1,CBLN1,CD34,EGR2,GPR88,KLHL13,MET,NFATC2,OVOL2,PTGER3,RREB1,ST8SIA2,STAT5B,SUSD5,TOX2
67	0067 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	VIS-SS	SSs4:0.14,AUDp4:0.14,AUDv4:0.06,SSp-bfd4:0.05,VISl2/3:0.04,TEa4:0.03,VISli2/3:0.03,ORBl2/3:0.03,VISl4:0.03,SSp-m4:0.03,AUDd4:0.02,VISpor2/3:0.02,VISrl4:0.02,VISC4:0.02,VISpor4:0.02,VISal2/3:0.02,ORBl5:0.02,VISpl2/3:0.02,AUDp2/3:0.02,TEa2/3:0.02,AUDp5:0.02,AUDpo4:0.01	Glut	Cortical L4 excitatory proxy	19	ANKFN1,BARX2,BC006965,CCDC3,CCDC80,COL8A1,COX6A2,ENDOU,FEZF2,GM36251,GPX3,IL1RAPL2,NR2F2,PTGER3,RORB,SATB2,SLC17A7,SLC30A3,ZFPM2
68	0068 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	VIS	VISp4:0.36,VISp2/3:0.19,VISl4:0.03,RSPd1:0.03,VISpl1:0.03,VISl2/3:0.03,SSp-m4:0.02,RSPd2/3:0.02,VISpl2/3:0.02,RSPagl2/3:0.02,AUDp4:0.02,VISpm2/3:0.02	Glut	Cortical L4 excitatory proxy	18	BARX2,BC006965,CBLN2,CCDC3,CCDC80,COL15A1,COL8A1,CUX2,DKKL1,FEZF2,IL1RAPL2,RORB,RXFP1,SATB2,SCNN1A,TCERG1L,TOX2,VWC2L
69	0069 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	MO	MOs2/3:0.23,MOp2/3:0.21,SSp-tr2/3:0.06,RSPagl2/3:0.06,VISa2/3:0.05,VISam2/3:0.05,SSp-ll4:0.04,VISa4:0.03,SSp-ll2/3:0.03,AUDd4:0.02,VISpm2/3:0.02,SSp-tr4:0.02	Glut	Cortical L4 excitatory proxy	18	A830036E02RIK,ADRA1B,CNTN5,CUX2,DKKL1,FEZF2,LYPD1,MET,NEUROD6,OVOL2,RORB,RSPO1,S100B,SNTG2,SOX5,TAFA2,TCAP,ZFPM2
70	0070 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	MO	MOs2/3:0.27,MOp2/3:0.26,SSp-bfd4:0.04,SSp-ul4:0.04,SSp-m4:0.03,SSs4:0.03,ACAd2/3:0.03,SSp-ll4:0.03,SSp-un4:0.02,ACAd5:0.02,VISa4:0.01,ORBl2/3:0.01,AUDd4:0.01	Glut	Cortical L4 excitatory proxy	22	A830036E02RIK,ADRA1B,ALDH1L1,BMPR1B,DKKL1,FEZF2,GM2694,GPR88,HTR7,KCNH5,LHX2,MARCKSL1,MET,POU6F2,PPARG,RAVER2,SATB2,SHROOM3,SLC17A6,TOX,TRBC2,ZFPM2
71	0071 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SSp	SSp-bfd4:0.25,SSs4:0.2,SSp-m4:0.16,SSp-ul4:0.09,SSp-n4:0.08,SSp-un4:0.03	Glut	Cortical L4 excitatory proxy	15	ASCL1,BARX2,BCL11A,CCDC3,COL8A1,GM20752,KCNH1,OVOL2,RORB,SATB2,SCN7A,SHISA6,SOX5,TMEM125,TSHZ2
72	0072 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORB	ORBl2/3:0.17,AId2/3:0.1,ORBm2/3:0.1,ORBvl2/3:0.08,ORBl5:0.05,MOs2/3:0.05,AId5:0.05,AIv2/3:0.05,ORBvl5:0.04,MOp2/3:0.03,ACAv2/3:0.03,AIv5:0.02,PL2/3:0.02,ACAd2/3:0.02	Glut	Cortical L4 excitatory proxy	17	A830036E02RIK,BARX2,DKKL1,FEZF2,FIGN,GFRA1,OVOL2,RORB,SATB2,SCN7A,SLC17A7,SLC30A3,TNS1,TSHZ2,WHRN,ZAR1L,ZFHX4
73	0073 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	VIS	VISp4:0.28,VISp2/3:0.23,VISl2/3:0.11,VISpl1:0.03,VISl4:0.03,VISli2/3:0.03,VISrl2/3:0.03,AUDp4:0.03,VISpm2/3:0.03,VISal2/3:0.02	Glut	Cortical L4 excitatory proxy	22	BARX2,BC006965,CCDC3,CDH13,CNTN5,EGR2,ENDOU,GRIK1,HSD11B1,IGFN1,MAFB,PPARG,RORB,SATB2,SCNN1A,SHISA3,SHISA6,TACR3,TAFA2,TOX,TOX3,WHRN
74	0074 L4/5 IT CTX Glut_1	L4/5 IT CTX Glut_1	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SSs-AUD-TEa-VISpor	SSs4:0.18,VISpor2/3:0.12,AUDv4:0.1,TEa4:0.08,TEa2/3:0.08,VISpl2/3:0.04,VISli2/3:0.04,AUDd4:0.03,AUDp4:0.03,SSs2/3:0.03,VISC4:0.03,AUDv2/3:0.03,VISl2/3:0.03	Glut	Cortical L4 excitatory proxy	16	B130024G19RIK,BARX2,BC006965,CCDC3,CUX2,ENDOU,FEZF2,MET,NR2F2,PTGER3,RMST,RORB,SATB2,SCN7A,SLC17A7,UST
75	0075 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORB	ORBl2/3:0.39,ORBvl2/3:0.33,ORBl5:0.12	Glut	Cortical L4 excitatory proxy	20	A830036E02RIK,CALB1,CUX2,DKKL1,GM20752,GM34567,GRIK1,HS3ST2,MAF,OVOL2,PLD5,RSPO1,S1PR3,SEMA3E,SHISA6,SMOC2,TOX,TRABD2B,TSHZ2,ZFHX4
76	0076 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORB	ORBl2/3:0.59,ORBvl2/3:0.13,VISp2/3:0.08,ORBl5:0.03	Glut	Cortical L4 excitatory proxy	12	CARTPT,CD34,DDIT4L,MAF,MATN4,NPNT,OVOL2,SATB2,SMOC2,TOX,TSHZ2,ZFHX4
77	0077 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORB-ACA	ACAv2/3:0.2,ORBvl2/3:0.15,ACAd2/3:0.13,ORBl2/3:0.11,MOs2/3:0.09,ORBm2/3:0.06,ACAv5:0.06,AId2/3:0.03	Glut	Cortical L4 excitatory proxy	15	CARTPT,CD34,DDIT4L,IL12A,L3MBTL4,MAF,NPNT,NR4A2,OVOL2,RREB1,SHROOM3,SLC30A3,TCERG1L,TMEM232,ZFPM2
78	0078 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORBl-MOp	MOp2/3:0.46,MOs2/3:0.16,ORBl2/3:0.14,SSs2/3:0.04	Glut	Cortical L4 excitatory proxy	18	4930447N08RIK,CARTPT,CD34,CUX2,DDIT4L,FIGN,HGF,HSPB3,ID4,MAF,OVOL2,PLD5,PPARG,RAB37,RORB,RSPO1,TOX,UNC5D
79	0079 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SS	SSp-bfd4:0.15,SSp-m2/3:0.14,SSs2/3:0.12,SSp-bfd2/3:0.12,SSp-ul2/3:0.07,SSp-n2/3:0.06,SSp-m4:0.06,SSp-n4:0.05,SSs4:0.03,VISp2/3:0.02	Glut	Cortical L4 excitatory proxy	19	A830036E02RIK,ALCAM,CBLN4,CNTNAP5A,CUX2,CYP39A1,DDIT4L,GRIK1,HGF,LHX2,MAF,OVOL2,PLD5,ROBO3,RORB,RSPO1,SHISA6,TRHDE,ZFHX4
80	0080 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	AUD	AUDp2/3:0.23,SSs2/3:0.13,AUDp4:0.1,ORBl2/3:0.05,SSs4:0.05,AUDd2/3:0.05,AUDv2/3:0.04,AUDv4:0.04,VISp2/3:0.04,VISl2/3:0.04,AUDpo2/3:0.03,VISli2/3:0.03	Glut	Cortical L4 excitatory proxy	23	A830036E02RIK,ANKFN1,CAMK2D,CBLN4,CCDC3,CUX2,CYP39A1,FXYD6,GRIK1,HGF,MAF,MAMDC2,OVOL2,PLCXD3,PLD5,POU6F2,ROBO3,RORB,RREB1,RSPO1,SATB2,SHISA6,TCAP
81	0081 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SS-MO deep	SSp-bfd4:0.17,SSp-m4:0.14,SSs4:0.11,SSp-ul4:0.07,SSs2/3:0.06,MOp2/3:0.05,SSp-n4:0.04,SSp-ul2/3:0.04,SSp-ll4:0.03,SSp-ll2/3:0.03,SSp-tr2/3:0.02,SSp-un4:0.02,SSp-m2/3:0.02	Glut	Cortical L4 excitatory proxy	18	A830036E02RIK,ADAM33,BARX2,CCND1,COL8A1,CUX2,GM20752,HGF,OVOL2,RORB,RSPO1,SATB2,SHISA6,SPON1,TMEM117,TMEM215,VAV3,ZFHX4
82	0082 L4/5 IT CTX Glut_2	L4/5 IT CTX Glut_2	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SS-MO-VIS sup	SSp-bfd2/3:0.16,SSp-m2/3:0.13,VISp2/3:0.1,SSs2/3:0.1,MOp2/3:0.08,SSp-ul2/3:0.07,SSp-n2/3:0.05,MOs2/3:0.04,SSp-un2/3:0.03,SSp-ll2/3:0.02,VISrl2/3:0.02	Glut	Cortical L4 excitatory proxy	16	CALB1,DDIT4L,HOPX,HSPB3,HTRA1,IGFBP6,LHX2,MAF,OVOL2,POU3F1,RASL10A,ROBO3,RORB,RSPO1,SATB2,SCN4B
83	0083 L4/5 IT CTX Glut_3	L4/5 IT CTX Glut_3	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	PL-ILA-ACAv	ACAv2/3:0.23,PL2/3:0.21,ACAv5:0.17,ILA2/3:0.15,ILA5:0.03,ORBvl2/3:0.03	Glut	Cortical L4 excitatory proxy	17	CCBE1,CCN3,FOXP2,GRP,IL1RAPL2,KCNG1,OVOL2,POU6F2,PRSS22,RXFP1,RXRG,SATB2,SMOC2,TAFA1,TOX,TRHR,ZBTB7C
84	0084 L4/5 IT CTX Glut_3	L4/5 IT CTX Glut_3	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORB	ORBl5:0.13,ORBvl5:0.13,MOs2/3:0.09,AId5:0.07,ORBm2/3:0.05,MOs5:0.05,AIv5:0.05,ORBm5:0.04,PL2/3:0.04,ORBl2/3:0.04,ORBvl2/3:0.04,FRP5:0.02,PL5:0.02,ACAd2/3:0.02,MOp2/3:0.02	Glut	Cortical L4 excitatory proxy	17	ARHGAP25,COLQ,CPA6,EGLN3,FEZF2,FOXO1,IGFBP6,IL1RAPL2,MKX,MYL4,RORB,SATB2,SLC30A3,SLC5A5,TOX,TOX2,TOX3
85	0085 L4/5 IT CTX Glut_3	L4/5 IT CTX Glut_3	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SS-VIS	VISp4:0.25,VISp2/3:0.09,SSp-bfd4:0.08,SSp-m4:0.07,SSp-ul4:0.05,VISl4:0.04,VISp5:0.03,SSp-n4:0.03,MOp2/3:0.03,RSPagl2/3:0.03,SSs4:0.02,RSPd2/3:0.02,VISrl4:0.02,AUDp4:0.02,SSp-un4:0.02,SSp-ll4:0.01,VISpl1:0.01	Glut	Cortical L4 excitatory proxy	13	ARHGAP25,CD34,EGR2,FEZF2,FOXO1,GPR88,IQGAP2,MYL4,RORB,SATB2,TCERG1L,TOX3,WHRN
86	0086 L4/5 IT CTX Glut_3	L4/5 IT CTX Glut_3	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SSs-TEa-AI-ORBl	SSs4:0.08,TEa4:0.08,AIv5:0.06,AUDv4:0.06,VISpl2/3:0.05,AUDv5:0.05,TEa5:0.04,MOp2/3:0.04,ORBl5:0.04,AUDp5:0.04,AUDp4:0.03,MOs2/3:0.03,VISpor4:0.03,VISpor2/3:0.03,ORBl2/3:0.02,AId5:0.02,SSs5:0.02,VISC4:0.01,AIv2/3:0.01,ECT5:0.01,ORBm2/3:0.01,VISli4:0.01,VISpor5:0.01,RSPd2/3:0.01	Glut	Cortical L4 excitatory proxy	13	ARHGAP25,EGLN3,FEZF2,FOXO1,GPR88,L3MBTL4,MYL4,RORB,SATB2,SCN5A,SLC17A7,SLC30A3,TOX2
87	0087 L4/5 IT CTX Glut_3	L4/5 IT CTX Glut_3	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	MO-FRP	MOs2/3:0.57,MOp2/3:0.12,ORBl2/3:0.06,MOs5:0.05	Glut	Cortical L4 excitatory proxy	13	A830036E02RIK,CUX2,CYP26B1,FEZF2,GM20752,MET,NEUROD6,OVOL2,RORB,RSPO1,SATB2,TOX,ZFHX4
88	0088 L4/5 IT CTX Glut_3	L4/5 IT CTX Glut_3	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	MO-FRP-ORBl	MOp2/3:0.22,MOs2/3:0.22,MOs5:0.07,MOp5:0.06,SSp-m4:0.05,ORBl5:0.04,ORBl2/3:0.04,ACAd2/3:0.03,ORBvl5:0.02,SSp-m5:0.02,SSs4:0.02,SSs5:0.02	Glut	Cortical L4 excitatory proxy	11	CBLN2,CD34,CYP26B1,EGLN3,FEZF2,GM10635,GM20752,LHX2,OTX1,SATB2,ZFHX4
89	0089 L4/5 IT CTX Glut_4	L4/5 IT CTX Glut_4	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	GU	GU2/3:0.25,SSs2/3:0.13,ECT2/3:0.1,TEa2/3:0.1,AId2/3:0.09,VISC2/3:0.08,AIp2/3:0.06	Glut	Cortical L4 excitatory proxy	13	BMP3,BMPR1B,ESR1,GLIS3,GM34567,MET,OVOL2,POU6F2,RELN,RMST,SCN7A,SMOC2,ZEB2
90	0090 L4/5 IT CTX Glut_4	L4/5 IT CTX Glut_4	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ACA-RSP	ACAd2/3:0.17,MOs2/3:0.17,PL2/3:0.13,ACAv2/3:0.12,RSPagl2/3:0.08,MOs1:0.04,ACAv5:0.03,ORBm2/3:0.03,VISam2/3:0.03,ORBvl2/3:0.02	Glut	Cortical L4 excitatory proxy	18	BAZ1A,CD24A,CRYM,CUX2,DLGAP2,EGR2,FEZF2,FOSL2,HKDC1,MEIS2,OVOL2,PTGS2,RRAD,SCN7A,SLC17A7,ST8SIA2,THRB,ZEB2
91	0091 L4/5 IT CTX Glut_4	L4/5 IT CTX Glut_4	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ACA-AI-MO-PL	MOs2/3:0.24,PL2/3:0.11,MOs1:0.1,AId2/3:0.08,ACAd2/3:0.06,MOp2/3:0.06,GU2/3:0.05,PL1:0.04,MOs5:0.04,AId5:0.03,SSs4:0.02	Glut	Cortical L4 excitatory proxy	16	A830036E02RIK,BMP3,CCBE1,CCDC60,CUX2,CYP26B1,FEZF2,HS3ST2,OVOL2,PSTPIP1,RORB,RXRG,SATB2,SCN7A,ZEB2,ZFP804B
92	0092 L4/5 IT CTX Glut_4	L4/5 IT CTX Glut_4	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	VISpor-TEa-AUD-SSs	VISpor2/3:0.17,TEa2/3:0.16,SSs2/3:0.14,VISC2/3:0.12,AUDv2/3:0.11,VISli2/3:0.04,AUDp2/3:0.04,VISpl2/3:0.03	Glut	Cortical L4 excitatory proxy	17	A830036E02RIK,ANKFN1,CBLN4,CCDC3,CD34,CHRM2,CUX2,GABRG3,LYPD1,NR2F2,OVOL2,PLD5,POU3F1,RORB,SATB2,SCN7A,ZFHX4
93	0093 L4/5 IT CTX Glut_4	L4/5 IT CTX Glut_4	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	TPE-VISC	VISC2/3:0.24,ECT2/3:0.14,TEa2/3:0.13,AIp2/3:0.09,SSs4:0.08,SSs2/3:0.06,VISC4:0.05	Glut	Cortical L4 excitatory proxy	16	BARX2,CALB1,CCDC3,CYP26B1,IKZF2,LYPD1,MET,NECAB1,NR2F2,OVOL2,PLB1,PLD5,PTPN14,RMST,RORB,SATB2
94	0094 L4/5 IT CTX Glut_4	L4/5 IT CTX Glut_4	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	PL-ILA-ORBm-ORBl-ACAv	ACAv2/3:0.15,PL2/3:0.14,PL1:0.13,ORBm2/3:0.09,AId2/3:0.09,MOs1:0.08,ACAd2/3:0.05,ILA2/3:0.05,ACAd1:0.03,MOs2/3:0.02	Glut	Cortical L4 excitatory proxy	15	A830029E22RIK,BCL11B,CUX2,GRP,MEDAG,MEIS2,MFSD13B,NPNT,OTOF,RORB,RSPO2,SATB2,SMOC2,TRBC2,TWIST2
95	0095 L4/5 IT CTX Glut_5	L4/5 IT CTX Glut_5	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ORB-MO	MOs2/3:0.21,MOp2/3:0.18,AId2/3:0.12,ORBl2/3:0.12,ORBvl2/3:0.06,MOs1:0.04,GU2/3:0.03,MOs5:0.03,ORBm2/3:0.02	Glut	Cortical L4 excitatory proxy	18	A830036E02RIK,ANKFN1,CALB1,CBLN4,CCDC3,CRISPLD1,CRYM,FIGN,FXYD6,GRM8,OVOL2,PLD5,PPARG,RORB,RREB1,RSPO1,ZFHX4,ZFPM2
96	0096 L4/5 IT CTX Glut_5	L4/5 IT CTX Glut_5	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	SS-MO	SSp-ul2/3:0.1,SSp-ll2/3:0.1,SSp-tr2/3:0.09,SSp-bfd2/3:0.08,MOp2/3:0.08,SSp-m2/3:0.07,SSp-bfd4:0.06,VISa2/3:0.05,SSs2/3:0.03,VISp2/3:0.03,SSp-un2/3:0.03,SSp-ul4:0.03,VISrl2/3:0.03,MOs2/3:0.02,SSp-n2/3:0.02	Glut	Cortical L4 excitatory proxy	15	A830036E02RIK,ADAM33,CBLN4,CUX2,GPR88,GRM8,HGF,OVOL2,PPARG,RORB,RSPO1,SATB2,SHISA6,TRHDE,ZFPM2
97	0097 L4/5 IT CTX Glut_5	L4/5 IT CTX Glut_5	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	MOs-ACA-RSP	MOs2/3:0.15,RSPagl2/3:0.13,VISam2/3:0.13,MOp2/3:0.11,VISpm2/3:0.07,RSPd2/3:0.07,VISa2/3:0.07,SSp-tr2/3:0.04,ACAd2/3:0.04	Glut	Cortical L4 excitatory proxy	19	CHRM3,CLEC18A,CUX2,DGKG,EGFEM1,IGFBP4,IGFBP6,MAMDC2,NECAB1,OVOL2,POU3F1,PPARG,RORB,RSPO1,SHISA6,SNTG2,TOX,UNC5D,ZFHX4
98	0098 L4/5 IT CTX Glut_5	L4/5 IT CTX Glut_5	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	ACA-ORBm	ORBvl2/3:0.2,MOs1:0.11,ACAd2/3:0.09,ACAv2/3:0.09,ORBm2/3:0.07,RSPagl2/3:0.05,ORBvl5:0.05,MOs2/3:0.05,TEa2/3:0.03,AId2/3:0.03,VISpm2/3:0.02,PL2/3:0.02,ORBl2/3:0.02	Glut	Cortical L4 excitatory proxy	21	BMP3,C1QL3,CALB1,CDH12,DDIT4L,EGR2,FST,GM34567,ITGA8,MACC1,NR2F2,ONECUT2,OVOL2,RMST,RSPO1,SATB2,SCN7A,SEMA3E,SMOC2,TSHZ2,ZFHX4
99	0099 L4/5 IT CTX Glut_6	L4/5 IT CTX Glut_6	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	RSPagl	VISpm2/3:0.15,RSPagl2/3:0.14,RSPd2/3:0.11,VISpl1:0.07,VISam2/3:0.06,RSPd1:0.06,RSPagl1:0.06,TEa2/3:0.06,NA:0.04,VISpl2/3:0.04	Glut	Cortical L4 excitatory proxy	18	A830009L08RIK,A830036E02RIK,ADRA1A,CCBE1,CHRM2,CUX2,DKKL1,FBN2,KIT,NR2F2,OVOL2,RORB,RSPO1,SLC17A7,TAFA2,TOX,TSHZ2,ZAR1L
100	0100 L4/5 IT CTX Glut_6	L4/5 IT CTX Glut_6	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	VIS-RSP	VISp2/3:0.63,VISl2/3:0.06,VISp4:0.04,VISp1:0.04,RSPagl1:0.03	Glut	Cortical L4 excitatory proxy	16	A830036E02RIK,CALB1,CBLN4,CCDC3,CDH12,CUX2,EGFEM1,EGR2,GRIK1,IGFN1,PPARG,RORB,RSPO1,SATB2,SHISA6,TSHZ2
101	0101 L4/5 IT CTX Glut_6	L4/5 IT CTX Glut_6	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	VIS-RSP	VISp2/3:0.46,VISp4:0.15,RSPagl1:0.05,RSPd1:0.04,VISp1:0.03,RSPagl2/3:0.03,VISpl1:0.03,RSPd2/3:0.02	Glut	Cortical L4 excitatory proxy	16	A830036E02RIK,BARX2,CCDC80,FSTL5,IGFN1,MAFB,NPTX2,PDZRN3,PPARG,RORB,RSPO1,SATB2,SCNN1A,SHISA6,TOX,VWC2L
102	0102 L4/5 IT CTX Glut_6	L4/5 IT CTX Glut_6	L4/5 IT CTX Glut	IT-ET Glut	Pallium-Glut	RSP or APr?	RSPd2/3:0.26,APr:0.22,RSPd1:0.2,NA:0.12,RSPd5:0.12	Glut	Cortical L4 excitatory proxy	9	COL5A1,ERG,LGR6,MEIS2,NEUROD6,NPY2R,RORB,RXFP1,SCNN1A
261	0261 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1so:0.42,CA1sp:0.19,CA1sr:0.11,CA2so:0.08,CA2sr:0.04	Glut	Hippocampal pyramidal comparator	16	ADAMTS9,BCL11B,CRYM,DRD5,EMX2,FIBCD1,FOLH1,IGFBP4,LEFTY1,LHX2,MCTP1,ONECUT2,PRLR,SATB2,STAC,TRPS1
262	0262 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	CA1 do	CA1so:0.52,CA1sr:0.27,CA1sp:0.19	Glut	Hippocampal pyramidal comparator	15	BCL11B,CD34,DACH1,EGFL6,EPHA6,FEZF2,FIBCD1,KL,LEFTY1,NOS1,ONECUT2,PENK,SATB2,TOX3,ZFHX4
263	0263 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	CA1 do	CA1so:0.63,CA1sr:0.18	Glut	Hippocampal pyramidal comparator	16	B230110G15RIK,BCL11B,COL11A1,CRYM,EMX2,FOS,GREM1,LEFTY1,NDST4,NEUROD6,ONECUT2,PLEKHG1,POU3F1,SATB2,SPOCK3,ZEB2
264	0264 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1so:0.57,alv:0.1,BLAp:0.06,BMAp:0.06,EPd:0.05	Glut	Hippocampal pyramidal comparator	13	FEZF2,GM26644,GRP,KCNG2,KLF5,LEFTY1,LRP2,MEIS2,MYCL,ONECUT2,PCP4L1,POU3F1,ST18
265	0265 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1so:0.66,EPd:0.09,alv:0.08	Glut	Hippocampal pyramidal comparator	14	B430212C06RIK,BMPR1B,FIBCD1,GM26644,GPC3,GRP,IRF8,LHX9,NEUROD6,NR4A2,ONECUT2,PMFBP1,POU3F3,SLA
266	0266 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1so:0.66,CA2so:0.09,CA3so:0.07	Glut	Hippocampal pyramidal comparator	18	FIBCD1,FOSB,GM26644,GRP,HTR5B,IGFBP4,LHX2,LHX9,MET,ONECUT2,PCP4L1,PDE11A,POU3F3,PRLR,SATB2,SPOCK3,TACR3,TMEM163
267	0267 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1so:0.81	Glut	Hippocampal pyramidal comparator	15	B230110G15RIK,BCL11B,DPP10,DRD5,EMX2,FIBCD1,IGFBP4,KL,LEFTY1,LPL,NEUROD6,RXRG,SATB2,SLA,TOX
268	0268 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1sr:0.19,PA:0.18,CA1so:0.12,alv:0.09,root:0.09,CA1sp:0.05,BMAp:0.04,CA2so:0.04	Glut	Hippocampal pyramidal comparator	10	ARID5A,DCN,FBLN2,GM26644,HTR2A,KLF14,LHX9,NPTX2,TACR3,TLL1
269	0269 CA1-ProS Glut_1	CA1-ProS Glut_1	CA1-ProS Glut	IT-ET Glut	Pallium-Glut	NA	CA1so:0.35,CA2so:0.34,CA3so:0.15	Glut	Hippocampal pyramidal comparator	17	BCL11B,COL11A1,COL23A1,CRYM,DACH1,EMX2,FBLN2,FIBCD1,HMGB3,LEFTY1,LHX2,PCDH15,PDE11A,PLSCR4,PRLR,RXRG,SATB2
