canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_fdr10_support_full_matrix_cerebellar	branch_fdr10_support_full_matrix_dentate	branch_fdr10_support_selected_cerebellar	branch_fdr10_support_selected_dentate	branch_nominal_support_full_matrix_cerebellar	branch_nominal_support_full_matrix_dentate	branch_nominal_support_selected_cerebellar	branch_nominal_support_selected_dentate	branch_replication_support_full_matrix_cerebellar	branch_replication_support_full_matrix_dentate	branch_replication_support_selected_cerebellar	branch_replication_support_selected_dentate	dataset_best_nominal_p_greater_full_matrix_cerebellar	dataset_best_nominal_p_greater_full_matrix_dentate	dataset_best_nominal_p_greater_selected_cerebellar	dataset_best_nominal_p_greater_selected_dentate	dataset_best_nominal_q_bh_greater_full_matrix_cerebellar	dataset_best_nominal_q_bh_greater_full_matrix_dentate	dataset_best_nominal_q_bh_greater_selected_cerebellar	dataset_best_nominal_q_bh_greater_selected_dentate	dataset_best_q_bh_greater_full_matrix_cerebellar	dataset_best_q_bh_greater_full_matrix_dentate	dataset_best_q_bh_greater_selected_cerebellar	dataset_best_q_bh_greater_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	dataset_sign_q_bh_greater_full_matrix_cerebellar	dataset_sign_q_bh_greater_full_matrix_dentate	dataset_sign_q_bh_greater_selected_cerebellar	dataset_sign_q_bh_greater_selected_dentate	dataset_t_p_greater_full_matrix_cerebellar	dataset_t_p_greater_full_matrix_dentate	dataset_t_p_greater_selected_cerebellar	dataset_t_p_greater_selected_dentate	dataset_t_q_bh_greater_full_matrix_cerebellar	dataset_t_q_bh_greater_full_matrix_dentate	dataset_t_q_bh_greater_selected_cerebellar	dataset_t_q_bh_greater_selected_dentate	dataset_wilcoxon_p_greater_full_matrix_cerebellar	dataset_wilcoxon_p_greater_full_matrix_dentate	dataset_wilcoxon_p_greater_selected_cerebellar	dataset_wilcoxon_p_greater_selected_dentate	dataset_wilcoxon_q_bh_greater_full_matrix_cerebellar	dataset_wilcoxon_q_bh_greater_full_matrix_dentate	dataset_wilcoxon_q_bh_greater_selected_cerebellar	dataset_wilcoxon_q_bh_greater_selected_dentate	mean_dataset_rank_delta_full_matrix_cerebellar	mean_dataset_rank_delta_full_matrix_dentate	mean_dataset_rank_delta_selected_cerebellar	mean_dataset_rank_delta_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_detection_delta_full_matrix_cerebellar	median_dataset_detection_delta_full_matrix_dentate	median_dataset_detection_delta_selected_cerebellar	median_dataset_detection_delta_selected_dentate	median_dataset_mean_log1p_expression_delta_full_matrix_cerebellar	median_dataset_mean_log1p_expression_delta_full_matrix_dentate	median_dataset_mean_log1p_expression_delta_selected_cerebellar	median_dataset_mean_log1p_expression_delta_selected_dentate	median_dataset_rank_delta_full_matrix_cerebellar	median_dataset_rank_delta_full_matrix_dentate	median_dataset_rank_delta_selected_cerebellar	median_dataset_rank_delta_selected_dentate	min_dataset_rank_delta_full_matrix_cerebellar	min_dataset_rank_delta_full_matrix_dentate	min_dataset_rank_delta_selected_cerebellar	min_dataset_rank_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	formal_n_available_branches	formal_n_replication_branches	formal_n_nominal_branches	formal_n_fdr10_branches	formal_sum_positive_median_rank_delta	formal_min_candidate_detection	formal_replication_shared_selected	formal_replication_shared_full_matrix	formal_replication_shared_any_screen	formal_replication_shared_both_screens	formal_nominal_shared_selected	formal_nominal_shared_full_matrix	formal_nominal_shared_any_screen	formal_nominal_shared_both_screens	formal_fdr10_shared_selected	formal_fdr10_shared_full_matrix	formal_fdr10_shared_any_screen	formal_fdr10_shared_both_screens	formal_fisher_p_selected_shared	formal_fisher_p_full_matrix_shared	formal_fisher_p_all_available_branches	formal_fisher_q_bh_selected_shared	formal_fisher_q_bh_full_matrix_shared	formal_fisher_q_bh_all_available_branches	formal_rank_tier	formal_rank_priority_score	ortholog_meta_tier	ortholog_symbol_class	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	consensus_tier	combined_priority_score	selected_mechanism_class	selected_manuscript_use	genome_mechanism_class	genome_manuscript_use
SRP68	SRP68	SRP68	Srp68	51630245	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1483665321436209	0.2647464990076473			0.0447842274119732	0.13735965238943798			0.0328296810329365	0.27543319464524135			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1483665321436209	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.148366532143621	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0418257187600335			unclassified_shared_neuronal_or_context	exploratory_context
TM2D2	TM2D2	TM2D2	Tm2d2	51630170	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1479412703479093	0.5202778498184113			0.0238331505825622	0.16699645270592925			0.0173863782990657	0.4082170773265972			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1479412703479093	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.14794127034791	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.034129196308296			unclassified_shared_neuronal_or_context	exploratory_context
IMP4	IMP4	IMP4	Imp4	51630062	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1470635173954676	0.24741279490519608			0.0219799355464632	0.0989619612618209			0.0161943537364828	0.25504193359427646			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1470635173954676	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.147063517395468	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0214376380607244			unclassified_shared_neuronal_or_context	exploratory_context
ZNF260	ZNF260	ZNF260	Zfp260	51626470	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.14682664978927118	0.46660153423071354			0.02820752297977125	0.07967757105699039			0.020983802336691698	0.17276681399410526			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14682664978927118	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.146826649789271	supported_shared_full_matrix_only	nonidentical_symbol	2	1	2			screen_specific_or_low_priority	0.5184727098627514			unclassified_shared_neuronal_or_context	not_prioritized
PPP1R10	PPP1R10	PPP1R10	Ppp1r10	51617718	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.2432572614107883	0.14675021859516174			0.0678016293683246	0.04518723938888075			0.0551248259985468	0.11441438232668945			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14675021859516174	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.1467502185951615	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0514157738991223			unclassified_shared_neuronal_or_context	exploratory_context
SETD1B	SETD1B	SETD1B	Setd1b	51622676	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1463169943900345	0.2625379939209726			0.0344011133064268	0.0787025543333578			0.0262289733093075	0.1069745741278083			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1463169943900345	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.146316994390035	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0300880924723383			unclassified_shared_neuronal_or_context	exploratory_context
CEP78	CEP78	CEP78	Cep78	51630954	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.2365591397849462	0.14604238664279465			0.0861630054345409	0.05983391545778785			0.07158379025887454	0.23667372781782114			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14604238664279465	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.146042386642795	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0647781363546125			unclassified_shared_neuronal_or_context	exploratory_context
BAG5	BAG5	BAG5	Bag5	51628710	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1455872965209065	0.20051248968204677			0.0473778268015859	0.08989321501269251			0.0369203863229888	0.15096264348116578			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1455872965209065	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.145587296520906	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0306615891175777			unclassified_shared_neuronal_or_context	exploratory_context
RPF2	RPF2	RPF2	Rpf2	51616595	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1455872965209065	0.27585072947194844			0.043226641014562	0.1153819288055693			0.0324492057715351	0.15333170040703376			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1455872965209065	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.145587296520906	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0367972455816086			unclassified_shared_neuronal_or_context	exploratory_context
DOCK11	DOCK11	DOCK11	Dock11	51632658	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.1504854368932038	0.1454733452693231			0.0458713272397041	0.06060577607035671			0.0377187107918297	0.04860090928746635			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1454733452693231	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.145473345269323	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0410849351351856			unclassified_shared_neuronal_or_context	exploratory_context
RNF19A	RNF19A	RNF19A	Rnf19a	51621004	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.0625			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.0625			0.9460304822565969	0.6637414095135427			0.018874775675311855				0.19545135581807907				0.125	0.0625			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.5			0.1445108289768484	0.325963553593982			0.0401464902784555	0.1049792706017106			0.03058960198979555	0.27895970066198117			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	0	1.0	0.1445108289768484	False	True	True	False	False	True	True	False	False	False	False	False		0.009133642668160386	0.009133642668160386		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.144510828976848	strict_shared_full_matrix_only	same_symbol	2	2	2			shared_positive_both_screens	2.03823676428493			unclassified_shared_neuronal_or_context	exploratory_context
MYT1	MYT1	MYT1	Myt1	51620073	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.2079731027857829	0.1441501258037461			0.0759167291677247	0.014728023361528151			0.0652043061622874	0.01099877219854455			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1441501258037461	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.144150125803746	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0247901855726904			unclassified_shared_neuronal_or_context	exploratory_context
LIN7C	LIN7C	LIN7C	Lin7c	51619779	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.0625			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.0625			0.9460304822565969	0.6637414095135427											0.125	0.0625			0.5241573033707865	0.5446125084976207			0.5	0.5			0.14413000696521222	0.82911409973491			0.03115706558966925	0.18810527935073484			0.02463045639674365	0.6101236381839892			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	0	1.0	0.14413000696521222	False	True	True	False	False	True	True	False	False	False	False	False		0.04571898643687202	0.04571898643687202		0.3308385387943499	0.2891907709850533	formal_nominal_shared_full_matrix	7.144130006965212	strict_shared_full_matrix_only	same_symbol	2	2	2			shared_positive_both_screens	2.0776819995336933			unclassified_shared_neuronal_or_context	exploratory_context
UTP6	UTP6	UTP6	Utp6	51629459	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1437120970315991	0.16981473440440004			0.0496674256086328	0.07195584993483735			0.0369249422717964	0.12317520808264565			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1437120970315991	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.1437120970315995	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.036121218999749			unclassified_shared_neuronal_or_context	exploratory_context
NUP210	NUP210	NUP210	Nup210	51622401	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1542454579162032	0.14371070491735022			0.0345874127036702	0.07356526820708215			0.0290788324459085	0.18240454068657974			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14371070491735022	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.14371070491735	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.039393554477758			unclassified_shared_neuronal_or_context	exploratory_context
ZNF277	ZNF277	ZNF277	Zfp277	51629829	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.14362645522345135	0.383195831524099			0.0537819477824006	0.13221398017160668			0.0408947617102097	0.36430522226775597			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14362645522345135	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.143626455223451	supported_shared_full_matrix_only	nonidentical_symbol	2	1	2			screen_specific_or_low_priority	0.5356287902968401			unclassified_shared_neuronal_or_context	not_prioritized
KIN	KIN	KIN	Kin	51620231	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1482205553782317	0.14313670673748952			0.0300144996789687	0.04431562490669895			0.0234347967483883	0.07440968834344286			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14313670673748952	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.143136706737489	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.044727746906614			unclassified_shared_neuronal_or_context	exploratory_context
ANAPC2	ANAPC2	ANAPC2	Anapc2	51625581	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1429562266813874	0.17892881431208446			0.02021722762818685	0.0474606875997207			0.01541703091629975	0.11719091645208195			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1429562266813874	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.142956226681387	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0141851497957906			unclassified_shared_neuronal_or_context	exploratory_context
DAGLB	DAGLB	DAGLB	Daglb	51630907	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.19550110947788527			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427				0.19550110947788527				0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.5	0.25			0.1427512050426399	0.3332604682794132			0.029795935775975	0.0778491112183406			0.0116956302986949	0.0915921970157261			0.5	0.5			0.5	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1427512050426399	False	True	True	False	False	True	True	False	False	False	False	False		0.1151411302796435	0.1151411302796435		0.3713336945085174	0.3341875196126011	formal_nominal_shared_full_matrix	7.14275120504264	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.041193087321503			unclassified_shared_neuronal_or_context	exploratory_context
EHD1	EHD1	EHD1	Ehd1	51617347	False	False	False	False	True	True	False	False	True	True	False	False	0.09175170953613696	0.0625			0.32858766160035274	0.41942132674430754			0.26549725034988525	0.41942132674430754			0.125	0.0625			0.9460304822565969	0.6637414095135427			0.09175170953613696				0.26549725034988525				0.125	0.0625			0.5241573033707865	0.5446125084976207			0.3333333333333333	0.5			0.1427146504947334	0.3853665741695844			0.0491447297714876	0.11433290134077495			0.0378401892609697	0.23383497591946284			0.5	0.5			5.551115123125783e-17	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	0	1.0	0.1427146504947334	False	True	True	False	False	True	True	False	False	False	False	False		0.03533162147241512	0.03533162147241512		0.3308385387943499	0.2891907709850533	formal_nominal_shared_full_matrix	7.142714650494733	strict_shared_full_matrix_only	same_symbol	2	2	2			shared_positive_both_screens	1.8871127961167584			unclassified_shared_neuronal_or_context	exploratory_context
TATDN1	TATDN1	TATDN1	Tatdn1	51630212	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.23514504755101306	0.14265589651774435			0.0554298424646476	0.03943505850272015			0.040589587253336	0.06170423372612965			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14265589651774435	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.142655896517744	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.045191842487221			unclassified_shared_neuronal_or_context	exploratory_context
TERF1	TERF1	TERF1	Terf1	51627675	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.299962921764924	0.14195252569112746			0.0950073224194955	0.04915440480287245			0.0855449327469352	0.0887053114725542			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.14195252569112746	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.141952525691128	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.0682498758821792			unclassified_shared_neuronal_or_context	exploratory_context
RBCK1	RBCK1	RBCK1	Rbck1	51626696	False	False	False	False	True	True	False	False	True	True	False	False	0.018874775675311855	0.19550110947788527			0.2418966820946169	0.41942132674430754			0.19545135581807907	0.41942132674430754			0.125	0.3125			0.9460304822565969	0.6637414095135427			0.018874775675311855	0.19550110947788527			0.19545135581807907	0.42099348220497224			0.125	0.3125			0.5241573033707865	0.5446125084976207			0.4166666666666667	0.25			0.1413182253431216	0.24740114641018165			0.0448409955588371	0.10568257094033255			0.0336970275599601	0.31216746777332205			0.5	0.5			0.25	-0.5			3.0	4.0			6.0	4.0			1.0	0.75			2	2	2	0	1.0	0.1413182253431216	False	True	True	False	False	True	True	False	False	False	False	False		0.024362077113039227	0.024362077113039227		0.3308385387943499	0.2541862873319358	formal_nominal_shared_full_matrix	7.141318225343122	supported_shared_full_matrix_only	same_symbol	2	1	2			shared_positive_both_screens	1.053310033660833			unclassified_shared_neuronal_or_context	exploratory_context
RCOR2	RCOR2	RCOR2	Rcor2	51629942	False	False	False	False	True	True	False	False	True	True	False	False	0.125	0.0625			0.3498864209994952	0.41942132674430754			0.3498864209994952	0.41942132674430754			0.125	0.0625			0.9460304822565969	0.6637414095135427											0.125	0.0625			0.5241573033707865	0.5446125084976207			0.5	0.5			0.19918934038477926	0.14129534657349155			0.1082703941923303	0.0627666680450608			0.0850299750420454	0.10962311719623685			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	0	1.0	0.14129534657349155	False	True	True	False	False	True	True	False	False	False	False	False		0.04571898643687202	0.04571898643687202		0.3308385387943499	0.2891907709850533	formal_nominal_shared_full_matrix	7.141295346573491	strict_shared_full_matrix_only	same_symbol	2	2	2			shared_positive_both_screens	2.005257728266717			unclassified_shared_neuronal_or_context	exploratory_context
